flowtime, wh1, wh2, wh3
0.0, 0.00024931246711556635, 0.9950237390633161, -1.990364763776259
0.1, 0.00011723755194651153, 0.9962193814754752, -1.9928719272793756
0.2, 7.353116615311443e-5, 0.9966879915576552, -1.9939516013411822
0.3, 5.12863764938312e-5, 0.9969355718444707, -1.9945975924051877
0.4, 3.78489646597096e-5, 0.9970774098567774, -1.9950415383597755
0.5, 2.8956358427760245e-5, 0.9971569779853037, -1.995369811534072
0.6, 2.2721385901726916e-5, 0.9971954319826163, -1.9956238061219864
0.7, 1.8168596273669498e-5, 0.9972047096017831, -1.9958265556206654
0.8, 1.4741541570371043e-5, 0.9971922093169825, -1.9959921725967549
0.9, 1.2100272368806255e-5, 0.9971628147680999, -1.9961298846740958
1.0, 1.0026121101752004e-5, 0.9971198984141628, -1.9962460114089449
1.1, 8.372516175464693e-6, 0.9970658709554706, -1.9963450368112419
1.2, 7.037788508523677e-6, 0.9970025044754561, -1.9964302365039814
1.3, 5.949340431187917e-6, 0.9969311326828033, -1.9965040646472423
1.4, 5.054036405388366e-6, 0.9968527799428402, -1.9965684020426677
1.5, 4.312158452668526e-6, 0.9967682470083566, -1.9966247199135345
1.6, 3.693481638228203e-6, 0.9966781694379787, -1.9966741905809502
1.7, 3.174652068025314e-6, 0.9965830582848473, -1.9967177637907358
1.8, 2.7373889856555e-6, 0.9964833289998207, -1.9967562203453384
1.9, 2.3672226201775757e-6, 0.9963793223436446, -1.9967902104708062
2.0, 2.0525892357804588e-6, 0.9962713197820879, -1.9968202817494412
2.1, 1.7841699835872076e-6, 0.9961595550111043, -1.9968468998056013
2.2, 1.5543997853486568e-6, 0.9960442227256736, -1.9968704638873511
2.3, 1.3570971567100128e-6, 0.9959254853950967, -1.9968913187911248
2.4, 1.187181592459976e-6, 0.9958034785779439, -1.9969097641334028
2.5, 1.040455365179502e-6, 0.9956783151498952, -1.996926061662445
2.6, 9.134333826082408e-7, 0.9955500887109916, -1.9969404411035399
2.7, 8.032093557622504e-7, 0.9954188763658139, -1.9969531048902578
2.8, 7.073497077087398e-7, 0.9952847410152482, -1.9969642320365097
2.9, 6.238088861871661e-7, 0.995147733264899, -1.996973981338098
3.0, 5.508613359041978e-7, 0.9950078930261919, -1.9969824940429421
3.1, 4.870465410972911e-7, 0.9948652508691731, -1.996989896097306
3.2, 4.3112439390742927e-7, 0.9947198291718473, -1.996996300047745
3.3, 3.820387736822605e-7, 0.9945716430997599, -1.9970018066630613
3.4, 3.3888769291512643e-7, 0.9944207014441755, -1.9970065063240725
3.5, 3.008987235731854e-7, 0.9942670073393478, -1.9970104802220083
3.6, 2.674086901341458e-7, 0.9941105588761572, -1.9970138013948668
3.7, 2.378468262796881e-7, 0.9939513496272764, -1.9970165356298624
3.8, 2.1172075538242895e-7, 0.9937893690933982, -1.9970187422493086
3.9, 1.8860478248243192e-7, 0.9936246030818291, -1.997020474800737
4.0, 1.6813008534396505e-7, 0.9934570340238252, -1.9970217816607974
4.1, 1.4997647183551982e-7, 0.9932866412379037, -1.997022706570245
4.2, 1.338654331440406e-7, 0.9931134011447206, -1.9970232891045554
4.3, 1.1955427284175042e-7, 0.9929372874375375, -1.9970235650915018
4.4, 1.0683113170940359e-7, 0.9927582712125719, -1.997023566982619
4.5, 9.551076104447351e-8, 0.992576321062027, -1.9970233241832422
