flowtime, wM2R1, wM2R2, wM2R3, wM2R4, wM2R5, wM2R6, wM2R7, wM2R8, wM2R9, wM2R10, wM2R11, wM2R12, wM2R13, wM2R14, wM2R15, wM2R16, wM2R17, wM2R18, wM2R19, wM2R20
0.0, 0.6564243109386166, 0.6356000484311413, 0.6513835757110855, 0.6791980068925297, 0.6592089685576812, 0.7392187819762331, 0.720520563348642, 0.7173040630289352, 0.7492369902030235, 0.7433153561651804, 0.6362175315013678, 0.5705910843139044, 0.6989710148453949, 0.7459950022563059, 0.5809089178415033, 0.7483875050283205, 0.7120191256490747, 0.5520001114078195, 0.6291773050750878, 0.7265800522524246
0.1, 0.7859618544912944, 0.7836796142469221, 0.7834128242919821, 0.7857231005665063, 0.785742200662867, 0.7883992373661625, 0.7868771161306374, 0.7878025713977908, 0.788436556119681, 0.7878052300416276, 0.7868440589986953, 0.7839817714100009, 0.7857319274666462, 0.7882121277249561, 0.7794507700322635, 0.7882743526200173, 0.7875040554035717, 0.7808269993272209, 0.7865787906959513, 0.788249579220095
0.2, 0.7968899175516563, 0.7953478948403817, 0.795006127520267, 0.7964888421519658, 0.7969213114310423, 0.798097324285966, 0.7970760048216664, 0.7978983308181025, 0.7979810222297585, 0.7974541130257659, 0.7976205602302542, 0.7969806823879328, 0.7963145905243205, 0.7978521156743504, 0.792427189546306, 0.7978697038115465, 0.7976940861133821, 0.7941815515930978, 0.7979234410226104, 0.7980840626552167
0.3, 0.8023722435103986, 0.8012523884027665, 0.8009769397810761, 0.802025970032173, 0.8024488376842785, 0.8031893369386572, 0.8024283729164893, 0.8030790987874186, 0.803079606789569, 0.802673519249631, 0.8029166446891459, 0.8027231892382362, 0.8018814720984117, 0.802990814137345, 0.7990941479254845, 0.802997181643075, 0.8029502158527638, 0.8006070994507226, 0.8032019607317497, 0.8031993677997986
0.4, 0.8058831817741497, 0.805057647826009, 0.8048388388238593, 0.8056163805567982, 0.8059593042654732, 0.8064941695218935, 0.8059223788753876, 0.806413376687594, 0.8064069700738172, 0.8061008630952796, 0.8062982622712476, 0.8062018777289357, 0.8055077321877555, 0.8063413837823633, 0.8034162166342675, 0.8063443532306611, 0.8063301823190656, 0.8046557822109689, 0.8064800379661387, 0.8065015156722339
0.5, 0.8083558455651491, 0.8077414346835934, 0.8075644240105014, 0.8081609383432625, 0.8084223344394788, 0.8088379501750236, 0.8084067288221921, 0.8087703992745939, 0.8087712175145998, 0.8085407913861387, 0.8086780248825757, 0.8085996820515026, 0.8080792443769431, 0.8087207224952686, 0.8064647219182809, 0.8087228357940432, 0.8087137340294979, 0.8074714956294519, 0.8087649709210426, 0.8088371566196509
0.6, 0.8101776377660473, 0.8097169070537502, 0.8095705035507174, 0.8100394491618605, 0.8102345574523953, 0.810571582660031, 0.8102439633185734, 0.810511602327908, 0.810521172012291, 0.8103468489465462, 0.8104305783535478, 0.810352145852341, 0.8099780886433582, 0.8104810455231962, 0.8087045203617265, 0.8104832587121459, 0.8104711339804325, 0.8095247680166118, 0.8104455215639589, 0.8105632656062449
0.7, 0.8115546352875499, 0.811207368469813, 0.8110834702849552, 0.8114589467925538, 0.8116038699441895, 0.8118848089918056, 0.8116335456146219, 0.8118299765310216, 0.8118470086976363, 0.8117142593540119, 0.811754921297491, 0.811673272054196, 0.8114134485934138, 0.8118142847436922, 0.8103904575612899, 0.8118169205803442, 0.8118000453008872, 0.8110637863949444, 0.8117183055302941, 0.811870848406048
0.8, 0.8126129950835067, 0.8123505376901138, 0.8122433747633799, 0.8125485989777613, 0.8126563392954753, 0.8128952855187322, 0.8127007142545719, 0.8128443792591497, 0.8128671441166421, 0.812765384696234, 0.8127727476912162, 0.8126885259193805, 0.8125156772227724, 0.8128398818127144, 0.8116806380571749, 0.8128429868821007, 0.8128216862575142, 0.8122385915199155, 0.8127002593150651, 0.8128774350327479
0.9, 0.8134363455288028, 0.813237903540769, 0.8131434216642971, 0.8133949144257206, 0.813475190360952, 0.8136817217124217, 0.8135296795633038, 0.813634026399633, 0.813660969849862, 0.8135824821203554, 0.8135646111206145, 0.8134792280141797, 0.813372000979182, 0.8136378558260459, 0.8126802366525386, 0.8136413638559419, 0.8136165284944031, 0.813147331258072, 0.8134677802639633, 0.8136613339845523
1.0, 0.8140829185082281, 0.8139331565398776, 0.8138485239119242, 0.8140583801735874, 0.8141183100494739, 0.8142992696126377, 0.8141794678803114, 0.8142543081633169, 0.8142841796470978, 0.8142232912468401, 0.8141865346769723, 0.8141013368767407, 0.8140434199616089, 0.8142642969653232, 0.8134623652399827, 0.814268105672575, 0.8142406764559724, 0.8138575125853353, 0.8140737387631011, 0.8142773275291159
1.1, 0.8145946265165959, 0.8144820832719109, 0.8144053167687353, 0.8145825638793543, 0.8146273632488155, 0.814787796514147, 0.8146926668491088, 0.8147452175035501, 0.814777054448888, 0.8147295562733241, 0.8146788118570814, 0.8145948769841145, 0.8145739041859577, 0.8147597442092489, 0.8140794167887918, 0.8147637497131254, 0.8147345525354839, 0.8144172010950057, 0.8145561283622291, 0.8147650002523973
1.2, 0.8150023521688684, 0.8149183694151497, 0.8148480661698785, 0.8149995390206013, 0.8150330563070304, 0.8151767658500862, 0.8151006687231976, 0.8151362929762684, 0.8151693694492737, 0.8151321083411398, 0.8150711235741378, 0.8149892448492879, 0.8149958520204597, 0.8151541457845467, 0.8145697820047567, 0.8151582563562837, 0.8151279646032877, 0.8148614861069425, 0.8149429647481876, 0.8151536109332617
1.3, 0.8153292447098128, 0.8152672256390336, 0.8152023770876035, 0.8153333099543509, 0.81535840796212, 0.81548830891709, 0.8154269924912843, 0.8154497163611155, 0.8154834904603999, 0.8154540840023468, 0.8153857180455771, 0.8153064429239144, 0.8153335309805609, 0.8154699868905473, 0.8149620703508216, 0.815474127033214, 0.8154432691645473, 0.8152164648906359, 0.8152552858139069, 0.8154651446875671
1.4, 0.8155928811355855, 0.8155477655810452, 0.8154876313504466, 0.8156020710188513, 0.8156208943977512, 0.815739253869987, 0.8156894801140513, 0.8157023529245648, 0.8157364226254404, 0.815713057572026, 0.8156394904954173, 0.8155631696110361, 0.8156053477888332, 0.8157243572308002, 0.8152778834959816, 0.8157284675115917, 0.8156974483155299, 0.8155018235581214, 0.8155091004393221, 0.8157163251205525
1.5, 0.8158067396175335, 0.8157746257022884, 0.8157186489840778, 0.8158197496682406, 0.8158339135694886, 0.8159425170978699, 0.8159017992638528, 0.8159071479761152, 0.8159412166534954, 0.8159225046932952, 0.8158453988578864, 0.8157722313626247, 0.8158254006447401, 0.8159303688238467, 0.8155337018869058, 0.8159344040496359, 0.8159035277377069, 0.8157325757034093, 0.8157167123781706, 0.8159199934164929
1.6, 0.8159812352550129, 0.8159591022123698, 0.8159068531487825, 0.8159970907463521, 0.8160078157213777, 0.816108085665737, 0.8160745007389835, 0.8160741118998474, 0.8161079621883175, 0.8160928353478324, 0.8160134581632573, 0.815943529741116, 0.8160045713032243, 0.81609815668435, 0.8157422039792945, 0.8161020836126937, 0.8160715746247941, 0.8159202706961126, 0.8158876506590714, 0.8160860822240931
1.7, 0.8161244658271708, 0.8161099681600469, 0.8160611058821875, 0.8161424359237759, 0.8161506458511532, 0.8162437271143919, 0.816215779591428, 0.8162110314042075, 0.8162445055837508, 0.8162321393903644, 0.8161514563403102, 0.8160847696892632, 0.8161513110613231, 0.81623560134336, 0.8159132096203655, 0.8162393964464466, 0.8162094168708689, 0.8160738545999678, 0.8160293404864455, 0.8162223195414088
1.8, 0.8162427589988329, 0.8162340718537219, 0.8161883188663674, 0.8162622944382367, 0.8162686886128412, 0.8163555116733461, 0.8163320331367301, 0.816323992651452, 0.8163569779471171, 0.816346734308099, 0.8162654795189136, 0.8162019782060943, 0.8162722168855587, 0.8163488600513944, 0.8160543671609514, 0.8163525075325774, 0.8163231711940878, 0.8162002960312887, 0.8161475966307927, 0.8163347468082257
1.9, 0.8163410799341461, 0.8163367818269607, 0.816293906564471, 0.8163617673247715, 0.8163668741656088, 0.816448202064536, 0.8164282761819602, 0.816417771703137, 0.8164501892334759, 0.8164415735219638, 0.8163603034653772, 0.8162998903033608, 0.8163724600105776, 0.8164427630290486, 0.8161716615671657, 0.8164462531459681, 0.816417636795819, 0.8163050486048651, 0.8162469918510897, 0.8164281058022838
2.0, 0.8164233386160109, 0.8164223217760187, 0.8163821265877257, 0.8164448666113299, 0.8164490840693296, 0.8165255478717678, 0.816508453760477, 0.8164961293710233, 0.8165279258012016, 0.8165205543215184, 0.8164396888390532, 0.8163822398659353, 0.816456108647393, 0.8165211125278742, 0.8162697949238334, 0.816524440213147, 0.8164965923293592, 0.8163923971901297, 0.8163311353168018, 0.8165061309288937
2.1, 0.8164926238120276, 0.8164940251898519, 0.8164563379592692, 0.8165147578795326, 0.816518384076716, 0.8165905099334441, 0.8165756789941471, 0.8165620359858894, 0.8165931771944132, 0.8165867523269801, 0.8165066060851325, 0.816451981074779, 0.8165263733558749, 0.8165869106854675, 0.8163524743672155, 0.8165900744315645, 0.8165630220990441, 0.8164657199827311, 0.8164028850254021, 0.8165717721072909
2.2, 0.8165513825981818, 0.8165545304909799, 0.8165191987106586, 0.8165739460822288, 0.8165772026843021, 0.8166454326915318, 0.8166324154536155, 0.8166178440466083, 0.8166483103018521, 0.8166426013943839, 0.8165634080791072, 0.8165114583408302, 0.8165857951085082, 0.816642534462922, 0.8164226318556422, 0.8166455354313249, 0.8166192896992013, 0.8165276886093572, 0.8164645110994493, 0.8166273660169064
2.3, 0.8166015589833363, 0.816605931563113, 0.8165728180882222, 0.8166244188261843, 0.816627468952748, 0.8166921773767429, 0.8166806178703988, 0.816665421647622, 0.8166952039251654, 0.8166900325256538, 0.8166119634978526, 0.816562537574616, 0.8166363903663834, 0.8166898707873852, 0.8164825931091483, 0.8166927121033684, 0.8166672721427001, 0.8165804220129491, 0.8165178220908218, 0.8166747684684333
2.4, 0.8166447015006225, 0.8166498944786575, 0.8166188744427743, 0.8166677574423944, 0.816670719436245, 0.816732225435499, 0.8167218412781859, 0.8167062561028452, 0.8167353532709309, 0.8167305816684949, 0.8166537603731415, 0.8166067081214236, 0.8166797635814719, 0.8167304214737079, 0.8165342082325363, 0.8167331076723469, 0.8167084639919701, 0.8166256054818465, 0.8165642631540734, 0.8167154572258165
2.5, 0.8166820470581215, 0.8166877484022786, 0.8166587069484845, 0.8167052234543645, 0.8167081814904735, 0.8167667591649068, 0.8167573260216335, 0.8167415347415781, 0.8167699514111327, 0.8167654737144686, 0.8166899868207114, 0.8166451622525008, 0.8167171948088492, 0.8167653850102172, 0.816578953193436, 0.8167679216043344, 0.8167440585286322, 0.8166645831515398, 0.8166049926582623, 0.8167506121895275
2.6, 0.8167145865058444, 0.8167205566280485, 0.8166933872195812, 0.8167378261259098, 0.8167408383960189, 0.81679672477787, 0.8167880641918769, 0.8167722081056698, 0.816799952991318, 0.8167956881649208, 0.8167215941812753, 0.8166788573666202, 0.8167497081688494, 0.8167957205156615, 0.8166180089644787, 0.8167981136613467, 0.8167750112304961, 0.8166984301654266, 0.816640942165984, 0.8167811781233392
2.7, 0.8167431160449207, 0.8167491722474918, 0.8167237753954859, 0.8167663753756361, 0.8167694804055815, 0.8168228818525154, 0.8168148516877706, 0.81679903950788, 0.8168261241829551, 0.8168220106008709, 0.8167493465355667, 0.8167085647985459, 0.8167781254927936, 0.8168221978836172, 0.8166523234415671, 0.8168244541234035, 0.8168020895421942, 0.8167280091422321, 0.8166728635146435, 0.8168079138499336
2.8, 0.8167682776256563, 0.8167742818735914, 0.8167505641684428, 0.816791523322005, 0.8167947448468225, 0.8168458421857525, 0.8168383291025536, 0.8168226439756621, 0.8168490819315001, 0.8168450731116175, 0.8167738596170618, 0.8167349082064146, 0.8168031084530772, 0.816845437179798, 0.816682660012778, 0.8168475632473126, 0.8168259119818674, 0.8167540144750873, 0.8167013658541188, 0.81683143091396
2.9, 0.8167905907513845, 0.8167964400484807, 0.8167743134143749, 0.8168137969624243, 0.816817147685186, 0.816866100372985, 0.8168590138922112, 0.8168435189059969, 0.816869324846108, 0.816865386105741, 0.816795631446527, 0.8167583938211634, 0.8168251917105451, 0.8168659396486264, 0.8167096357379972, 0.816867942321687, 0.8168469789220235, 0.8167770071573521, 0.8167269448366559, 0.8168522240188527
3.0, 0.8168104775553832, 0.8168160963629273, 0.8167954774778436, 0.8168336239182289, 0.8168371084038231, 0.8168840579097045, 0.8168773257222157, 0.8168620682297725, 0.816887257545281, 0.8168833633772526, 0.816815066484995, 0.8167794343224354, 0.8168448090342917, 0.8168841121507329, 0.8167337514159229, 0.816885998142494, 0.8168656968523348, 0.8167974422091467, 0.8167500056580259, 0.8168706950215323
3.1, 0.8168282826003497, 0.8168336168608058, 0.8168144266998791, 0.8168513527436257, 0.816854969641665, 0.8169000422101453, 0.8168936064645226, 0.8168786214832483, 0.8169032098676298, 0.8168993418810232, 0.8168324947007422, 0.8167983677110973, 0.8168623139107634, 0.8169002864464451, 0.8167554152990777, 0.8169020623262445, 0.8168823975282301, 0.8168156903092706, 0.8167708812702752, 0.8168871718712847
3.2, 0.8168442885299401, 0.816849300953373, 0.8168314644248257, 0.8168672689650164, 0.8168710127123995, 0.8169143216307998, 0.8169081359914961, 0.8168934488760606, 0.8169174520467727, 0.8169135973507604, 0.8168481866380675, 0.81681547224644, 0.8168779958234716, 0.8169147344284088, 0.8167749618242534, 0.816916406565708, 0.8168973530998519, 0.8168320548794957, 0.8167898467962607, 0.8169019235740415
3.3, 0.8168587284551657, 0.8168633948004048, 0.816846840451039, 0.8168816077617786, 0.8168854698817487, 0.8169271173495685, 0.8169211446627379, 0.8169067732081038, 0.8169302067096685, 0.8169263566454172, 0.8168623653387583, 0.8168309782832256, 0.8168920931262614, 0.8169276801659991, 0.8167926664245603, 0.816929254692162, 0.8169107880772634, 0.8168467855936272, 0.8168071309516906, 0.8169151720278819
3.4, 0.8168717957674785, 0.8168761019074814, 0.8168607616806661, 0.8168945640018858, 0.8168985340904454, 0.8169386127674214, 0.8169328232068223, 0.8169187793032366, 0.8169416583720841, 0.8169378075183696, 0.8168752157829127, 0.8168450776633716, 0.8169048032331875, 0.8169393094377041, 0.8168087572566677, 0.8169407922214723, 0.8169228888026289, 0.816860089071854, 0.8168229251067886, 0.8169271013926713
3.5, 0.8168836519215584, 0.8168875915276533, 0.8168734005608994, 0.8169063001921254, 0.816910366662439, 0.8169489609562558, 0.8169433305489151, 0.8169296214844786, 0.8169519609602274, 0.8169481063543433, 0.8168868923728796, 0.816857931176494, 0.816916290692243, 0.8169497772824461, 0.8168234244963926, 0.8169511739158539, 0.8169338109562283, 0.8168721373564743, 0.816837390484061, 0.8169378655148205
3.6, 0.8168944326148577, 0.8168980053297092, 0.8168849017821727, 0.8169169527829042, 0.8169211034226745, 0.8169582905648023, 0.8169528000174414, 0.8169394295032634, 0.8169612437746164, 0.8169573843026879, 0.8168975248721435, 0.8168696744940834, 0.8169266935891574, 0.8169592139874235, 0.8168368277156544, 0.8169605297795677, 0.8169436855104836, 0.816883074637077, 0.8168506638829712, 0.8169475938166626
3.7, 0.816904252700258, 0.8169074626969381, 0.8168953875995266, 0.8169266371737035, 0.8169308595582782, 0.8169667105068094, 0.8169613442707186, 0.8169483132476846, 0.8169696162237073, 0.816965752144432, 0.8169072231234248, 0.8168804228959725, 0.816936128632181, 0.8169677298412076, 0.8168491017440602, 0.8169689698178781, 0.8169526234581653, 0.8168930225932889, 0.8168628622394251, 0.8169563959731196
3.8, 0.8169132100966208, 0.8169160649430498, 0.8169049620656526, 0.8169354516919481, 0.8169397334864411, 0.8169743136870629, 0.8169690592122357, 0.8169563664857027, 0.8169771715855362, 0.8169733041588789, 0.8169160808016862, 0.8168902750406323, 0.8169446951945649, 0.8169754189112474, 0.8168603613327712, 0.816976587818834, 0.8169607195718485, 0.8169020846449717, 0.8168740862627959, 0.8169643656298661
3.9, 0.8169213889064586, 0.8169238986713744, 0.8169137144030584, 0.8169434807601798, 0.8169478099364399, 0.8169811799666902, 0.8169760271062956, 0.8169636698452751, 0.8169839900008733, 0.8169801211993689, 0.8169241784035852, 0.8168993159777213, 0.8169524785326981, 0.8169823620499695, 0.8168707048708809, 0.8169834643624664, 0.8169680553972517, 0.8169103493382339, 0.8168844233422774, 0.8169715833635568
4.0, 0.8169288619056019, 0.8169310384556974, 0.8169217216947949, 0.8169507974211692, 0.8169551624096528, 0.8169873785267789, 0.8169823190611636, 0.8169702931907006, 0.8169901408585444, 0.8169862731436627, 0.816931585632585, 0.816907619559719, 0.8169595523521408, 0.8169886292907856, 0.8168802173517549, 0.8169896692189302, 0.8169747016404625, 0.8169178930474733, 0.8168939498738713, 0.8169781190423188
4.1, 0.8169356925351808, 0.8169375489836502, 0.8169290510354433, 0.8169574653547208, 0.8169618551468762, 0.8169929697557361, 0.8169879970115965, 0.8169762975210378, 0.8169956846997228, 0.8169918208493163, 0.81693836330532, 0.816915250376559, 0.8169659808572509, 0.816994281761233, 0.816888972745203, 0.816995263263034, 0.8169807200752865, 0.8169247821356619, 0.8169027331277136, 0.8169840337115171
