flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15, wM3R16, wM3R17, wM3R18, wM3R19, wM3R20
0.0, -1.2337424220999849, -1.1250675627094016, -1.496662063164742, -1.1766498390143896, -1.510551533817536, -1.5033368369213482, -1.448328529907361, -1.5074025390530632, -1.4561507409202155, -1.2734260130710096, -1.5112545650356755, -1.1364616184402883, -1.5069995644361869, -1.468421622459922, -1.4458462764595525, -1.4927413738866935, -1.237118682282013, -1.3792171733808787, -1.3866808948526799, -1.4438647018068564
0.1, -1.5909562228248861, -1.5880996246398538, -1.6003021723665, -1.5904140113522598, -1.600735678000331, -1.60023984228386, -1.598269097408554, -1.6009008607188173, -1.6001668052099385, -1.59312151882001, -1.6008975377151289, -1.586050451512935, -1.600571705598031, -1.5998631490391821, -1.5989126562043876, -1.6002765972761808, -1.592090280476953, -1.597996944542975, -1.596834736973586, -1.5991417089519564
0.2, -1.613711206202379, -1.6126431603606985, -1.6178715533817132, -1.6138648434412277, -1.6180529469205875, -1.6178319682861848, -1.6169449499543762, -1.61818162396784, -1.617808686896868, -1.614719303247216, -1.6181247342997829, -1.6114617676466267, -1.6179506055481818, -1.617720059218636, -1.6172102387592662, -1.6178774414051467, -1.6143891697178316, -1.6168255284637036, -1.6163972415801462, -1.617435311787566
0.3, -1.6211931194752272, -1.6206649142130196, -1.6238418269981763, -1.6214362988025928, -1.623949325857693, -1.6238175242213126, -1.6232523192123447, -1.6240683560884188, -1.6237997641111366, -1.6218987360824542, -1.6239939877452785, -1.6197965132075096, -1.623868725419523, -1.6237693930019763, -1.623410654016964, -1.6238533790150618, -1.6217056336957394, -1.6231826885165126, -1.6229676284863046, -1.6236468622765194
0.4, -1.624390193109382, -1.6240905064264326, -1.6263298490012075, -1.624635854176398, -1.6264048400748021, -1.6263109907739233, -1.6258914385530523, -1.6265186850602276, -1.6263123441057357, -1.624955531103834, -1.626439182306384, -1.6234035719874125, -1.6263366979673117, -1.626298521721659, -1.6260158289802735, -1.6263431373616186, -1.624847921766171, -1.6258769942595337, -1.6257322175117583, -1.6262501496150872
0.5, -1.6260566716442382, -1.6258690983207988, -1.6275847880908607, -1.626283814168887, -1.627642122320584, -1.6275678895887682, -1.6272305551394133, -1.6277506039013714, -1.6275853400752296, -1.6265320754215395, -1.627671452028567, -1.625303527292006, -1.627582643011277, -1.6275779549708376, -1.6273421605192062, -1.6275980375184005, -1.6264859658748787, -1.627258353607663, -1.627142320918335, -1.6275660359693878
0.6, -1.6270956844839537, -1.6269665155459452, -1.6283536239073246, -1.6273007913602346, -1.6283999646032323, -1.6283376077008234, -1.6280538939883091, -1.628502392507545, -1.6283654303138115, -1.6275046763661953, -1.6284261918014298, -1.6264904188885354, -1.6283471226081099, -1.6283617651231113, -1.6281585447502702, -1.6283659466786273, -1.6275012906900046, -1.6281097151195698, -1.628008671709953, -1.6283684566800973
0.7, -1.62784437056353, -1.6277460592222968, -1.6289104750921335, -1.6280293292619508, -1.6289492675703994, -1.6288950602902528, -1.6286499463339075, -1.6290452329975385, -1.6289285763634178, -1.628201511720928, -1.6289731685354776, -1.6273400619216023, -1.6289017953684426, -1.6289277018428436, -1.6287488884735688, -1.6289214717663352, -1.6282265088566683, -1.6287227231535242, -1.628631567118955, -1.6289440106260369
0.8, -1.628439939521571, -1.6283576436598208, -1.629362416506338, -1.6286079349398441, -1.6293956473465774, -1.629347571002966, -1.6291321705093635, -1.6294850616767298, -1.6293835645554047, -1.628755555839336, -1.6294175916065485, -1.628008529522918, -1.6293526727953873, -1.6293849702839391, -1.62922541580247, -1.6293719584677624, -1.6287985288936169, -1.6292141207899107, -1.6291306801003966, -1.6294061402013098
0.9, -1.6289427612275504, -1.6288683498802954, -1.629753509312342, -1.6290968571698807, -1.629782431490893, -1.6297392662487082, -1.6295477967928202, -1.6298654287360048, -1.6297756800343162, -1.629224574990358, -1.6298026354368527, -1.628566379530965, -1.6297433164512565, -1.6297789493129715, -1.629635161388287, -1.6297616131491317, -1.6292782189061399, -1.6296336855433555, -1.6295568234732607, -1.6298023555834673
