flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15
0.0, -1.805763512194225, -1.817880106243749, -1.7411681717706124, -1.3276120465200587, -1.597333534322204, -1.561583257191824, -1.783164196106574, -1.6778318179835336, -1.825842033440533, -1.7469088365539585, -1.836787053294398, -1.821049521892319, -1.3590750982007611, -1.7684391252242861, -1.2803872577224624
0.1, -1.8511482961772054, -1.852948322407443, -1.8372133871803769, -1.7426834695878899, -1.807700191160936, -1.796682247710392, -1.8467919553856014, -1.8246015328909737, -1.8540964844595198, -1.839006988286531, -1.8561926755438938, -1.8535348350107672, -1.7466108713140676, -1.842969007479642, -1.7126295393583766
0.2, -1.8565558096255046, -1.8570854676869615, -1.8493723178896244, -1.8079561457199926, -1.8361364761429737, -1.8313743879299047, -1.8547099964422393, -1.8440885983754434, -1.8573892639298046, -1.8500808971179339, -1.8583755726263564, -1.8573435011081172, -1.8086068090958611, -1.8523193378807623, -1.793463766485317
0.3, -1.857801303797161, -1.8580062532215647, -1.8527101542314683, -1.8272743258317037, -1.8443756026002442, -1.8415443050380969, -1.8567525295269103, -1.8494665740116147, -1.8580558566962366, -1.85296733250028, -1.858720528887097, -1.8581637812892349, -1.8268516187284156, -1.8547981914956466, -1.8173172578401096
0.4, -1.8580602597591085, -1.8581416241852988, -1.8539564454268538, -1.8357477493950463, -1.847861533945008, -1.8458594278809815, -1.857404427454859, -1.8515846552824282, -1.858075994325103, -1.853988537735409, -1.8585907883165362, -1.8582467074275089, -1.8347083799572903, -1.855634468862837, -1.8276097892513554
0.5, -1.8579425262527505, -1.8579652327558334, -1.8544112212418498, -1.840242076478704, -1.8495890612597268, -1.8480135983116155, -1.8575261189573744, -1.8525143639854977, -1.8578361501007592, -1.8543109733520207, -1.8582616004207029, -1.8580350861661394, -1.8388066645578345, -1.8558458947455103, -1.8330429642436066
0.6, -1.8576338021609788, -1.857625043642263, -1.854472313596383, -1.842847351667461, -1.850468532669159, -1.849137577394403, -1.8573805287302172, -1.8528752397176202, -1.8574568324755187, -1.8542848287976272, -1.857821814740606, -1.8576680698956216, -1.8411449721597113, -1.8557461722814268, -1.836222599902373
0.7, -1.857209345415634, -1.8571826373484934, -1.8543021713422043, -1.844405355248342, -1.8508666257120272, -1.8496864174521093, -1.8570754940993799, -1.8529137096277875, -1.8569882551932941, -1.8540524938311382, -1.857309358032686, -1.8572035318803053, -1.8425131448524523, -1.8554636601565708, -1.8381743369210242
0.8, -1.8567057462951615, -1.856668654998202, -1.853980577663663, -1.8453210968232916, -1.8509604722618906, -1.8498786668706597, -1.8566641638221613, -1.8527476378089618, -1.8564555334740853, -1.853683914398837, -1.8567434746972518, -1.8566702150297123, -1.843285297077353, -1.855061120405591, -1.8393807633803756
0.9, -1.8561430914375712, -1.8561002296963358, -1.8535517589336528, -1.8458136514089214, -1.850846706687376, -1.8498324754793198, -1.8561760031165064, -1.852440756569732, -1.8558728396091586, -1.853217893492319, -1.8561351012689942, -1.8560841892208657, -1.8436621681179117, -1.8545730204716129, -1.8400981918746586
1.0, -1.8555333907460752, -1.8554877489180692, -1.8530423475398925, -1.8460115833505066, -1.8505827414004725, -1.849617239620889, -1.8556287073903428, -1.85203060369164, -1.8552488777038694, -1.8526778044010557, -1.8554909657860281, -1.8554552159384008, -1.8437614310068302, -1.8540198676352257, -1.8404751206996772
1.1, -1.8548842897858338, -1.8548378952370546, -1.8524693618977683, -1.8459950055668979, -1.8502048890129508, -1.8492762793530437, -1.855033537938874, -1.8515407189343178, -1.8545893380412568, -1.8520785776447193, -1.8548154566784276, -1.8547895940643901, -1.8436566748636452, -1.8534146005088439, -1.8406034197657426
1.2, -1.8542008918268256, -1.8541551670503205, -1.8518441708789934, -1.8458162020794022, -1.8497372391248896, -1.8488379266214843, -1.8543979856270134, -1.8509865912642067, -1.8538981213978734, -1.8514301779869096, -1.8541115669562687, -1.8540915762466121, -1.843396224216539, -1.8527657600065712, -1.840542926808016
1.3, -1.8534867287441796, -1.8534427015772632, -1.8511746348567926, -1.8455105782538068, -1.8491963828623335, -1.8483214067644653, -1.8537272103375073, -1.8503788092040385, -1.8531780009914023, -1.850739485207116, -1.8533814091554022, -1.853364133684005, -1.8430130442309507, -1.8520791912298964, -1.840334266008717
1.4, -1.8527443129392291, -1.8527027480585088, -1.8504663382934705, -1.845102845554425, -1.8485940956203128, -1.8477401621277236, -1.8530248670355118, -1.8497248395534283, -1.8524310037624425, -1.8500113779705225, -1.8526265133632773, -1.8526093962134953, -1.8425303183300108, -1.851359013284541, -1.8400059724114737
1.5, -1.8519754679542153, -1.851936953288243, -1.8497233358223995, -1.8446106917950353, -1.8479389414437617, -1.8471038273810543, -1.8522936028643164, -1.8490300838651632, -1.8516586416434424, -1.849249390113504, -1.8518480082147912, -1.8518289188291677, -1.8419647618914246, -1.8506081987719532, -1.8395786651565633
1.6, -1.8511815353388912, -1.851146540961788, -1.8489486224795653, -1.8440470496275383, -1.847237274188073, -1.8464194527340776, -1.8515353681600912, -1.848298532506293, -1.8508620580968524, -1.8484561241283428, -1.8510467353986237, -1.8510238500600955, -1.8413286782629281, -1.8498289338225655, -1.839067601836075
1.7, -1.8503635089871806, -1.850332428303819, -1.8481444401670315, -1.8434215474094298, -1.8464938849442971, -1.8456922877370152, -1.8507516176000594, -1.8475331839615907, -1.8500421245570673, -1.8476335203797585, -1.850223324757495, -1.8501950422536975, -1.840631281062863, -1.8490228493376475, -1.838484301603262
1.8, -1.8495221252462521, -1.849495304299795, -1.8473124831507166, -1.8427414646723614, -1.8457124336713722, -1.8449262982876509, -1.8499434441322764, -1.846736321849198, -1.8491995060797255, -1.8467830373686178, -1.8493782451845393, -1.8493431261294853, -1.8398795707539968, -1.8481911739101047, -1.8378376104427385
1.9, -1.8486579251214983, -1.8486356836828894, -1.8464540393121536, -1.8420123775041115, -1.8448957446762333, -1.8441245163143816, -1.8491116705139072, -1.8459097028485743, -1.8483347074093586, -1.845905775430916, -1.848511840180397, -1.8484685626285116, -1.8390789310480893, -1.8473348376452348, -1.8371344203533444
2.0, -1.8477712983439645, -1.847753945185511, -1.8455700893998166, -1.841238604293865, -1.8440460136504642, -1.8432892815688298, -1.8482569133931497, -1.8450546872567026, -1.8474481062128056, -1.8450025635089482, -1.847624353408615, -1.8475716799145838, -1.838233543984799, -1.8464545443688705, -1.8363801671187079
2.1, -1.8468625153317706, -1.84685035931822, -1.844661378168341, -1.840423519741308, -1.8431649557657357, -1.842422412156306, -1.8473796291799995, -1.8441723316704304, -1.8465399776651266, -1.8440740212556403, -1.8467159475561674, -1.8466527004124809, -1.837346684640922, -1.8455508229897137, -1.8355791825299737
