flowtime, w1, w2, w3
0.0, 0.0025020610893642407, 0.7452520727986593, -1.509004536904105
0.1, 0.0018139112148118396, 0.7435299398372109, -1.5109781786144885
0.2, 0.0013127066500325441, 0.7402931935578225, -1.5123431602349866
0.3, 0.0009490876426995606, 0.7354659554810472, -1.513150429378015
0.4, 0.0006859918328874249, 0.7289350365997329, -1.513443368542753
0.5, 0.0004959451408132096, 0.7205452305092668, -1.513258271424187
0.6, 0.0003587791963082143, 0.7100941896090804, -1.5126247397554948
0.7, 0.00025979630799734455, 0.6973265207173769, -1.5115659678461684
0.8, 0.000188342114617827, 0.6819260465467243, -1.5100988901142387
0.9, 0.00013672161998836457, 0.6635039882522095, -1.5082341699240334
1.0, 9.939039046878618e-5, 0.6415797558649785, -1.5059760072993584
1.1, 7.235886907617406e-5, 0.6155533899085175, -1.5033217395713345
1.2, 5.275781487569399e-5, 0.584685103511177, -1.5002612035373786
1.3, 3.8523454669328476e-5, 0.5481498878746085, -1.496775821096203
1.4, 2.8170459554555576e-5, 0.5053303871360785, -1.4928373637708947
1.5, 2.0628767034328803e-5, 0.45650976708992624, -1.4884063469923308
1.6, 1.5126517190094325e-5, 0.4036611015514618, -1.4834300058253445
1.7, 1.110614853205842e-5, 0.350309695809481, -1.4778398155658699
1.8, 8.164270150017179e-6, 0.30006196725690754, -1.4715485522893395
1.9, 6.008554056315739e-6, 0.25516169515229725, -1.4644469535494942
2.0, 4.426802851105996e-6, 0.21627602441935806, -1.4564001567958416
2.1, 3.2647271842609664e-6, 0.18309565998843028, -1.4472442851401657
2.2, 2.4099575255961505e-6, 0.15493748367882695, -1.4367838359282663
2.3, 1.7805228012276091e-6, 0.131072825344584, -1.4247909051545178
2.4, 1.316533720815254e-6, 0.11084846968511433, -1.4110076932087923
2.5, 9.741687865109527e-7, 0.09371017710021393, -1.3951540251361123
2.6, 7.213176427588009e-7, 0.07919301480773973, -1.3769414838523732
2.7, 5.344194077495673e-7, 0.06690526752322676, -1.3560948109695987
2.8, 3.9616419057449536e-7, 0.056514345652864846, -1.3323792370880985
2.9, 2.938192743974469e-7, 0.047736124464201675, -1.3056297017999179
3.0, 2.1800818409472894e-7, 0.04032710063725371, -1.2757757631991609
3.1, 1.618186881916387e-7, 0.03407846814536844, -1.2428561324980891
3.2, 1.2015012833706598e-7, 0.028811416856415563, -1.207020036310436
3.3, 8.923517524279925e-8, 0.024373209850085703, -1.168517527503263
3.4, 6.62889171800763e-8, 0.0206337856613156, -1.1276841803523823
3.5, 4.9251046941539216e-8, 0.017482751170039827, -1.0849249625350599
3.6, 3.659621810770829e-8, 0.014826697596446246, -1.040698207733741
3.7, 2.7194386933744857e-8, 0.012586805241099367, -0.9954966946944231
3.8, 2.0207855211146e-8, 0.010696716701493792, -0.9498219593793564
3.9, 1.5015293831351237e-8, 0.009100662751210612, -0.9041510828970453
4.0, 1.1155624524774677e-8, 0.007751825399715364, -0.8589005445627628
4.1, 8.286533613741164e-9, 0.006610921648616269, -0.8143957588609123
4.2, 6.153778140842159e-9, 0.005644990239992786, -0.7708546834972744
4.3, 4.568459973126977e-9, 0.004826362542687091, -0.7283893862562616
4.4, 3.3901879300574278e-9, 0.004131797706445051, -0.6870235539331649
4.5, 2.5145945582038304e-9, 0.00354176148842882, -0.6467198407300268
4.6, 1.864076008453304e-9, 0.0030398280092489138, -0.6074099820403839
4.7, 1.3809192067104934e-9, 0.0026121843916030933, -0.5690219871032502
4.8, 1.022198426759144e-9, 0.0022472198403607306, -0.5315009992070108
4.9, 7.559841004538459e-10, 0.0019351830460366552, -0.4948225141449315
5.0, 5.585253635745863e-10, 0.001667894470376072, -0.4589981749031792
5.1, 4.1215552502467865e-10, 0.0014385027281173452, -0.42407529957601464
5.2, 3.0373450326257837e-10, 0.0012412766546619199, -0.3901317485569385
5.3, 2.2349027143273858e-10, 0.001071426643939544, -0.3572678150847381
5.4, 1.64156912997903e-10, 0.000924950469353002, -0.3255966747640184
5.5, 1.2033323918776752e-10, 0.0007985001197073926, -0.2952346988965837
5.6, 8.800546806030644e-11, 0.0006892672259547006, -0.26629270236500213
5.7, 6.419196860181396e-11, 0.000594885413557937, -0.23886894734819494
