flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15, wM3R16, wM3R17, wM3R18, wM3R19, wM3R20
0.0, -1.5169424926661275, -1.845102327430375, -1.6898216090712894, -1.614549474674207, -1.487582481277167, -1.840571976673872, -1.382700956011497, -1.3281006291988178, -1.3494846699433465, -1.7746145656711316, -1.6307372199440258, -1.8210265118750297, -1.5835362060607634, -1.2809414920525835, -1.7855854366228774, -1.8568045546099787, -1.5905094894799843, -1.5728207270733028, -1.8101798943907266, -1.7098559045108022
0.1, -1.5770671389992426, -1.8496087384399447, -1.7229287605941748, -1.6571745093775658, -1.5470711289485726, -1.8458416206607906, -1.4570081877560412, -1.4031278524985533, -1.428833562095954, -1.7919222659701206, -1.6719464298754403, -1.829968965855057, -1.6266182576925867, -1.3563235750098384, -1.8014193147148743, -1.8589411555826048, -1.639120014751635, -1.6219326912909646, -1.8213463311710376, -1.7376173157047123
0.2, -1.6254873878565073, -1.853243577151787, -1.7489214415301908, -1.6917564646459955, -1.5964818236691805, -1.8500718549638473, -1.5184203515692123, -1.4668715225009428, -1.4944501885205805, -1.8055929669597925, -1.7049942131033753, -1.8370530404911993, -1.6627650854151172, -1.4217234818684323, -1.8138108571224552, -1.8607907126076726, -1.6781596284870888, -1.6621954098844336, -1.8301201582815434, -1.75988574378947
0.3, -1.6643944900913148, -1.8562256761618914, -1.7693952577066785, -1.7197093489907007, -1.6372325937302017, -1.8535214232250472, -1.5689761779518654, -1.5206109783036923, -1.548402332866349, -1.8164574585517426, -1.731520718287623, -1.842731443510948, -1.6928366655679847, -1.4776154921289377, -1.8235978738075185, -1.86241434475148, -1.7095049964113949, -1.6950133516137613, -1.8370861162498164, -1.7777637848948382
0.4, -1.695697476405417, -1.8587124633229828, -1.7856113242543732, -1.742288206626695, -1.67073149400335, -1.8563780084366581, -1.6105376125924509, -1.5656893701834247, -1.592674777693099, -1.8251593057563584, -1.7528798545113455, -1.8473393515381937, -1.7177428951895355, -1.5249303929982712, -1.8314071623688057, -1.8638568003850613, -1.7347227567162065, -1.7217025307118545, -1.8426791437956762, -1.7921634032241236
0.5, -1.720976042511408, -1.8608180834672, -1.7985466350268027, -1.7605553341878075, -1.6982583515334873, -1.8587785611999978, -1.6447260235104686, -1.6034056101286398, -1.6290291432863366, -1.832190908490537, -1.7701600468682863, -1.851125200894014, -1.7383415901131127, -1.56476991753091, -1.8377059564394482, -1.8651512855076249, -1.755085601628193, -1.7434174811338639, -1.8472224028903306, -1.8038185258594812
0.6, -1.741497764786932, -1.8626260476183292, -1.8089492923509238, -1.7753826126399868, -1.7209166164231533, -1.8608237568304133, -1.6729097591485058, -1.6349451244979232, -1.658957537878383, -1.8379267311771845, -1.7842219935154027, -1.8542737899170443, -1.755391110712091, -1.5982358625508306, -1.8428426092417978, -1.8663227971215013, -1.7716087767957198, -1.7611295446658588, -1.8509564195839818, -1.8133098254407054
0.7, -1.7582617191134067, -1.8641980646712488, -1.8173887263243502, -1.7874715377110806, -1.7396267426238032, -1.8625882391996207, -1.6962194693169295, -1.6613464600917343, -1.6836881367056176, -1.842651043982225, -1.7957398302195924, -1.8569233079870713, -1.7695363007905294, -1.6263412011965108, -1.8470775793104226, -1.8673904377983352, -1.785092861641564, -1.7756340858742277, -1.8540608895576505, -1.8210920973111888
0.8, -1.7720479183428903, -1.8655802229419427, -1.8242975167029554, -1.7973795066090346, -1.7551407610367387, -1.8641278760411095, -1.7155761947538797, -1.6834939783221812, -1.7042146630163784, -1.8465799048990061, -1.8052390619589218, -1.8591777674154093, -1.781312305984031, -1.6499732177937865, -1.8506065244632752, -1.8683690335157526, -1.7961650017199093, -1.7875711557677456, -1.8566707689725046, -1.827519648259593
0.9, -1.7834630044324267, -1.8668073343827192, -1.8300045721608036, -1.8055461815750804, -1.7680653906759203, -1.8654849071154689, -1.7317233168020725, -1.7021263525022667, -1.7213334540597856, -1.84987806715558, -1.813128758811624, -1.861116039126922, -1.7911565451390732, -1.6698864626156753, -1.8535773071191053, -1.869270272858382, -1.805315027830468, -1.7974503422998118, -1.8588880582812195, -1.8328679545569213
