flowtime, wM1R1, wM1R2, wM1R3, wM1R4, wM1R5, wM1R6, wM1R7, wM1R8, wM1R9, wM1R10, wM1R11, wM1R12, wM1R13, wM1R14, wM1R15
0.0, 0.0017073643483740888, 0.0017157503605352118, 0.0024324613598778783, 0.0018776582351332607, 0.0025598956711077774, 0.003081998571278289, 0.0019105495670376702, 0.0029952984754390366, 0.001856663976633331, 0.00714725837455485, 0.0022459530172081535, 0.0017400603931528643, 0.0033597518549298134, 0.001754924229581156, 0.006375542005295297
0.1, 0.0009962058169780204, 0.001027994569062401, 0.0015036632374048529, 0.0011111483219031172, 0.0015559044510402372, 0.0019790901970898997, 0.0011336459826256178, 0.0018731673551539902, 0.0010884499200033548, 0.0047221421311355125, 0.0013900634564529117, 0.0010365825672753921, 0.002140469787225422, 0.0010275435035543015, 0.0042646011088872055
0.2, 0.0005741185632058105, 0.0006086415761700365, 0.0009197315092789261, 0.0006502013908728259, 0.0009272519505743818, 0.0012510784785430802, 0.0006636641027847077, 0.001153493570580482, 0.0006285789409500785, 0.0030699038515754396, 0.0008486812458970452, 0.0006099039311905969, 0.001341808503711614, 0.000595493412977223, 0.002808750949418421
0.3, 0.0003274908622386596, 0.0003569026155307669, 0.0005579221377115285, 0.00037699621933746355, 0.0005428662662424763, 0.0007800531425585158, 0.0003841650267793036, 0.0007012375022591103, 0.0003583641648223889, 0.00196625388008408, 0.0005123090162445673, 0.0003554176443694416, 0.0008298366523165739, 0.0003422362947068986, 0.0018224318442467175
0.4, 0.00018521280627462714, 0.0002076766024724608, 0.00033632132952232544, 0.00021696226382900968, 0.00031272572493542096, 0.00048067627692298897, 0.00022029971343769407, 0.00042183491717521647, 0.0002020532577600725, 0.0012426061918472161, 0.0003064099612642077, 0.00020561286595415965, 0.0005075815494099824, 0.0001953466256536826, 0.001165846748765146
0.5, 0.00010398271912900124, 0.00012010365642538453, 0.00020180862199740664, 0.00012410425828778232, 0.00017748369252696273, 0.00029331550061992366, 0.00012535222258665615, 0.00025162488873985497, 0.00011281095957197697, 0.0007761414994014723, 0.00018190835931740202, 0.00011831002411266805, 0.00030777977482208285, 0.00011086878675342067, 0.0007361737676766667
0.6, 5.8001080271817726e-5, 6.911853855448907e-5, 0.0001207098548695524, 7.063201703956567e-5, 9.932283786525245e-5, 0.00017758110070839077, 7.086461958647031e-5, 0.00014910342558349654, 6.242241881347722e-5, 0.00048000748769817315, 0.00010736460165557921, 6.781184967320036e-5, 0.0001853970967162844, 6.261525774119745e-5, 0.00045951987827710954
0.7, 3.215830805831248e-5, 3.96199141877781e-5, 7.205522416257388e-5, 4.0027454884010445e-5, 5.4826293200060164e-5, 0.00010685512374562667, 3.984067380913145e-5, 8.790581736368061e-5, 3.4243348618843494e-5, 0.00029447958601439846, 6.308059356122586e-5, 3.8761749034385403e-5, 0.00011114442043408473, 3.520708476559918e-5, 0.00028402270751046784
0.8, 1.7724204584132402e-5, 2.2636678902011416e-5, 4.296482172518272e-5, 2.2597977127984737e-5, 2.9843941649196367e-5, 6.400326460885584e-5, 2.2290137477920688e-5, 5.163055810285754e-5, 1.8619565665060314e-5, 0.0001795310937990322, 3.6933527525855694e-5, 2.2115043473430423e-5, 6.64156678168314e-5, 1.9712945875352097e-5, 0.00017414761296031847
0.9, 9.707934067921343e-6, 1.2897216987059097e-5, 2.5609919499418214e-5, 1.2712962299221098e-5, 1.6001936254245208e-5, 3.8211544662350165e-5, 1.2415154721933994e-5, 3.0242582936037263e-5, 1.002704854349364e-5, 0.00010894921570810602, 2.1567955033346994e-5, 1.260163508373758e-5, 3.96109583132235e-5, 1.0990742657858672e-5, 0.00010611720659665374
