flowtime, whM1R1, whM1R2, whM1R3, whM1R4, whM1R5, whM1R6, whM1R7, whM1R8, whM1R9, whM1R10, whM1R11, whM1R12, whM1R13, whM1R14, whM1R15
0.0, 0.0027972964555750784, 0.0020344967661673945, 0.0024354222063989427, 0.0033053602214207166, 0.0023664056024217885, 0.0018893481195974698, 0.007250770275840419, 0.004185768706957879, 0.0029951628208118915, 0.002398524050951325, 0.0031711930339661564, 0.00211599243447433, 0.001982034881470857, 0.0019642762254117583, 0.002711273727021639
0.1, 0.0009342845813239991, 0.0008289900260359331, 0.0009027992520990333, 0.0009110085327927928, 0.0008895108713955012, 0.0007708048324472215, 0.0016754884359121574, 0.001332976071882993, 0.0009671810547744003, 0.0008240915759998358, 0.0008765035384656795, 0.0008794711361334492, 0.0008326262126213042, 0.0008196758226315465, 0.0009619835278585754
0.2, 0.0004829858345473701, 0.00043711021648195264, 0.00047478087222415196, 0.0004289783824144869, 0.00045689559105770714, 0.0004136975724623821, 0.0006881995423362693, 0.0006444848199004374, 0.0004889716177657426, 0.00045087067329770993, 0.0004145473229438236, 0.00046714361422161877, 0.0004435496449219641, 0.00043614680150136863, 0.00049185213601373
0.3, 0.00030203057248922866, 0.00027275001607043024, 0.0002985741814572515, 0.00026179932809742445, 0.0002870875941095504, 0.0002614066220055206, 0.000394233972635884, 0.0003867246011953951, 0.0003007794831548945, 0.0002905032962234576, 0.00025037121409034283, 0.00029233038074960187, 0.0002779856777201054, 0.00027348895797511705, 0.0003038731708065038
0.4, 0.00020758725334141633, 0.00018683075521390262, 0.00020620891024421338, 0.00018001200983556938, 0.0001993712849677636, 0.0001803160793459681, 0.00026446913862800716, 0.0002612952112996402, 0.00020550560471594025, 0.00020293931735503287, 0.00017074631022273855, 0.00020059634073321054, 0.00019057856654892207, 0.00018789268374918154, 0.00020783752666356304
0.5, 0.00014916262446623409, 0.00013389111702940743, 0.0001489818450624408, 0.00013053400269929288, 0.00014484906152978255, 0.00012970663495826402, 0.00019058345078630667, 0.00018715317373616574, 0.00014769988995310293, 0.0001473554703877989, 0.00012328389375138797, 0.0001439820415561863, 0.000136458763055367, 0.00013496243018071855, 0.0001492597072236781
0.6, 0.00010937494274765887, 9.795328249288582e-5, 0.00010990133092004093, 9.688640374370875e-5, 0.00010734236304393604, 9.510278430955415e-5, 0.00014170351243361631, 0.00013768155538701216, 0.00010862137306117249, 0.00010892997312538489, 9.132509830032801e-5, 0.0001055071178461305, 9.967376055294757e-5, 9.895456453880476e-5, 0.00010959092518259698
0.7, 8.09719194350123e-5, 7.235688233086318e-5, 8.188739888223543e-5, 7.268492202733572e-5, 8.027926895291316e-5, 7.036178244931579e-5, 0.00010684743909081696, 0.0001025508842886017, 8.07391051427682e-5, 8.122868722143137e-5, 6.845239009589098e-5, 7.807222310830266e-5, 7.348973407034563e-5, 7.326472844088051e-5, 8.129911615123752e-5
0.8, 6.024950705273502e-5, 5.371782591416373e-5, 6.134645455371855e-5, 5.483295159658217e-5, 6.0329849878662107e-5, 5.2305102710303026e-5, 8.113036417626089e-5, 7.686965458656196e-5, 6.034549167569915e-5, 6.0863567299546894e-5, 5.1618279505722284e-5, 5.806831608246347e-5, 5.444943978434577e-5, 5.4525956264955456e-5, 6.063530914101056e-5
0.9, 4.497282947902412e-5, 4.0002450229583596e-5, 4.611969534605917e-5, 4.1509617741442775e-5, 4.5476060446823595e-5, 3.899746516197104e-5, 6.18597866547424e-5, 5.7839885148574364e-5, 4.525490320702123e-5, 4.574796028284171e-5, 3.9067127334943314e-5, 4.332721674296503e-5, 4.0462977551941684e-5, 4.071208018565722e-5, 4.5373109226711586e-5
1.0, 3.3647933202116925e-5, 2.98544636038123e-5, 3.476502937397134e-5, 3.1505045079735244e-5, 3.435689162758553e-5, 2.913853219649241e-5, 4.730710764046148e-5, 4.364016813838239e-5, 3.402058199525506e-5, 3.446906833937388e-5, 2.96469549388902e-5, 3.2403048671271015e-5, 3.0133713621357144e-5, 3.0470889611588826e-5, 3.403414938742964e-5
1.1, 2.5222945585258016e-5, 2.2320318969774848e-5, 2.6265188007194784e-5, 2.3963722116284165e-5, 2.6004849828858564e-5, 2.181044931139825e-5, 3.6266321920926475e-5, 3.299972431961728e-5, 2.562586829223329e-5, 2.602363256940953e-5, 2.2548114122295325e-5, 2.427890506482777e-5, 2.2479840979322764e-5, 2.2851085173381516e-5, 2.5579145903649233e-5
1.2, 1.893893344979604e-5, 1.671285623668548e-5, 1.988381325166075e-5, 1.8262990926192137e-5, 1.9715266092176203e-5, 1.6350250372978495e-5, 2.7862230040650203e-5, 2.500218039641016e-5, 1.933600800067904e-5, 1.9682948094365324e-5, 1.7182885037333367e-5, 1.822143394599093e-5, 1.6794587571677e-5, 1.7166561521799427e-5, 1.925771396706208e-5
1.3, 1.424175712222703e-5, 1.253094901344393e-5, 1.5081113471426762e-5, 1.3943416029999457e-5, 1.496882953636578e-5, 1.2273687938419493e-5, 2.144792902734961e-5, 1.8976258617588756e-5, 1.4612811139448368e-5, 1.4911765788267574e-5, 1.3118115225995002e-5, 1.3695310738063165e-5, 1.2563277992813598e-5, 1.2916451553839526e-5, 1.4521075435177704e-5
