flowtime, whM2R1, whM2R2, whM2R3, whM2R4, whM2R5, whM2R6, whM2R7, whM2R8, whM2R9, whM2R10, whM2R11, whM2R12, whM2R13, whM2R14, whM2R15, whM2R16, whM2R17, whM2R18, whM2R19, whM2R20
0.0, 0.7294073092902127, 0.6254000467841607, 0.8504491478725371, 0.8342287129293062, 0.9457243558621031, 0.9459152348229697, 0.9457098894663342, 0.9137146350757618, 0.8597092973854324, 0.941168296871149, 0.7497941847372734, 0.940482826976583, 0.7345137717308203, 0.8873897514778946, 0.9441959097519524, 0.9375253990984153, 0.8233321323378284, 0.9427093957348969, 0.9436211132363876, 0.816027986101187
0.1, 0.9010886911078188, 0.8756154469611537, 0.9356119936543343, 0.9316484581294253, 0.9555742396772361, 0.9557078568756888, 0.9555485419421343, 0.9491470171548054, 0.9346115561742752, 0.9544131051681755, 0.9127167794562271, 0.9546228214206836, 0.898191411115488, 0.9421672684930732, 0.9552112230729832, 0.9543283170714337, 0.9281801186893012, 0.9547665953263419, 0.9554534571334441, 0.9301808461723723
0.2, 0.9332495199703934, 0.9286246551449673, 0.9522782417486797, 0.9505128186870626, 0.960279703109061, 0.9603745429337592, 0.9602567457378339, 0.9576578476258885, 0.950758391174643, 0.9597002722914286, 0.9421013485869002, 0.9599785505137095, 0.933800498222514, 0.9542488725813341, 0.9601608165121908, 0.9597083077134044, 0.9491612468540089, 0.9598773248470498, 0.9603548461071733, 0.9505353138257228
0.3, 0.9457133287207319, 0.9459383160731434, 0.9584506272297038, 0.9569633795644125, 0.962868391800409, 0.9629417088185036, 0.9628446696486225, 0.9614160076873833, 0.9571233006214392, 0.9625045259623716, 0.9523807577836058, 0.9627502918739382, 0.9470070494670322, 0.9591965555658734, 0.9628491959672925, 0.9624280840209191, 0.9567354940490381, 0.9626211338358829, 0.9629731032696999, 0.9578754021456396
0.4, 0.9523806095048616, 0.9536087012512687, 0.9615735222933945, 0.9600380708926775, 0.9644527026178724, 0.9645128072800103, 0.964426616961364, 0.9635253761544759, 0.9604307091092544, 0.9641990329422545, 0.9574099708208684, 0.9644035812604945, 0.9535375770557188, 0.9618288203424756, 0.9644866983595132, 0.9640546866764904, 0.9605444406712595, 0.9642852503712439, 0.9645564461740884, 0.9615534678720765
0.5, 0.9564744131859371, 0.9577108766528847, 0.9634203619000995, 0.961785942425645, 0.9654927926851471, 0.9655439448280747, 0.9654637668095628, 0.9648537645692635, 0.9624063411343936, 0.9653050108392545, 0.9603183175330107, 0.9654753347076318, 0.9573132621181769, 0.9634203398974817, 0.9655591534682109, 0.965112808171349, 0.962819606455912, 0.9653734007641371, 0.9655882292685785, 0.9637160350938652
0.6, 0.9591741538255205, 0.9601825546315401, 0.9646043820737825, 0.9628760749158751, 0.966199167822482, 0.9662437859871564, 0.966167069940661, 0.9657379987662915, 0.9636770868354706, 0.9660544195229714, 0.9621638976684597, 0.9661991328850785, 0.9597128478528255, 0.9644464223922783, 0.9662869961926245, 0.9658277074979721, 0.9643053671118469, 0.9661119286016046, 0.9662850591433688, 0.9651011394891467
0.7, 0.961029345863136, 0.9617848808597264, 0.9653906508605244, 0.9635843476482211, 0.9666789196429918, 0.9667185317878502, 0.9666438300006853, 0.966336061080052, 0.9645225240670123, 0.9665638591122458, 0.9633984392881182, 0.9666902580547695, 0.9613286784787722, 0.965123425338968, 0.9667819449724159, 0.9663114005142549, 0.9653176754732814, 0.96661485543705, 0.9667559673536139, 0.9660272361074154
0.8, 0.9623333525741297, 0.9628664398016543, 0.9659130487294766, 0.9640448753452255, 0.9669928848063106, 0.9670285501365057, 0.9669549924231284, 0.9667331079134626, 0.9650863152217269, 0.9668990831870667, 0.9642455106333259, 0.9670127136395984, 0.9624524284471704, 0.9655646377772228, 0.967107217257379, 0.9666268891840845, 0.9660152883503078, 0.9669464118834421, 0.9670623673462329, 0.9666538583958857
0.9, 0.9632572557342042, 0.9636075543673791, 0.9662478676088683, 0.9643317195129786, 0.9671794059563432, 0.9672119117410122, 0.9671389562989257, 0.966980490923483, 0.9654507814492967, 0.9671012633863494, 0.9648281260595306, 0.9672061225406497, 0.9632436062633108, 0.9658362258280582, 0.967302465429156, 0.966813661344169, 0.9664886792157859, 0.9671467528426562, 0.9672426648700778, 0.9670703638835679
