flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15, wM3R16, wM3R17, wM3R18, wM3R19, wM3R20
0.0, -1.3163591397686933, -1.2899380078283633, -1.4205212407534713, -1.4455793966659536, -1.4160375619098495, -1.3711893423205777, -1.5128370790135273, -1.4804447013616935, -1.4583594252967114, -1.2538413060138152, -1.1744060125403406, -1.4610069600862718, -1.2420294490547803, -1.4425030543317674, -1.5132330392157596, -1.4840541234028892, -1.352179590634037, -1.178248594149501, -1.387548213744687, -1.5108042353528626
0.1, -1.3239277343329943, -1.303588258407285, -1.4277540431888518, -1.4500359826215814, -1.4239267367674269, -1.3802581647701229, -1.5146181914734482, -1.4838187848617366, -1.4620777468582888, -1.2677014150560668, -1.1873652001188297, -1.4660261899398876, -1.2542800500723845, -1.4484831734995698, -1.5149564056096736, -1.4875116142056577, -1.3596562900917422, -1.1866592479679425, -1.39514913054496, -1.5126816592080907
0.2, -1.3276425610955123, -1.3129091205704364, -1.4327115038433942, -1.4529198374198398, -1.4294516465233464, -1.3864480042724283, -1.5158713646692756, -1.4860445914255622, -1.4641791122460808, -1.2765420905478044, -1.1950679406738536, -1.4694119811467456, -1.261442075682547, -1.4526272819447323, -1.516166341129257, -1.4899259404146115, -1.3636144494682247, -1.1890272130271957, -1.400049304746303, -1.5139960476640195
0.3, -1.3277371132939073, -1.3182523839193216, -1.4356567021555215, -1.4543715421690888, -1.432887301140814, -1.3900067156153308, -1.5166376372393382, -1.4872339597075692, -1.4647847755477625, -1.280788329749892, -1.1977137049964133, -1.4713358415668658, -1.2639643714821611, -1.455126331123586, -1.5169016753488904, -1.491405082257742, -1.364353404313312, -1.185750593034251, -1.4025165777478643, -1.5147925743016548
0.4, -1.324368949943712, -1.3198737681681096, -1.4367791899269724, -1.4544912757430113, -1.4344338268761918, -1.3911089324346235, -1.516954438841712, -1.4874681335588815, -1.4639703264450743, -1.2807577808404282, -1.1954713283770915, -1.471920128502164, -1.2621750266592078, -1.4561119815422792, -1.517198196702843, -1.4920296193305678, -1.362086986183683, -1.1771835131827695, -1.4027493602916177, -1.5151109524957311
0.5, -1.3176256346049569, -1.317936085827581, -1.4362047596416014, -1.4533418946102166, -1.4342260652861079, -1.3898592340598872, -1.5168554545097266, -1.4868015440051847, -1.461770106093824, -1.2766695542576372, -1.1884763156873424, -1.4712443286767776, -1.2562962568081715, -1.4556640507207865, -1.517088425350334, -1.491856655764728, -1.356953550029302, -1.1636506036309435, -1.4008830645775516, -1.5149855552991531
0.6, -1.307534693538726, -1.3125178626713723, -1.4340031560669722, -1.4509513187152057, -1.4323414361482363, -1.3862961030657122, -1.5163706517817814, -1.4852643861478436, -1.458180248460923, -1.268661735907157, -1.1768434522524152, -1.4693494711301402, -1.2464650649491893, -1.4538158714385876, -1.516601575834935, -1.490922550340172, -1.3490277688846855, -1.1454674515761434, -1.3969971366007106, -1.5144455699930168
0.7, -1.2940769277697093, -1.3036265482627685, -1.4301937894552859, -1.4473141722955636, -1.4288061035577775, -1.380396094241576, -1.515526399301276, -1.4828641401879257, -1.453160653641477, -1.2568141549176053, -1.1606906271893196, -1.4662409142522974, -1.2327572708664893, -1.450557944645013, -1.5157636345698213, -1.4892446279766403, -1.3383335627063535, -1.1229609190560383, -1.3911221253170722, -1.5135151332959922
0.8, -1.277202919515468, -1.2912164244053579, -1.4247497648904417, -1.4423928297856055, -1.4235997853991333, -1.3720783982410518, -1.5143456288815746, -1.4795861633655056, -1.4466362612557082, -1.241174179810187, -1.1401687317792273, -1.4618897771842443, -1.2152134087913855, -1.4458403753489317, -1.5145975017937456, -1.4868220132061567, -1.3248580292967693, -1.0964833810139372, -1.3832466827627345, -1.51221340711632
0.9, -1.256852663799415, -1.275211627583221, -1.41760071008726, -1.4361182159858572, -1.416659748621723, -1.3612106045329389, -1.512848009027276, -1.475393461718757, -1.438498071165085, -1.2217835157480157, -1.115490513312167, -1.456233320472556, -1.193865080021878, -1.4395746934428726, -1.5131231648672534, -1.4836356942196542, -1.3085663993571588, -1.066417327348398, -1.3733245862149224, -1.5105545625236971
