flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15, whM3R16, whM3R17, whM3R18, whM3R19, whM3R20
0.0, -1.8351147636596101, -1.9364147408588552, -1.49312042729466, -1.9212982170710646, -1.9124762512715838, -1.9890746684152862, -1.9830900041411017, -1.4947161741718928, -1.654860463015355, -1.98467058284612, -1.5154998558383417, -1.8688376526268629, -1.657692397045834, -1.5121505505987707, -1.8579639367412837, -1.58965384994142, -1.587199721226707, -1.9737812994105304, -1.9432528412373793, -1.9601706810343544
0.1, -1.8830703980650445, -1.9550983649744464, -1.629079269168942, -1.9458434238641091, -1.9404946015314894, -1.9900326880096595, -1.9861578273300935, -1.6168135230314065, -1.7522649505884673, -1.9871461813618592, -1.6494362410855277, -1.911523695550062, -1.7642406073658863, -1.625283880268043, -1.900917645868725, -1.703327143023522, -1.700617317545985, -1.9800358211974862, -1.959805673856668, -1.9712120288827477
0.2, -1.9141820820652833, -1.9666322030669363, -1.725831225720804, -1.960577952320209, -1.9572694431445856, -1.99074381794161, -1.9881185874174399, -1.7106649754422276, -1.8200197720482545, -1.98876255060008, -1.7451135941840674, -1.937546981070325, -1.8328477442738054, -1.7125491449081955, -1.9283550890153123, -1.7829962236754848, -1.7795292416244048, -1.9838732661631309, -1.9700153862856824, -1.977931205624304
0.3, -1.934559248567802, -1.9739711214747475, -1.7934983776376667, -1.9697570804054565, -1.9676440814119278, -1.9913001814589755, -1.9894442085600206, -1.7790586884500041, -1.8663638961437654, -1.989878377194574, -1.8110519651232202, -1.9537517157926683, -1.8770200961098713, -1.7775304580418483, -1.9461234644886745, -1.8377913756095083, -1.8339478762288846, -1.9863512639504275, -1.9764959340607196, -1.9821953306361364
0.4, -1.9481607157103384, -1.9788021975946757, -1.8406738043121775, -1.9757032159863515, -1.9742956848709805, -1.9917531049354076, -1.9903883330983594, -1.8277263513489348, -1.898073873027442, -1.9906892175841877, -1.8560235952089323, -1.9641381111923013, -1.9059112183339328, -1.8249651535468487, -1.9578829668386408, -1.8754220196350395, -1.871571099380202, -1.9880318973656574, -1.9807503863635048, -1.9850168262268049
0.5, -1.957455027353412, -1.9820953771189687, -1.8737819652685492, -1.9797055474669107, -1.9787178556396938, -1.9921327241077924, -1.9910924598424642, -1.8621960927070433, -1.919992494224606, -1.9913054839197506, -1.8868559278120935, -1.9710102401035368, -1.9252646910778997, -1.8593946567616844, -1.965869316325342, -1.901498280443641, -1.8978516891905852, -1.9892243999945516, -1.9836441550274515, -1.9869599329273158
0.6, -1.9639668605431675, -1.9844179978298018, -1.8973182671663014, -1.9824983779498808, -1.9817614932465557, -1.9924577162937487, -1.991638634110714, -1.8867828111991334, -1.9353827663204202, -1.9917918450901408, -1.9082963010657166, -1.975705084870416, -1.938585008328743, -1.8844870509204936, -1.9714431843861577, -1.9198428725083563, -1.9164866370057627, -1.990105276418058, -1.9856824326501432, -1.9883489103174818
0.7, -1.9686432284675732, -1.9861094973168827, -1.914325932437294, -1.9845126036707041, -1.983924387798246, -1.9927402904060012, -1.9920763069954277, -1.904561683542606, -1.946391161311721, -1.9921876282046043, -1.9234882847692003, -1.979012677566061, -1.9480065855188384, -1.9029573694881095, -1.975439924562434, -1.9329862799898276, -1.929933965098341, -1.990779085646456, -1.9871663163625872, -1.9893760616003031
0.8, -1.972080429089676, -1.9873781565318787, -1.9268375639819129, -1.986009031268395, -1.9855062673535364, -1.9929888359241397, -1.9924364384607027, -1.9176358608756556, -1.9544212595229102, -1.9925176688224455, -1.9344770424551412, -1.9814107956209956, -1.9548451878211708, -1.9167316045375384, -1.9783805181999514, -1.9425879987873207, -1.9398197932931658, -1.9913100577009917, -1.9882797143792883, -1.990159023980395
0.9, -1.9746606917986533, -1.9883551787575817, -1.9362090536188914, -1.987150404342065, -1.9866929457159548, -1.9932093816087229, -1.9927391354397785, -1.9274215360921765, -1.960394661146861, -1.9927982444980572, -1.9425919157553002, -1.9831957261801199, -1.9599275813169519, -1.9271516881881694, -1.9805962852319965, -1.9497385482974472, -1.9472237904212766, -1.9917390430513346, -1.9891379452815696, -1.990771947231469
