flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15, wM3R16, wM3R17, wM3R18, wM3R19, wM3R20
0.0, -1.1483213976606348, -1.0609265954005853, -1.5022267388902018, -1.2519671710601625, -1.4475620578944228, -1.4502679440904116, -1.4006303894870407, -1.2032009250148081, -1.3122443132645458, -1.3416799036743814, -1.090527397424977, -1.0066530906976066, -1.5114924429138237, -1.1237515875842392, -1.3979936096146564, -1.4627459747025253, -1.1675340256066207, -1.2933330258841276, -1.4987093985571984, -1.5086812492790918
0.1, -1.4443487105147377, -1.4261145085232827, -1.5381196315684715, -1.4745064943136965, -1.5281585064949423, -1.5225586924921963, -1.5138531072040498, -1.459911198033575, -1.4906910341096191, -1.5030305527677161, -1.4179899676495735, -1.391525427801677, -1.5391821589318433, -1.4485627384860509, -1.512732606170333, -1.5281456153819275, -1.4549294855746828, -1.4892671194538754, -1.5360362163528305, -1.5389263098282717
0.2, -1.5121582179420425, -1.5036715025418255, -1.5546158529315803, -1.5233696287310001, -1.5505514708265618, -1.5456956447056753, -1.5431431216800622, -1.515260352162075, -1.5318266285924083, -1.539502352360446, -1.496888043086973, -1.482173437960417, -1.5546801297588217, -1.5165965850831569, -1.542459027515714, -1.5497559063955963, -1.5173157137043258, -1.5319644635605782, -1.5530623522947467, -1.5547648305455073
0.3, -1.5396461409682738, -1.5336827401914446, -1.5651559682362122, -1.5444210838084493, -1.5627315263985124, -1.5587508945635002, -1.5580127443691363, -1.5390323750667214, -1.5504470815195102, -1.5563136344352406, -1.528587055313216, -1.5173724543541272, -1.5650169400100153, -1.5429021949335977, -1.5574308659871172, -1.562072374948995, -1.5425345833463777, -1.5511385956157167, -1.5639144207985147, -1.565173436593621
0.4, -1.5552465660944605, -1.5504851542385578, -1.572885085343197, -1.5572911200105661, -1.5711820291017293, -1.5678292706962664, -1.5678517868793402, -1.5533650352334762, -1.5620553725925583, -1.5669128342028216, -1.5463594343559228, -1.5369829023953516, -1.5727090726760444, -1.5577268895561343, -1.5673089348696227, -1.5706777601053508, -1.5569274806848543, -1.5630013365304798, -1.5718607254672874, -1.5728717871227238
0.5, -1.5657503834469877, -1.5617901333551072, -1.5789826386356902, -1.5664893958020882, -1.5776889558430727, -1.5747867402114897, -1.5751853399536102, -1.5634303823304134, -1.570443688103168, -1.5746018821014094, -1.558245521012126, -1.5501280082627402, -1.5788156523035908, -1.5677174395809463, -1.574672386276572, -1.5772945650575805, -1.566675458796377, -1.5715026891983648, -1.578119960402395, -1.5789643880212123
0.6, -1.5735072921885225, -1.5701638984062494, -1.58398256971241, -1.5735901051652856, -1.5829565040552769, -1.5803917749554455, -1.5809880087422075, -1.5710786744493181, -1.5769650201639738, -1.5805852366068098, -1.566995890834476, -1.5598587499406193, -1.5838375124533364, -1.5750931436917046, -1.5805073656663229, -1.5826377251583768, -1.5739195963433572, -1.578070263580748, -1.5832436527349654, -1.5839664037166283
0.7, -1.5795476228073186, -1.5767117435656384, -1.5881654559030147, -1.5793040708845938, -1.5873300061892626, -1.5850277009077718, -1.585728106049341, -1.5771567433411087, -1.5822334332517765, -1.5854185602809276, -1.5738026995963639, -1.5674787936010333, -1.5880442213849029, -1.5808266050196884, -1.5852827705900454, -1.587064068056047, -1.5795978606716161, -1.5833556929312143, -1.5875222532696593, -1.5881525929718112
0.8, -1.584402561311336, -1.5820006090484986, -1.591700864388243, -1.5840124701239602, -1.5910091996390943, -1.5889162459619468, -1.5896692041509248, -1.5821183063646136, -1.5865805375949475, -1.5894043151771933, -1.579274880185594, -1.5736458958707955, -1.5916014534490361, -1.5854244630617949, -1.5892601687380914, -1.5907804473393519, -1.5841914693481574, -1.5877091075600822, -1.591131801700677, -1.591690559084494
0.9, -1.588381034250537, -1.586360236685221, -1.5947040650921132, -1.587947163027569, -1.5941254316234643, -1.5922021950753744, -1.5929787349306437, -1.5862360042502213, -1.5902106989807878, -1.5927294501491764, -1.583764078116099, -1.5787368264788573, -1.5946232308508437, -1.58918392642583, -1.5926049559958135, -1.5939224890850776, -1.5879789303400451, -1.5913437404014206, -1.5941922322297384, -1.5946949689548175
1.0, -1.5916803159946609, -1.590001267959741, -1.5972603462228498, -1.591263123913927, -1.596773397177552, -1.594989056363184, -1.5957730727681452, -1.5896887567883184, -1.5932628008428362, -1.5955211591388616, -1.5874937439123735, -1.5829904952246332, -1.5971946511908843, -1.5922954390106305, -1.5954320944302682, -1.5965876378740906, -1.5911377165861464, -1.594402544842283, -1.5967923704985176, -1.5972510351582778
1.1, -1.5944358441839857, -1.5930681098122512, -1.5994363279492192, -1.594071324355904, -1.5990256170168984, -1.5973555171888636, -1.5981384011918622, -1.592602162472345, -1.59583795188577, -1.5978721352592689, -1.5906167947230623, -1.586570932915163, -1.599382567681125, -1.594889592209922, -1.5978269962561207, -1.5988503315890292, -1.5937897895261786, -1.596988341692158, -1.5990015882820736, -1.599425507998196
1.2, -1.5967458600975868, -1.5956651566787194, -1.6012857755068692, -1.5964552268563548, -1.6009397646287755, -1.5993637906847311, -1.600141355575966, -1.5950689540356908, -1.5980132849070923, -1.5998531851644524, -1.5932439068898248, -1.589597653387472, -1.6012411303181158, -1.597060729666262, -1.5998560089949527, -1.6007696693518667, -1.596023896578036, -1.5991788255816015, -1.6008758168822912, -1.6012723525119301
1.3, -1.5986846072119296, -1.5978709458622462, -1.6028529380043612, -1.5984798218963554, -1.6025627933118831, -1.6010642975167497, -1.6018349742795335, -1.5971602024104021, -1.5998495273297557, -1.6015201422290544, -1.5954585709992053, -1.5921615493140155, -1.6028150038951419, -1.598879780267524, -1.6015721976427935, -1.6023937078510653, -1.5979074013671855, -1.601034732075755, -1.6024610200669926, -1.6028360273361961
1.4, -1.6003099218247296, -1.5997463704750177, -1.6041746835417323, -1.6001969880442322, -1.6039335094413956, -1.602498562696666, -1.6032623223224136, -1.5989319023436344, -1.601395538136195, -1.6029179990578737, -1.597325714229703, -1.5943338916884688, -1.6041414501911841, -1.6004017147834178, -1.6030188353960633, -1.6037621254844525, -1.599493041539204, -1.602604671118032, -1.603795426984451, -1.6041535940358573
1.5, -1.6016678874469898, -1.6013397484504224, -1.6052819896143773, -1.6016488985887847, -1.6050843199080562, -1.6037011656222722, -1.6044588672960542, -1.6004290945199813, -1.6026912414651775, -1.6040835741746058, -1.5988969783058573, -1.5961718094516086, -1.605251797344869, -1.6016701403863407, -1.6042316878208798, -1.6049080246295342, -1.6008230581347054, -1.6039282092895768, -1.6049110972048375, -1.6052561978413413
1.6, -1.602795855614825, -1.6026901199264059, -1.6062010500662915, -1.6028703151316825, -1.60604249703731, -1.604701140043683, -1.60545413318188, -1.6016885899248856, -1.603769643149015, -1.6050473439704054, -1.6002141446706526, -1.597721847390209, -1.606172541042302, -1.6027202816441752, -1.605240608448579, -1.6058592338415578, -1.6019318731365582, -1.6050379612330399, -1.6058350858828014, -1.606170172647665
1.7, -1.6037245046286341, -1.603829488918943, -1.6069541307195938, -1.6038902049736357, -1.606831135386769, -1.6055230254232047, -1.6062729052517157, -1.6027408544130326, -1.6046582830691463, -1.6058347632284307, -1.6013114698421393, -1.5990224036658456, -1.6069262015555048, -1.603581002998405, -1.6060707093541784, -1.6066392923888304, -1.6028479150983042, -1.6059610793931876, -1.6065903452095611, -1.6069178982557466
1.8, -1.6044793008300864, -1.6047844041344614, -1.6075602471272925, -1.6047329237398977, -1.607469896725984, -1.6061876805749395, -1.6069361378138862, -1.6036113618389893, -1.6053803178112513, -1.6064672513833478, -1.6022173433186042, -1.6001054729047706, -1.6075320060231404, -1.6042762338756393, -1.6067432504043817, -1.6072682169974946, -1.6035949162119523, -1.6067203546108195, -1.6071964383705024, -1.6075184812034113
1.9, -1.605081570497146, -1.6055771079402146, -1.6080357095259576, -1.605419104708651, -1.6079756011530402, -1.606712925950751, -1.6074616548850946, -1.6043215951545504, -1.6059553482687774, -1.6069629483229546, -1.6029555031107232, -1.600997934851587, -1.6080064389988855, -1.6048260050089662, -1.6072763313586476, -1.6077631104846202, -1.6041928647437367, -1.6073350514187632, -1.6076701131421416, -1.6079883032016236
2.0, -1.6055493069447342, -1.6062263925143876, -1.608394565208358, -1.6059663422977954, -1.6083627020946363, -1.6071140575070606, -1.6078647006762297, -1.6048898050028322, -1.6064000641033813, -1.60733730453141, -1.6035459499044658, -1.60172253170592, -1.6083636904687235, -1.6052472218005456, -1.6076854397094151, -1.6081386509849458, -1.604658722947731, -1.607821554766237, -1.608025766938439, -1.6083414668782068
2.1, -1.6058977909127252, -1.6067482510851454, -1.6086489599975813, -1.606389726422701, -1.6086436714218078, -1.6074042617754447, -1.6081583778335289, -1.6053315956962697, -1.606728752658484, -1.6076035483504567, -1.6040056485215723, -1.6022986240942738, -1.608616022541768, -1.6055542537983947, -1.607983889611224, -1.6084074886338686, -1.6050069795692405, -1.608193878359116, -1.6082758262375159, -1.6085901602808732
2.2, -1.6061400752913306, -1.6071563818995511, -1.6088094351143611, -1.606702266044861, -1.60882931381434, -1.607594953588089, -1.6083539999110024, -1.6056603849640454, -1.6069537052592262, -1.60777305994355, -1.604349074855625, -1.6027427849123075, -1.6087740709159544, -1.6057593918795916, -1.608183176757039, -1.6085805693135593, -1.6052500822015476, -1.6084640689744598, -1.6084310576679648, -1.6087449563528717
2.3, -1.6062873688512143, -1.6074625839400938, -1.6088851720415411, -1.6069152287124178, -1.6089290248062178, -1.6076960525296558, -1.6084613772220735, -1.605887769331981, -1.6070855445012175, -1.6078556731936664, -1.604588647900291, -1.603069271625946, -1.6088470936801256, -1.605873207962495, -1.6082932673750951, -1.608667400278941, -1.6053987802617442, -1.6086425311444061, -1.6085008241399796, -1.6088150599835305
2.4, -1.6063493433083054, -1.6076770715417397, -1.6088841953086994, -1.6070384153757207, -1.6089510036476542, -1.607716210436442, -1.6084890503019909, -1.6060238176733892, -1.6071334899074163, -1.607859921208402, -1.6047350747121278, -1.603290405772853, -1.6088431774073828, -1.605904841466566, -1.6083228350145793, -1.6086762691197323, -1.6054624001710909, -1.6087382900287646, -1.6084932965625058, -1.60880851259119
