flowtime, wM2R1, wM2R2, wM2R3, wM2R4, wM2R5, wM2R6, wM2R7, wM2R8, wM2R9, wM2R10, wM2R11, wM2R12, wM2R13, wM2R14, wM2R15
0.0, 0.4018958129226611, 0.4076865365175137, 0.30320750825163156, 0.3171195649118541, 0.4575591103382246, 0.4210350598292894, 0.32591014832112314, 0.4745422069389443, 0.45971756583776946, 0.3865113218562887, 0.3334145304175268, 0.46670013018510476, 0.4220864537807675, 0.40839206955330865, 0.47489690248788946
0.1, 0.3744353828275224, 0.3832897412512318, 0.26739591515427136, 0.2856692298635263, 0.43515837338213137, 0.39963690839823307, 0.29499596175947196, 0.45522483022615523, 0.43745823597922256, 0.3648111933161003, 0.3055714175316381, 0.44609621282493955, 0.39682108811707095, 0.3846571647098752, 0.4558358107956837
0.2, 0.33950890217767293, 0.3494556904897181, 0.228308737998197, 0.24804234279265633, 0.40548096158299807, 0.372375102095939, 0.25638897846801867, 0.43079885445078775, 0.40809193103858643, 0.33633399561539595, 0.27160067883355216, 0.4192881757898864, 0.3646647214420677, 0.35447549135807654, 0.43171130562041243
0.3, 0.2975899041838353, 0.3057545168777554, 0.1900694430306569, 0.20787600319828503, 0.3676273274586788, 0.33924110905037813, 0.2132645092108458, 0.40129720720547424, 0.3705380643033611, 0.30158728977788757, 0.23257981601419922, 0.3856344378768107, 0.325887123583041, 0.3181766067430912, 0.4025683346765574
0.4, 0.25050206976547024, 0.255535512013733, 0.15547315106926868, 0.1691204765317499, 0.32161798262630853, 0.3004949089724234, 0.1704515481614261, 0.366997938816951, 0.3243387039177106, 0.26214224951333503, 0.19121067520137938, 0.3446901438029664, 0.2817426612940703, 0.2769918275601469, 0.36870703976028074
0.5, 0.20171003366555426, 0.20546028150059265, 0.1256888822308975, 0.13466800811026491, 0.2698992900405335, 0.25702014735168516, 0.13221693776299287, 0.3284179341809242, 0.2713570111337945, 0.22064517800008804, 0.15173584833848924, 0.29690578281857327, 0.23485206518398138, 0.2331804810449299, 0.3306720545184482
0.6, 0.15564998894799992, 0.16121667722692598, 0.10084599784322006, 0.10583132913884735, 0.21775140095916132, 0.21101636781287098, 0.10072954045426534, 0.28635354098257926, 0.21677562856871233, 0.18024268142391228, 0.117806795513997, 0.24491657849476664, 0.1889804601345564, 0.18975131560261063, 0.2892660871291356
0.7, 0.1160473882911079, 0.12501768374237382, 0.08056912913640812, 0.0826412189419111, 0.17074380674222187, 0.16624255336772864, 0.07616502755344301, 0.24206714918663366, 0.1667750909913885, 0.14363872376110623, 0.09071044542732956, 0.19385467298005335, 0.14779721958643702, 0.1497321381852882, 0.24567323768549384
0.8, 0.08461067002143967, 0.09654775178341438, 0.06427147758420325, 0.06442999316413618, 0.131825378317277, 0.12667851305798591, 0.057592700047204744, 0.19754846889721195, 0.12515945621535943, 0.11240565615390609, 0.0698487293293461, 0.1489411764156559, 0.1134718059871067, 0.11528934180045698, 0.20165680586582954
0.9, 0.061099976299142614, 0.07453947154404099, 0.0513076575236429, 0.050303038777437456, 0.10116861292348506, 0.09457719149329598, 0.043756199790579625, 0.15545326183550132, 0.09266675024099028, 0.08691936432088182, 0.053976964218210105, 0.11272788891459408, 0.08634211450563545, 0.08727075792373903, 0.15956373212099084
1.0, 0.04418986238439894, 0.05762852527990268, 0.041058814358543035, 0.03939730632324548, 0.07758187681407672, 0.07002156432364147, 0.03348771244518919, 0.11837606379060543, 0.06822298080366858, 0.06673705600627178, 0.04190336578093917, 0.08500730944399018, 0.06556527613183841, 0.06541709785204715, 0.12185001837548713
1.1, 0.032271001319990195, 0.04464519334886051, 0.03297672319661728, 0.030981423972755825, 0.05959632398435279, 0.05184856253275231, 0.025845893271944063, 0.08788420612497622, 0.05018310073445396, 0.05104574104701988, 0.032680929519938076, 0.06427998409306473, 0.04989371326473, 0.048873492063394385, 0.09029093058803205
