flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15
0.0, -1.6130760534532156, -1.3647504979011829, -1.4824013256816295, -1.1715840899400058, -1.517845897039852, -1.4441089472213766, -1.386285964832496, -1.4285328925564664, -1.1676913919487588, -1.1876093460710826, -1.3645627597749097, -1.1763624851213061, -1.5538159173599928, -1.5542642501893857, -1.5228615937082985
0.1, -1.596247730535983, -1.3107279276497175, -1.4428123546037757, -1.0977258630359372, -1.4827155322471102, -1.3945760441310173, -1.3367069854383677, -1.3789187523782083, -1.0898314287432864, -1.1146879597585586, -1.313195919120996, -1.1179727981349916, -1.5237027907444225, -1.5288271855154743, -1.4898027127277071
0.2, -1.576374056400858, -1.2431961991099687, -1.3912814348184996, -1.0072184026281408, -1.4367092630626628, -1.3289558962124948, -1.2728060599803952, -1.3110445880722292, -0.9950834574241426, -1.0243450711006044, -1.2477981771897209, -1.0443616453432156, -1.4852294280895502, -1.4964624178192132, -1.4470076780937597
0.3, -1.5527088705027388, -1.1608300018823152, -1.325237126398713, -0.9006282833711239, -1.3769694922578206, -1.2437337468027594, -1.1923510676508822, -1.2209478766724113, -0.8861303751635347, -0.9175857750140494, -1.1661891253971488, -0.9549813245360712, -1.4354058717025466, -1.4549332042304646, -1.391434470902319
0.4, -1.5244301368280453, -1.0637006638534048, -1.2426782171779622, -0.7810954960593544, -1.3009710045754892, -1.1372154272767714, -1.0941040399589788, -1.1073379888427952, -0.7684647533927955, -0.7977749351422546, -1.0674842230467516, -0.8512899716880309, -1.3705554225185377, -1.401511284258407, -1.3200044136691949
0.5, -1.4906650652935263, -0.9539287430542147, -1.1429388509571106, -0.6545243681739215, -1.2074422219240295, -1.0113139909835704, -0.9789275278012354, -0.9737587017393133, -0.6488007429289457, -0.670473334243732, -0.9532062882065063, -0.7372292010040599, -1.2870035566254627, -1.3332677300519238, -1.230773156187023
0.6, -1.4505322214220868, -0.8357161199490775, -1.0273057885237737, -0.5284299342988029, -1.0971267119231354, -0.871916992854341, -0.850650042611774, -0.8285733120859451, -0.5329935828622342, -0.5424957173308064, -0.8278552125331007, -0.6186287904927434, -1.1826117117503223, -1.247797432656763, -1.124212819269986
0.7, -1.4032076608757722, -0.7145712614610846, -0.8993183982847825, -0.4099025926122329, -0.9729639972820681, -0.727249603277617, -0.7158426335994592, -0.6822848821511948, -0.4250264716386742, -0.4205448138553394, -0.6981726338701063, -0.5018905969860044, -1.0586348790421551, -1.1443590027672477, -1.003586158058722
0.8, -1.3480209252435558, -0.5960569089728127, -0.7644988909336163, -0.3039677338887851, -0.839782417384641, -0.5855645048459671, -0.5822622971080895, -0.5441366423430571, -0.32726271152666, -0.3099754983973141, -0.5713253006315452, -0.3928957359455228, -0.9204390812694411, -1.0249619803550567, -0.874233289860729
0.9, -1.2845797851838, -0.4847319932267359, -0.6293073896062942, -0.21310539606078485, -0.7037646216476026, -0.45358228211892127, -0.4568492004507447, -0.420112316199976, -0.2410429790759999, -0.21413894016953397, -0.45320607095289256, -0.2962497399483633, -0.7761238530292538, -0.8946068100899848, -0.7424476237212375
1.0, -1.2129079709960664, -0.38371788229472653, -0.4998166285947438, -0.13769294049423048, -0.571654341141617, -0.3358889777004909, -0.3444225916528413, -0.3128560117103786, -0.16701066692246486, -0.13439060380546108, -0.3476491889786777, -0.2145621925640147, -0.633968495118441, -0.7602507818779527, -0.6142835771245596
1.1, -1.1335612223831688, -0.2947731690209356, -0.3808569695715816, -0.07677480193338279, -0.44963353756196284, -0.23491156598345167, -0.24743637219518533, -0.22264102822282025, -0.10519988348394457, -0.07051851304288158, -0.2564307005652156, -0.14821281671115075, -0.5004544623756085, -0.6289979736201152, -0.4945323924865712
1.2, -1.0476753110114414, -0.2185561021859455, -0.2757552009203638, -0.02875256258602021, -0.3421804651926098, -0.15119121169635555, -0.1664304688810487, -0.14840049030596975, -0.05509352779609637, -0.021285220567062085, -0.17966700566838195, -0.09591818971366749, -0.3796762771021862, -0.5065319821274064, -0.38627418271455655
1.3, -0.9569097438622651, -0.15489807858318594, -0.18637439808881404, 0.008150526636095593, -0.25147694408466426, -0.08384019799301956, -0.100681129949836, -0.08844564690760442, -0.01574076307146019, 0.015102443549362285, -0.1163831658126658, -0.05561023225518425, -0.27375758617515783, -0.396408291258781, -0.29106178430122964
