flowtime, whM1R1, whM1R2, whM1R3, whM1R4, whM1R5, whM1R6, whM1R7, whM1R8, whM1R9, whM1R10, whM1R11, whM1R12, whM1R13, whM1R14, whM1R15, whM1R16, whM1R17, whM1R18, whM1R19, whM1R20
0.0, 0.0012478070897358228, 0.0015803404325787237, 0.0006986310529237093, 0.0035790411842069802, 0.004047689654614803, 0.0003001059640776874, 0.00023885932344252237, 0.00014892513236758952, 0.00037769267082580593, 0.0018823963328126899, 0.006107191005325031, 0.000943599617284971, 0.0002894947811968027, 0.00025791617603572963, 0.001148420605587367, 0.005869148519008193, 0.00040376462144646995, 0.0008750222273320312, 0.000739260716004819, 0.004509736355807635
0.1, 0.00015564746218952802, 0.00016704246009037477, 0.00017294144902990402, 0.00015354443258586254, 0.0002167331121592837, 0.00015464494685007177, 0.00016319374269226398, 0.000214444806403531, 0.00016645937139129176, 0.00016840375627072448, 0.00017558247794562047, 0.0001561217911503351, 0.0001543607500150608, 0.0001562277828935232, 0.00016733547052281625, 0.00020528198743507698, 0.00015838492575220037, 0.00018215135170098463, 0.0001835684062932852, 0.0001716687110421954
0.2, 0.00011953081552639075, 0.00011202603117215825, 0.00012977989570921698, 0.00012944556370257174, 0.00014192662512491503, 0.00012757083999593612, 0.00013156153580076715, 0.0001492422679475545, 0.00013207398064186138, 0.00012815413243294287, 0.00012775042242962642, 0.00012889192017285912, 0.00012699136888429173, 0.00012846870035054532, 0.00013530055873200474, 0.000130903189538987, 0.0001292124772179603, 0.0001412040074740262, 0.00014322005572794933, 0.00012952699483583354
0.3, 0.00010300790619102685, 9.452095535003583e-5, 0.00011154306561532371, 0.00011339241587261751, 0.00011671862758856089, 0.00011190657584926089, 0.00011502818565728586, 0.00012448391917026922, 0.00011481015078486358, 0.00011026145919872533, 0.00010905510855642502, 0.00011294257509632671, 0.00011136490691048872, 0.00011253654759068423, 0.00011778694957625019, 0.0001088023612748149, 0.00011315003188300797, 0.00012171659839493519, 0.00012310817919716804, 0.00011205183280160155
0.4, 9.239404549573454e-5, 8.461756446671308e-5, 0.0001001087122090368, 0.00010172874202698177, 0.00010306207669727644, 0.00010087457662856565, 0.0001037222202410346, 0.00010981148631953893, 0.0001031232884065251, 9.87356561899476e-5, 9.749051172228987e-5, 0.0001016675568793558, 0.00010038139146338897, 0.00010134129405679643, 0.00010557194889113103, 9.731736637775885e-5, 0.00010199954914678735, 0.00010902832619255516, 0.00010971262490332269, 0.00010081476120925745
0.5, 8.449189998920652e-5, 7.748011817131914e-5, 9.164414562933725e-5, 9.277040616159875e-5, 9.356694317733626e-5, 9.238080351127208e-5, 9.509730602524575e-5, 9.931984027401132e-5, 9.423369109831557e-5, 9.012758661955623e-5, 8.895848664215359e-5, 9.296182678677646e-5, 9.193307051560371e-5, 9.274079882150879e-5, 9.622858443423246e-5, 8.938078251099436e-5, 9.345894976482051e-5, 9.956811501499538e-5, 9.96708370110027e-5, 9.236628732891893e-5
0.6, 7.82100905509392e-5, 7.1833682494051e-5, 8.491184104914221e-5, 8.56239487402444e-5, 8.619939950116713e-5, 8.554848988654458e-5, 8.817567982676095e-5, 9.117060344636527e-5, 8.711478933600316e-5, 8.327476196333512e-5, 8.220131070453757e-5, 8.594463110910149e-5, 8.514132354713187e-5, 8.583622514670984e-5, 8.875384355494734e-5, 8.318138997028006e-5, 8.660133562958132e-5, 9.206356741797224e-5, 9.172663521047143e-5, 8.560656420828424e-5
0.7, 7.304774822280993e-5, 6.718524771233945e-5, 7.936653666758331e-5, 7.97717681629816e-5, 8.020405350894121e-5, 7.990971635715038e-5, 8.246255448603392e-5, 8.458146792418952e-5, 8.125410217420343e-5, 7.76432278371121e-5, 7.666488912489985e-5, 8.014820377323229e-5, 7.953795492230657e-5, 8.014709421454074e-5, 8.261602378454963e-5, 7.807785726326452e-5, 8.094398065295978e-5, 8.591168048706077e-5, 8.52525729930545e-5, 8.002876189316804e-5
0.8, 6.871420021937162e-5, 6.327098825235183e-5, 7.469830717714929e-5, 7.488220068042504e-5, 7.51996682346797e-5, 7.516876046915947e-5, 7.765382127822256e-5, 7.912280284461631e-5, 7.633663513979243e-5, 7.292066544177381e-5, 7.203051481004308e-5, 7.527609575393995e-5, 7.482754802088783e-5, 7.537010792176508e-5, 7.748107604005846e-5, 7.375886153616911e-5, 7.618611934333375e-5, 8.075804872904295e-5, 7.986663063091446e-5, 7.533259599785215e-5
0.9, 6.501520303687518e-5, 5.9919216773054585e-5, 7.070166539460911e-5, 7.072688307480928e-5, 7.094734518485513e-5, 7.112000369528186e-5, 7.354077808040985e-5, 7.45172339893167e-5, 7.214536358859781e-5, 6.889648231331706e-5, 6.8085406193891e-5, 7.112048415868699e-5, 7.080502989735636e-5, 7.129493152705649e-5, 7.31175796725786e-5, 7.003430478080818e-5, 7.212027526421842e-5, 7.636584464239364e-5, 7.530937633538127e-5, 7.131428428767873e-5
1.0, 6.181136654116539e-5, 5.700742622774605e-5, 6.722957562299526e-5, 6.714146569374794e-5, 6.727977450198267e-5, 6.761325884922959e-5, 6.997193921547487e-5, 7.057001965338718e-5, 6.852219214356699e-5, 6.541846476881796e-5, 6.467703033009819e-5, 6.752815550806353e-5, 6.732082149380945e-5, 6.776836528732633e-5, 6.935686687990559e-5, 6.677296322733436e-5, 6.859561023650879e-5, 7.256590750155533e-5, 7.139458336910815e-5, 6.782632984953688e-5
1.1, 5.899905153059081e-5, 5.444448740965222e-5, 6.417286252894414e-5, 6.400441315524422e-5, 6.407367398903779e-5, 6.453589868316896e-5, 6.683408381311455e-5, 6.713857888965041e-5, 6.534867438023695e-5, 6.237285088678904e-5, 6.16921949244502e-5, 6.438325735628697e-5, 6.426287840224928e-5, 6.467581151284722e-5, 6.60726495923155e-5, 6.387887265020317e-5, 6.549935423285177e-5, 6.92331322068311e-5, 6.798452715666744e-5, 6.475856413658528e-5
1.2, 5.6499676195954775e-5, 5.216116549257825e-5, 6.144881631620507e-5, 6.122422740457452e-5, 6.123591916417243e-5, 6.180211656278484e-5, 6.40411268349085e-5, 6.411607913143875e-5, 6.253462559081501e-5, 5.967306296109218e-5, 5.904526484926201e-5, 6.159692720342036e-5, 6.154591407403853e-5, 6.193014569772007e-5, 6.316884616228015e-5, 6.127981997407374e-5, 6.274577895862511e-5, 6.627310735559142e-5, 6.497546973031467e-5, 6.20272399311795e-5
1.3, 5.4252904332499695e-5, 5.010417957348401e-5, 5.8993964283058387e-5, 5.8731126165438615e-5, 5.869514509653017e-5, 5.934582613579136e-5, 6.152685535121483e-5, 6.142127646052004e-5, 6.001062955879492e-5, 5.725244331995386e-5, 5.6670624707011996e-5, 5.910036126294786e-5, 5.910428842388029e-5, 5.9464381391520855e-5, 6.057155377661395e-5, 5.892055792730551e-5, 6.0268965758370186e-5, 6.361361898731666e-5, 6.228825960141876e-5, 5.956795169546082e-5
