flowtime, wM3R1, wM3R2, wM3R3, wM3R4, wM3R5, wM3R6, wM3R7, wM3R8, wM3R9, wM3R10, wM3R11, wM3R12, wM3R13, wM3R14, wM3R15, wM3R16, wM3R17, wM3R18, wM3R19, wM3R20
0.0, -1.524949182170015, -1.5450191404564035, -1.8533953305031672, -1.6611272445164327, -1.4341049460399418, -1.313234447394103, -1.8405751402335735, -1.2301609891068068, -1.2980009866307467, -1.7379083692382689, -1.6951888633543366, -1.3916153086974892, -1.6410914158823884, -1.447032369091158, -1.4137125888231679, -1.8407400592533274, -1.8224161901163336, -1.7624848104769908, -1.7972849578230066, -1.350272292729917
0.1, -1.8578026195983024, -1.8544279900509186, -1.864944484204558, -1.8598370530447532, -1.8534021453935317, -1.8452564481830105, -1.8643224084057939, -1.8473121246175312, -1.8482340408194333, -1.861608058992737, -1.860917671877457, -1.8502493591422466, -1.8593991670924594, -1.8537093420547577, -1.8521645625887142, -1.8644414420389699, -1.864351060858745, -1.8619936930986434, -1.8636785218631677, -1.8506322041653887
0.2, -1.8637192963479698, -1.8615933529633566, -1.8666360665092283, -1.8641586986845955, -1.861245147017283, -1.857351241957392, -1.8661982367589394, -1.8581611658012516, -1.8589591228587419, -1.8648278680833361, -1.8648972269809407, -1.8592705635583153, -1.8640023804640398, -1.8611121395436303, -1.8600267739500793, -1.866324165466537, -1.8664375800112998, -1.8648437693889557, -1.8660086506947078, -1.8603819797136523
0.3, -1.8659304336425626, -1.8642009810975138, -1.867607204252238, -1.8658935692194578, -1.8640681299552242, -1.8614272339562874, -1.8672389906995368, -1.861797596034202, -1.862552501646056, -1.8662616748383425, -1.8665725606987578, -1.8625532833101812, -1.8658706555622313, -1.8638285966367372, -1.8628860300197252, -1.8673603072738008, -1.8675195052615792, -1.8661928210799863, -1.867184955819915, -1.8638030663344032
0.4, -1.867169426887389, -1.8656294967648765, -1.868258638424646, -1.86689630947842, -1.8655898688176549, -1.86352737241916, -1.8679301759618057, -1.8637273098079503, -1.864444474885812, -1.8671316332165735, -1.8675572422754037, -1.8643722978960464, -1.86695065284265, -1.8653318332053122, -1.8644654967159595, -1.8680461920628366, -1.8682164405903985, -1.8670388279901138, -1.867939757969469, -1.8655989124362913
0.5, -1.867979092410988, -1.8665504075899464, -1.868722061513264, -1.8675593123275664, -1.8665504091419394, -1.8648079269028788, -1.8684205944738372, -1.8649519040777207, -1.8656394327658765, -1.8677216438997548, -1.868213898295079, -1.8655527779208707, -1.867662482096497, -1.8663050404166615, -1.865486699713655, -1.8685319461245926, -1.8687013919763071, -1.8676230211247105, -1.8684669160107321, -1.8667139124624916
0.6, -1.8685418636089737, -1.8671868911451794, -1.8690545220812382, -1.8680199540981595, -1.8672010675488562, -1.8656559788657234, -1.868773069412844, -1.8657951158061297, -1.8664582058144499, -1.868136951415348, -1.8686727838686932, -1.8663745919601284, -1.868156181278982, -1.8669785980108675, -1.8661929830829787, -1.8688803284461624, -1.8690445979411603, -1.868038220693379, -1.8688434225020603, -1.8674636130536177
0.7, -1.868939366546929, -1.8676366823178938, -1.8692865552357985, -1.8683410113669268, -1.8676527664290268, -1.8662399043533564, -1.8690207017616933, -1.8663964943331863, -1.8670383123850705, -1.8684278274966586, -1.8689944362470265, -1.8669631292333395, -1.8685011726743717, -1.8674555569708917, -1.866693361883401, -1.869124287842522, -1.8692819550344866, -1.868330412444644, -1.869108235866491, -1.867984873091386
0.8, -1.8692160127682484, -1.8679515919125402, -1.8694376581333145, -1.8685572199531841, -1.867963920543946, -1.8666458597314706, -1.8691843617938626, -1.8668286502373903, -1.8674514626499894, -1.8686232405930225, -1.86921284414569, -1.8673856640302666, -1.86873597731394, -1.8677915081363816, -1.8670466126169605, -1.8692845903698483, -1.8694354828043056, -1.8685269778258127, -1.8692850744872866, -1.868348343464319
0.9, -1.869399475401571, -1.86816319351341, -1.8695218672572778, -1.8686907151343046, -1.8681695347193434, -1.866923404679489, -1.8692789194141237, -1.8671347440148227, -1.8677404699969147, -1.8687423011286857, -1.8693498853085244, -1.8676831849643036, -1.8688849696887597, -1.868020594824427, -1.8672887482317537, -1.8693760370033898, -1.8695205248752518, -1.8686464544892845, -1.8693903422798317, -1.8685954149420334
1.0, -1.8695086566695407, -1.8682927300638006, -1.8695500094838877, -1.868757034821955, -1.8682926585170079, -1.8671037207567212, -1.8693157512802765, -1.86734299458383, -1.8679334023152174, -1.8687987862516828, -1.8694209913717525, -1.8678830127099273, -1.868965037602059, -1.868165748087677, -1.8674438769176727, -1.8694099546904777, -1.8695486310381069, -1.8687024559782577, -1.8694363004749919, -1.8687527134006299
1.1, -1.869557290148869, -1.8683554993458131, -1.8695307488763044, -1.86876778574279, -1.8683495317449597, -1.8672078380488049, -1.8693039049532703, -1.8674731474779416, -1.8680499005266111, -1.86880318862317, -1.8694377019868014, -1.8680045392540245, -1.8689886118404502, -1.8682433441484423, -1.8675291606202413, -1.8693953523537576, -1.8695288827963006, -1.8687054800784735, -1.869432532004013, -1.8688385931464402
1.2, -1.869555782291699, -1.868363037046923, -1.86947115699798, -1.868731984597854, -1.8683521610586438, -1.8672507192132868, -1.8692507301919676, -1.8675397040471757, -1.868104360086, -1.8687637730509883, -1.8694089728474879, -1.868062149954869, -1.8689652171297284, -1.8682655891829785, -1.8675573565701313, -1.8693395484387496, -1.86946859922022, -1.8686638633812633, -1.869386722672441, -1.868866370617119
1.3, -1.8695122526518453, -1.8683243196739883, -1.8693770712631672, -1.8686568141132878, -1.868309734032785, -1.8672434528570347, -1.869162272164861, -1.867553691387009, -1.8681076928640206, -1.8686871894357124, -1.86934192473064, -1.8680668574444288, -1.8689023515436873, -1.8682418632845168, -1.8675382471239697, -1.8692485622041393, -1.869373766200976, -1.8685843492719814, -1.8693051347879928, -1.8688460811255267
1.4, -1.8694331704939913, -1.8682464870292175, -1.8692533448005877, -1.868548092462433, -1.8682294578502343, -1.8671945145339293, -1.8690435426887972, -1.8675237106191904, -1.868068379532071, -1.868578864334994, -1.8692423134731908, -1.8680272884034734, -1.8688060294679723, -1.8681795382581323, -1.8674795067738592, -1.8691273837767495, -1.869249325584715, -1.868472459558224, -1.8691929239257188, -1.8687855050348996
1.5, -1.8693237700908627, -1.8681353079653522, -1.8691040325021315, -1.8684105876873462, -1.8681170902660613, -1.867110536489472, -1.8688987200795517, -1.867456598858925, -1.8679931374860435, -1.868443269982267, -1.8691148463952132, -1.8679503178909755, -1.868681140518213, -1.868084506448053, -1.8673872605616073, -1.868980173165305, -1.8690993839947632, -1.8683327549680824, -1.8690543656444194, -1.8686908049662982
1.6, -1.8691883357818986, -1.8679954981035767, -1.868932535057395, -1.8682482405442868, -1.867977294457112, -1.8669968028877197, -1.8687313024573804, -1.8673578698345874, -1.8678873661463802, -1.868284119022271, -1.8689634068368877, -1.8678414980450928, -1.8685316997533146, -1.8679615396093345, -1.8672664616986687, -1.868810412936783, -1.8689273705781801, -1.8681690266971753, -1.868893025179379, -1.8685669425082312
1.7, -1.8690304057326919, -1.8678309463797533, -1.8687417130880009, -1.8680643290774905, -1.8678138869130834, -1.866857583220905, -1.8685442283091755, -1.8672320200601331, -1.8677554560302918, -1.8681045107790664, -1.8687912197876302, -1.8677053596384978, -1.8683610293678705, -1.8678145420282566, -1.8671211572262785, -1.8686210282954177, -1.8687361596523224, -1.8679844419886324, -1.868711888272963, -1.868417962958583
1.8, -1.8688529223755448, -1.867644882232779, -1.8685339789295945, -1.8678615938532512, -1.867630016920475, -1.8666963655873872, -1.8683399728466679, -1.8670827491548847, -1.8676010104931633, -1.867907044055548, -1.868600977622307, -1.8675456310961724, -1.868171894803899, -1.8676467347118282, -1.8669546810265123, -1.868414483065616, -1.8685281679006946, -1.8677816573881223, -1.8685134641112082, -1.8682471972377181
1.9, -1.868658346400965, -1.8674400023281312, -1.8683113711849655, -1.8676423353890175, -1.8674283003056793, -1.8665160252409527, -1.8681206258921983, -1.8669131229491647, -1.8674270092196261, -1.8676939058165685, -1.8683949376381868, -1.8673654017160601, -1.8679666091849476, -1.8674607928772722, -1.8667697977858575, -1.868192857283293, -1.868305432433, -1.8675629083653151, -1.8682998675004867, -1.8680574095883895
2.0, -1.8684487449482472, -1.8672185686378295, -1.8680756157345544, -1.8674084912268378, -1.867210921413202, -1.8663189496474315, -1.86788795536429, -1.8667256970513497, -1.8672359315186595, -1.8674669419313177, -1.868174998982739, -1.8671672458760025, -1.8677471149451013, -1.86725895075759, -1.8665688127091993, -1.8679579104459498, -1.8680696740953429, -1.8673300811519251, -1.8680728851934871, -1.8678509084557053
