flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15, whM3R16, whM3R17, whM3R18, whM3R19, whM3R20
0.0, -1.4348866928715756, -1.3189126264440476, -1.8832788072067075, -1.5681130577739264, -1.812140874862748, -1.8189148716416472, -1.7472193197387214, -1.5026059277534145, -1.6414711857870325, -1.6781638982319382, -1.3553731903081019, -1.270020188171792, -1.895858813482113, -1.3953272228108309, -1.750158490960522, -1.8338425358137809, -1.4524898469326981, -1.61267237495495, -1.8798422481143675, -1.8918172574344367
0.1, -1.7971625159011384, -1.7760812520161675, -1.9150972937399149, -1.8397562324549541, -1.9019963825163597, -1.8983892838933225, -1.8837776187738011, -1.8210599660157825, -1.857689271826129, -1.869590551039923, -1.7661583730607662, -1.7425551360704983, -1.9171696449794302, -1.7966743199425452, -1.885257625482332, -1.9039417366136544, -1.813394284713464, -1.852381045256674, -1.9135303919350541, -1.9165140595862775
0.2, -1.875259490728111, -1.8663039754311066, -1.9270772921150612, -1.8926870925765356, -1.9217544001392288, -1.918582087766264, -1.9131023795625093, -1.883024050466262, -1.90149365548814, -1.9077954611603334, -1.8595935529576642, -1.849195143788699, -1.9277372154840444, -1.8770415845445303, -1.9141003352978008, -1.92211036386685, -1.8842721132520406, -1.8980549448154045, -1.9260226536964056, -1.9275439413521058
0.3, -1.9036422881003212, -1.8975980990783168, -1.9338068972654994, -1.9122092677175424, -1.9306529047550403, -1.9282047397000146, -1.9255374752753105, -1.9063502456678119, -1.9184092716013272, -1.922747139010273, -1.8932535718831622, -1.8860498804217543, -1.9341024349061053, -1.904847499167051, -1.9262166391914461, -1.9308383454448104, -1.9092858817063725, -1.9158974119771344, -1.9330157939650292, -1.934034800555873
0.4, -1.9180547380329283, -1.9133097900316252, -1.938314843878906, -1.922740908129094, -1.936107884533171, -1.9341607963215333, -1.9327250513722571, -1.9188693439688222, -1.9276178690807613, -1.9309593072269062, -1.91011966579141, -1.9043877442420667, -1.938482021564684, -1.9188739208150187, -1.933181181605379, -1.9362739506490632, -1.9218827025905076, -1.9257211791470767, -1.9376932578746633, -1.9384576180054733
0.5, -1.9268519282984313, -1.9229344676078362, -1.9416618669648766, -1.9295924858384774, -1.939983717688642, -1.9383746351816065, -1.9375838187196115, -1.9268521930199367, -1.9336191001834357, -1.9363266054208033, -1.9203486540566184, -1.9155581651443978, -1.9417757529285034, -1.9274686340237241, -1.9378882332197047, -1.9401431812137413, -1.929564963582713, -1.9321510274670162, -1.941159559511966, -1.9417664817354279
0.6, -1.9328433347326728, -1.9295369188082885, -1.944299782552328, -1.934525301142773, -1.9429606755359627, -1.9415901261539177, -1.9411689268847934, -1.9324674193964193, -1.937943869158604, -1.9401982192722633, -1.9273028213239938, -1.923221025604557, -1.9443890597777473, -1.9333331368535522, -1.9413729189356843, -1.9431114051240266, -1.9348148477533162, -1.9367904027401817, -1.94388468678884, -1.9443839077063352
0.7, -1.937219122966115, -1.9343930587526306, -1.946449400306574, -1.9382951028860356, -1.9453472380402135, -1.9441528464342803, -1.9439546022908674, -1.9366695431672423, -1.9412495826464964, -1.9431594929969294, -1.9323852799658292, -1.928881826500959, -1.9465261089767385, -1.9376104024361014, -1.9440931933917587, -1.945486802671591, -1.938670632007231, -1.9403384881854837, -1.9460990586929268, -1.9465205479592171
0.8, -1.940566185902536, -1.938131455765258, -1.9482335440223528, -1.9412847242872269, -1.9473070192587563, -1.9462471841407567, -1.9461882831334856, -1.9399452114706175, -1.9438682078010536, -1.9455066090957347, -1.9362806657525267, -1.9332665320833546, -1.9483029188446086, -1.9408713483937499, -1.946284455597056, -1.947433812129119, -1.9416384682251107, -1.9431512493426375, -1.9479314604720956, -1.948295145630774
0.9, -1.9432073012752134, -1.9411003043850488, -1.9497291528116614, -1.9437126531740634, -1.9489384728323356, -1.9479837780194038, -1.9480146079929024, -1.9425697854876616, -1.9459892205935665, -1.9474083027727482, -1.9393630988263615, -1.936768814442904, -1.9497934293222634, -1.9434342981562764, -1.948083024405141, -1.9490514580614635, -1.9439945688925202, -1.9454324766416036, -1.949462912417172, -1.9497828500945251
