flowtime, w1, w2, w3
0.0, 0.0010120655660063814, 0.9284839012162398, -1.8608647106515794
0.1, 0.0008775899186873935, 0.9289726422370874, -1.8621850347486235
0.2, 0.0007630472682631081, 0.9293684108296293, -1.8634203130373448
0.3, 0.0006651967046050532, 0.9296776083087205, -1.8645769666834047
0.4, 0.0005813615673884809, 0.9299058893294345, -1.8656608251726288
0.5, 0.0005093271460212921, 0.9300582394529948, -1.866677191207022
0.6, 0.00044725705811136213, 0.9301390442084733, -1.8676308972740867
0.7, 0.0003936250407373978, 0.9301521503289779, -1.86852635513261
0.8, 0.00034715937723628614, 0.9301009198539337, -1.8693675992417162
0.9, 0.00030679763490228264, 0.9299882777675029, -1.8701583249889664
1.0, 0.00027164979014127527, 0.9298167538086295, -1.870901922434179
1.1, 0.00024096816279260355, 0.9295885190371206, -1.871601506171782
1.2, 0.0002141228723477363, 0.9293054176901246, -1.8722599418232257
1.3, 0.0001905817706267071, 0.928968994806552, -1.8728798695920172
1.4, 0.00016989400434652953, 0.9285805200454255, -1.8734637252526825
1.5, 0.00015167652330214164, 0.9281410080704834, -1.8740137588908798
1.6, 0.00013560298161064663, 0.927651235825835, -1.8745320516670887
1.7, 0.00012139458595810274, 0.927111756980242, -1.8750205308414203
1.8, 0.00010881253066651372, 0.9265229137763958, -1.8754809832610355
1.9, 9.765172853029454e-5, 0.9258848464788472, -1.8759150674898024
2.0, 8.77356019762606e-5, 0.9251975005788072, -1.8763243247332557
2.1, 7.891174382486972e-5, 0.9244606318768928, -1.8767101886935031
2.2, 7.104829289965746e-5, 0.9236738095309691, -1.8770739944728683
2.3, 6.403089869184326e-5, 0.9228364171229627, -1.8774169866295416
2.4, 5.7760172622158405e-5, 0.9219476517657296, -1.8777403264745534
2.5, 5.2149542273312115e-5, 0.9210065212390468, -1.8780450986930097
2.6, 4.7123440183342056e-5, 0.9200118391091996, -1.8783323173578022
2.7, 4.2615771111728545e-5, 0.9189622177524402, -1.8786029313992978
2.8, 3.8568611682713426e-5, 0.9178560591673397, -1.8788578295867056
2.9, 3.49311044335899e-5, 0.9166915434207396, -1.8790978450688762
3.0, 3.165851490947287e-5, 0.9154666145309704, -1.8793237595202466
3.1, 2.8711425847184094e-5, 0.9141789635469626, -1.8795363069287918
3.2, 2.605504690786321e-5, 0.9128260085315459, -1.8797361770614827
3.3, 2.3658622039234662e-5, 0.9114048711031624, -1.8799240186386794
3.4, 2.1494919526122093e-5, 0.9099123491303437, -1.8801004422435728
3.5, 1.9539792239781916e-5, 0.9083448851074447, -1.8802660229932076
3.6, 1.7771797620394886e-5, 0.9066985296681819, -1.8804213029922596
3.7, 1.6171868604093438e-5, 0.9049688996161279, -1.880566793588722
3.8, 1.4723028094715928e-5, 0.9031511297661501, -1.8807029774519204
3.9, 1.3410140737226921e-5, 0.9012398178019606, -1.8808303104855293
4.0, 1.2219696712408961e-5, 0.8992289612618154, -1.880949223592694
4.1, 1.1139623077633973e-5, 0.8971118856681843, -1.8810601243058367
4.2, 1.015911885150437e-5, 0.894881162723192, -1.881163398292076
4.3, 9.268510606377882e-6, 0.892528517403965, -1.8812594107448397
4.4, 8.459125807318944e-6, 0.8900447227156943, -1.8813485076731988
4.5, 7.7231815372036e-6, 0.8874194808067077, -1.8814310170955875
4.6, 7.053686585991125e-6, 0.8846412891265458, -1.8815072501463732
4.7, 6.444355168694321e-6, 0.8816972903391799, -1.8815775021032566
4.8, 5.889530779302962e-6, 0.8785731047940507, -1.881642053340988
4.9, 5.384118894819465e-6, 0.8752526445494315, -1.881701170218174
5.0, 4.923527419098028e-6, 0.8717179082518449, -1.8817551059019686
5.1, 4.503613906292175e-6, 0.8679487566451637, -1.8818041011356195
5.2, 4.120638732349665e-6, 0.8639226691534482, -1.8818483849541925
5.3, 3.7712234924566775e-6, 0.8596144829028647, -1.8818881753509875
5.4, 3.452313996905229e-6, 0.8549961167687097, -1.8819236799003116
5.5, 3.161147319104001e-6, 0.8500362846128615, -1.8819550963378575
5.6, 2.8952224189194314e-6, 0.8447002038633722, -1.8819826131040402
5.7, 2.6522739252354385e-6, 0.838949308028947, -1.8820064098514653
5.8, 2.430248713303941e-6, 0.832740974666059, -1.882026657920196
5.9, 2.2272849580414467e-6, 0.8260282837280423, -1.8820435207821071
6.0, 2.041693382968032e-6, 0.8187598250955936, -1.8820571544581652
6.1, 1.8719404590660312e-6, 0.8108795783366345, -1.8820677079086099
6.2, 1.7166333368304032e-6, 0.8023268922471347, -1.8820753234000616
6.3, 1.5745063209680214e-6, 0.7930365962998632, -1.8820801368497813
6.4, 1.4444087193455122e-6, 0.782939280568496, -1.882082278148851
6.5, 1.3252939177280302e-6, 0.7719617847872219, -1.8820818714659888
6.6, 1.2162095486672127e-6, 0.7600279407940888, -1.8820790355342905
6.7, 1.116288638346406e-6, 0.7470596156708593, -1.8820738839194506
6.8, 1.02474162804991e-6, 0.7329781055916268, -1.882066525274048
6.9, 9.408491787742865e-7, 0.7177059330990827, -1.8820570635760332
7.0, 8.639556776287903e-7, 0.7011691036537256, -1.8820455983539954
7.1, 7.934633735712449e-7, 0.6832998809131529, -1.882032224899624
7.2, 7.288270781689725e-7, 0.6640401431485677, -1.8820170344686549
7.3, 6.695493739077806e-7, 0.6433453818266315, -1.8820001144700198
7.4, 6.151762788068505e-7, 0.6211893897466959, -1.8819815486449574
7.5, 5.652933216355021e-7, 0.5975696465351074, -1.881961417236413
7.6, 5.19521986807802e-7, 0.5725133242465236, -1.8819397971494265
7.7, 4.775164924243994e-7, 0.5460836834832821, -1.8819167621021473
7.8, 4.389608686618067e-7, 0.5183863961171328, -1.8818923827701683
7.9, 4.0356630718031373e-7, 0.4895750232081525, -1.8818667269219096
8.0, 3.7106875525410595e-7, 0.45985454863419356, -1.8818398595483488
8.1, 3.412267309331106e-7, 0.4294816301295352, -1.8818118429845228
8.2, 3.138193380845234e-7, 0.39876023642908215, -1.8817827370262186
8.3, 2.886444621673167e-7, 0.36803174436093744, -1.8817525990400932
8.4, 2.655171296283093e-7, 0.3376594324704183, -1.881721484068302
8.5, 2.4426801540349426e-7, 0.3080085058544644, -1.881689444927793
8.6, 2.2474208469233824e-7, 0.2794239940947356, -1.8816565323052397
8.7, 2.067973563480372e-7, 0.2522096470430081, -1.8816227948467346
8.8, 1.9030377664809727e-7, 0.2266109677001603, -1.8815882792436576
8.9, 1.7514219316826572e-7, 0.20280470261888642, -1.8815530303137171
9.0, 1.6120341956830093e-7, 0.18089572636917747, -1.8815170910791164
9.1, 1.483873829173843e-7, 0.16092078124398027, -1.8814805028401973
9.2, 1.366023460257606e-7, 0.14285741706708208, -1.8814433052457031
9.3, 1.2576419797063016e-7, 0.12663596050867654, -1.8814055363604343
9.4, 1.157958066211541e-7, 0.11215241360834372, -1.8813672327290163
9.5, 1.0662642755947878e-7, 0.09928064466648112, -1.8813284294374708
9.6, 9.819116436265694e-8, 0.08788284908906252, -1.8812891601709254
9.7, 9.043047559844614e-8, 0.07781783074613975, -1.8812494572701124
9.8, 8.328972440116096e-8, 0.06894708285873788, -1.8812093517842066
9.9, 7.671876683577447e-8, 0.061138908197475986, -1.8811688735218568
10.0, 7.06715755984801e-8, 0.05427093708169018, -1.8811280510999822
10.1, 6.510589595093099e-8, 0.0482314221740576, -1.8810869119901195
10.2, 5.998293104392574e-8, 0.04291965355024012, -1.881045482563204
10.3, 5.52670540483701e-8, 0.038245777689093326, -1.881003788131804
10.4, 5.0925544761147e-8, 0.034130239825404265, -1.880961852991354
10.5, 4.692834854252166e-8, 0.030503011004063964, -1.8809197004588338
10.6, 4.32478556454697e-8, 0.027302713318375308, -1.8808773529107372
10.7, 3.9858699178061016e-8, 0.024475719740634373, -1.880834831818141
10.8, 3.67375700668599e-8, 0.02197527747341072, -1.880792157781627
10.9, 3.386304758831695e-8, 0.01976068408436358, -1.8807493505643083
11.0, 3.1215444104157135e-8, 0.01779653204614452, -1.8807064291228537
11.1, 2.877666279241437e-8, 0.016052028135652513, -1.8806634116385186
11.2, 2.6530067257474095e-8, 0.01450038821129931, -1.8806203155454286
11.3, 2.4460362024877604e-8, 0.013118304232787372, -1.8805771575592292
11.4, 2.255348296115217e-8, 0.011885478309585092, -1.880533953703412
11.5, 2.0796496809831785e-8, 0.010784217549228276, -1.8804907193352278
11.6, 1.9177509050478558e-8, 0.009799083158142164, -1.880447469170264
11.7, 1.76855793842566e-8, 0.00891658736783242, -1.8804042173062119
11.8, 1.6310644200993747e-8, 0.008124932139203601, -1.8803609772459735
11.9, 1.504344544339506e-8, 0.007413784115834412, -1.8803177619190237
12.0, 1.3875465331444222e-8, 0.006774080872645214, -1.8802745837028558
12.1, 1.2798866446652556e-8, 0.006197864087889953, -1.8802314544431575
12.2, 1.1806436739851329e-8, 0.005678135822293816, -1.8801883854733914
12.3, 1.0891539046108825e-8, 0.005208734601928191, -1.8801453876332361
12.4, 1.0048064729191805e-8, 0.004784228462668643, -1.880102471287044
12.5, 9.270391116760456e-9, 0.004399822521668283, -1.880059646340746
12.6, 8.55334240786311e-9, 0.004051278996583144, -1.8800169222589527
12.7, 7.892153765748441e-9, 0.003734847900005274, -1.8799743080807068
12.8, 7.282438332582322e-9, 0.003447206899379499, -1.879931812435263
12.9, 6.7201569266775404e-9, 0.0031854090567097343, -1.879889443556429
13.0, 6.201590199079161e-9, 0.0029468373526320003, -1.8798472092977188
13.1, 5.7233130434957654e-9, 0.0027291650606781604, -1.8798051171455628
13.2, 5.2821710842199115e-9, 0.002530321174048555, -1.8797631742329044
13.3, 4.8752590587143375e-9, 0.002348460202719514, -1.879721387351637
13.4, 4.499900951046275e-9, 0.002181935756524354, -1.8796797629658737
13.5, 4.153631725796556e-9, 0.002029277412750225, -1.8796383072225455
13.6, 3.834180531809575e-9, 0.0018891704371743624, -1.8795970259641954
13.7, 3.53945526346321e-9, 0.00176043798731419, -1.8795559247390736
13.8, 3.2675283552494446e-9, 0.0016420254776649797, -1.879515008812417
13.9, 3.0166237240780454e-9, 0.0015329868302442757, -1.87947428317632
14.0, 2.78510475526613e-9, 0.001432472371019296, -1.87943375256012
14.1, 2.571463251647325e-9, 0.0013397181647382813, -1.8793934214395025
14.2, 2.3743092668171667e-9, 0.0012540366081267265, -1.8793532940458444
14.3, 2.192361754410678e-9, 0.0011748081250254761, -1.8793133743755446
14.4, 2.0244399603134224e-9, 0.0011014738274098131, -1.8792736661982528
14.5, 1.8694555036993532e-9, 0.0010335290238087918, -1.8792341730648654
14.6, 1.7264050901580321e-9, 0.0009705174718484399, -1.8791948983159876
14.7, 1.5943638027443938e-9, 0.0009120262848101972, -1.8791558450898949
14.8, 1.4724789306143901e-9, 0.0008576814135095914, -1.8791170163291395
14.9, 1.359964284240793e-9, 0.0008071436347105712, -1.8790784147884092
15.0, 1.256094964759348e-9, 0.0007601049859004309, -1.8790400430414245
15.1, 1.1602025478472604e-9, 0.0007162855937394689, -1.8790019034872216
15.2, 1.0716706498260529e-9, 0.0006754308500184086, -1.8789639983571234
15.3, 9.89930843571768e-10, 0.0006373088946382133, -1.878926329720573
15.4, 9.14458898278308e-10, 0.0006017083700791451, -1.8788888994914257
15.5, 8.447713182418242e-10, 0.0005684364161492901, -1.8788517094337958
15.6, 7.80422152481705e-10, 0.0005373168775783911, -1.8788147611673605
15.7, 7.210000582745956e-10, 0.0005081887003212443, -1.8787780561731044
15.8, 6.661255957378761e-10, 0.0004809044953219965, -1.8787415957984182
15.9, 6.15448734494597e-10, 0.0004553292510156871, -1.8787053812622687
16.0, 5.686465583608135e-10, 0.0004313391780556343, -1.878669413659911
16.1, 5.254211507181567e-10, 0.0004088206716949531, -1.878633693967874
16.2, 4.854976440696522e-10, 0.0003876693789504171, -1.8785982230479996
16.3, 4.486224252936627e-10, 0.0003677893591704443, -1.8785630016526225
16.4, 4.1456148023345104e-10, 0.00034909232793993433, -1.8785280304281342
16.5, 3.8309886948789867e-10, 0.00033149697540763614, -1.878493309919552
16.6, 3.5403532189425377e-10, 0.0003149283511357338, -1.8784588405739304
16.7, 3.2718694018675965e-10, 0.0002993173084640028, -1.8784246227450645
16.8, 3.023840061527953e-10, 0.00028460000216770496, -1.8783906566962634
16.9, 2.794698813184875e-10, 0.00027071743388182095, -1.8783569426044815
17.0, 2.5829999095759854e-10, 0.00025761504037591457, -1.878323480563698
17.1, 2.387408905066674e-10, 0.00024524232030503234, -1.87829027058829
17.2, 2.2066940225065786e-10, 0.00023355249553906675, -1.8782573126158246
17.3, 2.0397182057061567e-10, 0.00022250220359588263, -1.8782246065107004
17.4, 1.8854317949122923e-10, 0.00021205121807744656, -1.878192152067078
17.5, 1.742865762263998e-10, 0.00020216219433947063, -1.8781599490113596
17.6, 1.6111254820622957e-10, 0.00019280043791909787, -1.8781279970055984
17.7, 1.489384985526533e-10, 0.00018393369350561418, -1.8780962956497445
17.8, 1.3768816555455267e-10, 0.00017553195247106638, -1.878064844484499
17.9, 1.2729113443574267e-10, 0.00016756727718316916, -1.8780336429936701
18.0, 1.1768238607526482e-10, 0.00016001364050629994, -1.878002690606865
18.1, 1.0880188130002708e-10, 0.0001528467790592017, -1.8779719867014033
18.2, 1.0059417707314933e-10, 0.0001460440589433399, -1.877941530605416
18.3, 9.300807291728687e-11, 0.0001395843527855224, -1.8779113215990528
18.4, 8.599628415354302e-11, 0.0001334479270538827, -1.8778813589171188
18.5, 7.95151408305175e-11, 0.00012761633870970435, -1.8778516417513584
18.6, 7.352431010374639e-11, 0.00012207234034992886, -1.8778221692518642
18.7, 6.798653960836402e-11, 0.00011679979307777911, -1.8777929405293894
18.8, 6.286742069493634e-11, 0.00011178358641289654, -1.8777639546571576
18.9, 5.8135170715524215e-11, 0.00010700956461884592, -1.877735210672408
19.0, 5.3760431052736125e-11, 0.0001024644588851333, -1.877706707578518
19.1, 4.9716081473468835e-11, 9.813582485439427e-5, -1.8776784443462735
19.2, 4.5977068544564785e-11, 9.40119850333886e-5, -1.877650419915645
19.3, 4.252024752694944e-11, 9.008197566944531e-5, -1.8776226331973358
19.4, 3.932423578632217e-11, 8.633549771295687e-5, -1.8775950830743886
19.5, 3.636927823762007e-11, 8.276287152132386e-5, -1.8775677684032108
19.6, 3.3637122992083875e-11, 7.935499499136e-5, -1.8775406880154948
19.7, 3.111090583795183e-11, 7.610330483546996e-5, -1.8775138407194962
19.8, 2.8775044889807644e-11, 7.299974074262553e-5, -1.8774872253006334
19.9, 2.6615142178582812e-11, 7.003671218824793e-5, -1.8774608405238318
20.0, 2.461789343271516e-11, 6.720706767809742e-5, -1.8774346851337391
20.1, 2.277100458611389e-11, 6.450406623014732e-5, -1.8774087578567382
20.2, 2.106311459771705e-11, 6.1921350915616e-5, -1.8773830574011998
20.3, 1.948372446732298e-11, 5.945292429580247e-5, -1.877357582459313
20.4, 1.8023131412168277e-11, 5.7093125605474735e-5, -1.8773323317077333
20.5, 1.6672368311793042e-11, 5.483660954633606e-5, -1.877307303808772
20.6, 1.5423147539277277e-11, 5.267832656569385e-5, -1.877282497411182
20.7, 1.4267809338408372e-11, 5.061350450593448e-5, -1.8772579111512713
20.8, 1.3199274027437857e-11, 4.8637631520068514e-5, -1.8772335436536667
