flowtime, wM2R1, wM2R2, wM2R3, wM2R4, wM2R5, wM2R6, wM2R7, wM2R8, wM2R9, wM2R10, wM2R11, wM2R12, wM2R13, wM2R14, wM2R15, wM2R16, wM2R17, wM2R18, wM2R19, wM2R20
0.0, 0.9278279710000127, 0.6386490059979502, 0.8802375948851384, 0.9282142199642751, 0.6310880051632324, 0.7600303083395826, 0.9277838573153415, 0.847475850135514, 0.8376111872237282, 0.9257623786445421, 0.6616613856462602, 0.657839413453505, 0.7319827445462929, 0.8926940005620235, 0.6703575534494577, 0.7772438596787995, 0.8325602754081523, 0.7722901156554539, 0.9244340285295874, 0.717188609357871
0.1, 0.9284495321580706, 0.6774044069573075, 0.8893227036316411, 0.9287517675505078, 0.6629558140733453, 0.7877551842107336, 0.9284067783150878, 0.8622938967284791, 0.8542543677632581, 0.9267950491160992, 0.6972500471426852, 0.6924001569185253, 0.7634328167699704, 0.8999091009356502, 0.7030878801558136, 0.8011847174927551, 0.8506271477760066, 0.7965554952064875, 0.9257690293855274, 0.7480943494608115
0.2, 0.9289449335647164, 0.7097551593334626, 0.8964512303061237, 0.9291844122991938, 0.690991676763966, 0.8103169212977069, 0.9289041306303062, 0.8739798090905767, 0.8673615645218541, 0.9275997535477316, 0.7278663459034713, 0.7222785938035728, 0.7890706809970988, 0.9055020597980069, 0.7315068748512701, 0.8210742747577126, 0.8647474978547787, 0.8166441874919794, 0.9267977319278732, 0.7741064597652488
0.3, 0.9293295174809867, 0.7364479693174668, 0.9020257919003765, 0.9295217094463795, 0.7154468297900897, 0.8285343438650606, 0.9292910054772563, 0.8831712301888435, 0.8776686845019421, 0.9282192759803604, 0.7538668938962511, 0.7476003607282279, 0.8098576678199267, 0.9098468911205116, 0.7558368820658973, 0.8374076082362774, 0.8757682039012509, 0.8331591511712466, 0.9275843538715288, 0.7956485195458413
0.4, 0.9296153191495974, 0.7583080509570541, 0.9063751670546978, 0.9297715635334626, 0.7365613524409095, 0.8431698804308109, 0.9295792605184722, 0.8903921534345393, 0.8857720767099194, 0.9286852134702616, 0.7757309175834324, 0.7687891443300413, 0.8266495964722307, 0.9132269039325835, 0.7764437725871328, 0.8507172959311953, 0.8843730032370922, 0.8466648179405808, 0.9281757395119555, 0.8132811208254189
0.5, 0.929811909024692, 0.776117838816617, 0.9097599650622418, 0.9299405794665999, 0.754595536142199, 0.8548878868856129, 0.9297783431464821, 0.8960605801131594, 0.8921437946723041, 0.9290211675592703, 0.7939888913830749, 0.7863784411939905, 0.8401784577701146, 0.9158556947032558, 0.7937591918800113, 0.8615082107858458, 0.8910984225688454, 0.8576659189415233, 0.9286064014144226, 0.8275889388778579
0.6, 0.9299269902016474, 0.7905636415833399, 0.9123830707120436, 0.9300343188078165, 0.769831170469399, 0.8642438579248168, 0.9298958737543087, 0.9005038768397227, 0.8971520435439492, 0.9292449737606493, 0.8091640888317151, 0.8009051818087494, 0.8510534466387338, 0.9178941085492897, 0.8082233314986077, 0.8702265734029382, 0.8963584054423469, 0.8665983515752248, 0.9289020315827768, 0.8391178237844739
0.7, 0.9299668266194446, 0.8022209309661115, 0.9144007571589402, 0.9300574900050466, 0.7825586626379203, 0.8716902544414815, 0.929938063299467, 0.9039756222832734, 0.9010815027997279, 0.9293702654099824, 0.8217361664218218, 0.8128582745074519, 0.8597718886932105, 0.919463415366526, 0.8202498297411038, 0.8772502353486787, 0.9004693662147462, 0.873828966146551, 0.9290819553752641, 0.8483461386733949
0.8, 0.9299365534278674, 0.8115591625493056, 0.9159326855121814, 0.9300140919676142, 0.7930615918177047, 0.8775895185109268, 0.929910015677861, 0.9066710460489142, 0.9041512134711622, 0.9294075766192399, 0.8321241433040147, 0.8226595521177387, 0.8667342683830895, 0.9206553060011349, 0.8302080265440807, 0.8828905237722052, 0.9036721536271309, 0.8796607300613803, 0.9291608549811878, 0.8556767988640404
0.9, 0.9298404046094897, 0.8189548440572314, 0.9170702144377896, 0.9299075242051823, 0.8016043651809713, 0.8822289117098231, 0.9298159493634226, 0.9087400176278089, 0.9065293453103977, 0.9293651252670553, 0.84068256959127, 0.8306617942625835, 0.8722599596576336, 0.9215393691232455, 0.8384167772755617, 0.887399430465711, 0.9061499341969366, 0.8843404563799733, 0.9291499871024789, 0.8614403693116489
1.0, 0.9296818819358865, 0.8247067486514832, 0.9178830062727675, 0.929740672612685, 0.808424536200687, 0.8858345325489498, 0.9296593619205736, 0.9102974656226643, 0.9083449390441505, 0.9292493729427841, 0.8477051453220142, 0.837154593693432, 0.8766018516610558, 0.9221686387724332, 0.845145067248632, 0.8909785544685173, 0.9080421649997271, 0.8880672313398706, 0.9290580490346125, 0.8659031420276562
1.1, 0.9294638818794693, 0.8290503184007163, 0.9184241412980721, 0.9295159772054539, 0.8137293303685473, 0.8885834515284612, 0.9294431536510762, 0.9114315011887079, 0.9096970300794034, 0.9290654285552313, 0.8534317351849116, 0.8423730067235106, 0.8799590718090291, 0.9225836938721381, 0.8506161144703724, 0.8937879305887395, 0.909455252317478, 0.8910004678942214, 0.9288917990683362, 0.86927672233441
1.2, 0.9291887920292755, 0.8321700803744492, 0.9187340121035817, 0.9292354862267208, 0.8176952670800187, 0.8906137244374126, 0.929169721649711, 0.9122096416386395, 0.91066163542374, 0.9288173416333504, 0.8580563324002877, 0.8465064644581173, 0.8824876003467353, 0.9228156835798748, 0.8550128841230591, 0.8959539023086817, 0.9104705703715135, 0.8932670639238004, 0.9286565041425063, 0.8717273363211587
1.3, 0.9288585650916215, 0.8342098228471946, 0.9188432576168049, 0.9289008997674428, 0.8204697713892142, 0.8920324209873739, 0.9288410321398012, 0.9126835265987772, 0.9112970552607601, 0.9285083171834861, 0.8617346834919097, 0.8497068394672229, 0.8843088815909974, 0.9228885606477385, 0.8584838250049929, 0.8975757608214053, 0.9111504482027286, 0.8949674844127343, 0.9283562651340573, 0.8733840667444448
1.4, 0.9284747761724609, 0.8352807075363574, 0.9187749574848764, 0.9285136051533186, 0.8221739101912342, 0.8929219452201629, 0.9284586766268179, 0.9128924665099823, 0.9116478718213669, 0.9281408742554927, 0.8645910057406496, 0.8520952978732068, 0.8855166744502385, 0.9228207320697235, 0.8611482136276941, 0.8987311547464092, 0.9115426226559938, 0.8961807756726368, 0.9279942547397355, 0.8743457684849372
1.5, 0.9280386673869496, 0.8354676521137192, 0.9185462635626683, 0.9280747057389983, 0.822905658872469, 0.8933449483029002, 0.9280239157975185, 0.9128660985757071, 0.9117479529254165, 0.9277169636881669, 0.866723630841382, 0.8537679166842617, 0.8861824236364882, 0.922626280576668, 0.8631008382392318, 0.8994803991158434, 0.9116835450990078, 0.8969686109255084, 0.9275728923088676, 0.8746866870417472
1.6, 0.9275511826900583, 0.83483434077507, 0.9181696051726275, 0.927585044314626, 0.8227433273563114, 0.8933481088877585, 0.9275377139720851, 0.9126263644414278, 0.9116226993288669, 0.927238055889639, 0.868209609340028, 0.8548001919055505, 0.8863594215043858, 0.9223158689258271, 0.8644159496783126, 0.8998698520465681, 0.911600834976973, 0.8973785002850923, 0.9270939726785571, 0.8744609231240541
1.7, 0.9270129950097962, 0.8334271852984194, 0.9176535714345628, 0.9270452220188777, 0.8217489293033822, 0.8929650140120826, 0.9270007661318326, 0.9121889725343029, 0.9112907181599794, 0.9267052063024044, 0.8691083964877158, 0.8552506074117759, 0.8860859973338551, 0.9218974082630258, 0.8651505066224945, 0.8999345260906427, 0.9113150980229296, 0.89744630083351, 0.9265587609948366, 0.8737059256823387
1.8, 0.9264245271863234, 0.8312785043374357, 0.917003547482875, 0.9264556134257047, 0.8199713699509101, 0.8922183297787746, 0.9264135189874689, 0.9115644669193335, 0.9107650594779242, 0.9261191039611921, 0.8694647656757165, 0.8551634329547285, 0.8853879318719993, 0.9213765493846762, 0.8653467887001385, 0.8997000821327977, 0.910841269302641, 0.897198150186324, 0.925968061963539, 0.8724451965697703
1.9, 0.925785967801288, 0.8284091335599449, 0.9162221609258786, 0.9258163783036045, 0.8174493704973353, 0.8911214120859824, 0.9257761871539401, 0.9107589926535377, 0.91005411790492, 0.9254801069696208, 0.8693110924056676, 0.8545709000949849, 0.8842802579904204, 0.9207570393249179, 0.8650344669197019, 0.899184329082841, 0.9101895981055431, 0.8966519288832925, 0.9253222694798364, 0.870690375525997
2.0, 0.925097282675005, 0.8248306315511278, 0.9153095793054378, 0.9251274704170317, 0.8142140573300632, 0.8896794755149195, 0.9250887652066926, 0.9097748232731601, 0.9091622744971125, 0.92478826759308, 0.8686691371671151, 0.8534948807829451, 0.8827685769247484, 0.9200409736819894, 0.8642322219139588, 0.8983983283799561, 0.909366359752749, 0.8958183380490727, 0.924621400806651, 0.8684428565085874
2.1, 0.9243582225753281, 0.8205472086962419, 0.9142636874909609, 0.9243886436387948, 0.8102911419345692, 0.8878904133324184, 0.9243510361783613, 0.9086106975896443, 0.9080903337338169, 0.9240433488465019, 0.8675514385199391, 0.8519481707814904, 0.8808499950116275, 0.9192289662415334, 0.8629489953031807, 0.8973471810023622, 0.9083743558964501, 0.8947016614512078, 0.9238651181835047, 0.8656950715775054
2.2, 0.9235683275030568, 0.8155574785902657, 0.913080164965739, 0.9235994555601538, 0.80570262126657, 0.8857453429572134, 0.9235625768910536, 0.9072619989946011, 0.9068357951932575, 0.9232448338496104, 0.865962412237089, 0.8499354614941729, 0.8785137683962503, 0.9183202508457687, 0.8611849529129443, 0.8960305570831897, 0.9072132476345548, 0.8933002664027535, 0.9230527397925579, 0.8624315690670699
2.3, 0.9227269277709945, 0.809856112589025, 0.9117524761081407, 0.9227592687160238, 0.8004679539321886, 0.8832289386208051, 0.9227227603912959, 0.9057207998785289, 0.9053929879362743, 0.9223919287588633, 0.8638992401069897, 0.8474540697831108, 0.8757417328153628, 0.917312725434813, 0.8589322332007568, 0.8944430144391362, 0.9058797531054841, 0.8916068863120433, 0.9221832412781137, 0.8586300088526273
2.4, 0.9218331419692316, 0.803435465376979, 0.9102717812865452, 0.9218672494814231, 0.7946047200814659, 0.8803196059178167, 0.9218307556512697, 0.9039757857446375, 0.9037530869181711, 0.9214835597163022, 0.8613526230322199, 0.8444944861411304, 0.8725085922568131, 0.9162029442687856, 0.8561755512069681, 0.8925741421228655, 0.9043677319616067, 0.8896087192391515, 0.9212552484330003, 0.8542621972769626
2.5, 0.9208858717949923, 0.7962872287925693, 0.908626772498014, 0.920922364639206, 0.7881288438886646, 0.8769895513222334, 0.9208855246124364, 0.9020120676089621, 0.9019040242370723, 0.9205183639439176, 0.858307466617503, 0.8410407970880489, 0.8687821441452438, 0.9149860611796354, 0.8528927278570705, 0.8904085583258217, 0.9026681724134418, 0.8872873717630109, 0.9202670211703782, 0.8492952834520865
2.6, 0.9198837936142908, 0.7884041568970235, 0.9068034341419652, 0.9199233755639726, 0.7810545259889164, 0.8732048035806026, 0.9198858165704211, 0.8998108870521456, 0.899830303271505, 0.9194946748311121, 0.8547435620474622, 0.8370710378951568, 0.8645235297323266, 0.9136557240545141, 0.8490552159396885, 0.8879257885353287, 0.9007690918520762, 0.8846186761552517, 0.9192164284504013, 0.8436932299223344
2.7, 0.9188253465075906, 0.7797818807785313, 0.9047847272402647, 0.9188688299125439, 0.7733940748065502, 0.868925253302282, 0.9188301598277796, 0.8973492158348328, 0.8975127205326111, 0.9184105005884855, 0.8506363186571572, 0.8325575367742157, 0.8596876160836275, 0.912203918451858, 0.8446286962717264, 0.8851000499577619, 0.8986553591031029, 0.8815724119249547, 0.9181009133902773, 0.8374186438775114
