flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15
0.0, -1.9314448999052767, -1.9458933185380076, -1.8607231362714498, -1.3616578496797935, -1.6919906930336035, -1.6968060381576304, -1.9074822676165575, -1.7988073439296388, -1.9534542199222915, -1.8721314229800023, -1.964109187123443, -1.9482734008206948, -1.4414520439488796, -1.8908573975298124, -1.3775380990054413
0.1, -1.980232797066442, -1.9823725914355375, -1.9661594010226493, -1.8637254406261772, -1.934829743834691, -1.9259880692652496, -1.9753463948535595, -1.9532159721165647, -1.9838979943076165, -1.9691421429170415, -1.9860043654356623, -1.9829215344910225, -1.8703059241635211, -1.9721795781348106, -1.8333061498820309
0.2, -1.9864217017158798, -1.9871643842308877, -1.9797974578637598, -1.936804837187702, -1.9664159214130126, -1.962187346028303, -1.98427102914613, -1.9746424309927537, -1.9877713020630603, -1.9813246527702517, -1.9887282871990175, -1.9873449380249706, -1.9382532726142023, -1.9826609572198257, -1.9248237229301248
0.3, -1.988170128854914, -1.9885417113580666, -1.9838502788868213, -1.9582878140469107, -1.9757528692142217, -1.9733317400605483, -1.986872081597905, -1.9808159849869047, -1.9888686977024532, -1.984772787741056, -1.9894910765515752, -1.9886275846185741, -1.9588594214203476, -1.9857466510868358, -1.9516139255452019
0.4, -1.9888970218960085, -1.989114938774712, -1.985662644418678, -1.967916107760905, -1.9799407828752862, -1.9783266118186347, -1.9880021805409593, -1.9834960867097249, -1.9893148116324941, -1.986278119672061, -1.9897820418169176, -1.9891633729487617, -1.9681081274740617, -1.9870910799325445, -1.963211007128404
0.5, -1.989250976159423, -1.9893878572743506, -1.9866451505519453, -1.9732334818225101, -1.9822575159258002, -1.9810455956885593, -1.9885913897275218, -1.9849338330708821, -1.9895172664553715, -1.987079613930278, -1.9898929288461438, -1.9894173499855186, -1.9732140817956092, -1.9877909431544054, -1.9694705187535753
0.6, -1.9894261226843397, -1.9895140475816904, -1.9872270323328265, -1.976524623377079, -1.9836915850099024, -1.9826941316126543, -1.9889197350743777, -1.9857950997951523, -1.9895997084003225, -1.9875431927015796, -1.9899141033051158, -1.9895325180013208, -1.9763840386173248, -1.988181990443382, -1.9733070237465697
0.7, -1.989499844479623, -1.9895557333104994, -1.9875821572148675, -1.9787059085509655, -1.9846365793301903, -1.9837578259028468, -1.989100192966324, -1.9863409500866163, -1.9896121144143064, -1.987815357849803, -1.9898824705579532, -1.989566959418695, -1.9784956786964811, -1.9884003334006106, -1.9758510961167872
0.8, -1.9895092267365975, -1.989543112385509, -1.9877951665531433, -1.9802164427450766, -1.985280445275132, -1.984468605677776, -1.9891876821974228, -1.986694496994736, -1.9895787397842633, -1.9879671633112155, -1.9898159843346221, -1.9895489331038052, -1.979965364248529, -1.9885117791111344, -1.977627180436276
0.9, -1.9894743713372327, -1.9894926967908175, -1.9879125854639166, -1.9812929881033465, -1.9857247620715273, -1.9849508908508187, -1.989212306193229, -1.9869214601463212, -1.9895128777284476, -1.9880376342308914, -1.9897244607137472, -1.9894939821714697, -1.9810165259608519, -1.9885520066041484, -1.9789104078464324
