flowtime, wh1, wh2, wh3
0.0, 0.0005951664451405318, 1.1744829640782999, -2.344821093648481
0.1, 0.0002008724478777489, 1.1771507790181368, -2.3458132821383004
0.2, 4.88595039458863e-5, 1.1787845129582997, -2.3463478805314972
0.3, -5.260964013074346e-6, 1.1791521186162233, -2.3466180794604985
0.4, -2.0766045442883733e-5, 1.1778231580668854, -2.346728538064095
0.5, -2.192684838702293e-5, 1.1741222716766453, -2.3467356836867976
0.6, -1.85110809665516e-5, 1.1670741085743386, -2.3466698364322895
0.7, -1.427425591980577e-5, 1.1553463721226775, -2.346547201246844
0.8, -1.0509566279297309e-5, 1.1372065760676981, -2.3463762681282314
0.9, -7.536193609924828e-6, 1.110516801461164, -2.3461611828653206
1.0, -5.318308362005831e-6, 1.0727973730080906, -2.3459035071975696
1.1, -3.7158208189097756e-6, 1.0213922815716845, -2.3456031352637687
1.2, -2.5798767480652986e-6, 0.9537714613049785, -2.3452587714277464
1.3, -1.7841798532868296e-6, 0.8680345650456137, -2.344868179311968
1.4, -1.2310081476620462e-6, 0.7637722043028354, -2.3444283090393556
1.5, -8.482693794858776e-7, 0.6434928767232841, -2.343935356634611
1.6, -5.842257549505335e-7, 0.5143299758344744, -2.343384782654129
1.7, -4.023712784757948e-7, 0.3882374176556126, -2.3427713036736373
1.8, -2.7722319391708313e-7, 0.2782722649443751, -2.3420888635996104
1.9, -1.9111590194084686e-7, 0.19248042685803327, -2.3413305884480007
2.0, -1.3185664542806213e-7, 0.1311999758444686, -2.3404887265280365
2.1, -9.105268802670419e-8, 0.08970700321748912, -2.3395545750304225
2.2, -6.293580258591803e-8, 0.062192499932264333, -2.3385183934332634
2.3, -4.354434193805918e-8, 0.043912508455131595, -2.337369303725492
2.4, -3.015775158596657e-8, 0.03159265144041082, -2.3360951771042457
2.5, -2.0907211429019797e-8, 0.023128610553794244, -2.334682506503671
2.6, -1.4508223308170951e-8, 0.017197261085163933, -2.333116264030329
2.7, -1.0077210506286985e-8, 0.012963281986405022, -2.3313797421110434
2.8, -7.005813848181647e-9, 0.009890549294056365, -2.3294543768899976
2.9, -4.874738380604864e-9, 0.007627654780936836, -2.327319552144416
3.0, -3.3946860275267435e-9, 0.005939302460743809, -2.324952381706922
3.1, -2.3658325666269266e-9, 0.004664811986704729, -2.3223274680928587
3.2, -1.6500033290809668e-9, 0.003692518152842025, -2.319416634717147
3.3, -1.15154928150469e-9, 0.002943607199863801, -2.316188628750907
3.4, -8.041887470221711e-10, 0.0023616772967217556, -2.312608791305154
3.5, -5.619434851429279e-10, 0.001905856653262873, -2.3086386912423955
3.6, -3.9288785894267655e-10, 0.0015461850444415364, -2.3042357185055304
3.7, -2.7483296073688007e-10, 0.001260465658037288, -2.299352632437754
3.8, -1.9234328815891695e-10, 0.0010320894168093294, -2.293937060163027
3.9, -1.3467218829897534e-10, 0.0008485125643205232, -2.287930939749393
4.0, -9.433155631303152e-11, 0.0007001791031521185, -2.281269902659911
4.1, -6.60998874175392e-11, 0.0005797498932821792, -2.273882590013255
4.2, -4.633363524302841e-11, 0.0004815455375046827, -2.2656898976086657
4.3, -3.248868417868974e-11, 0.000401139883745854, -2.2566041457877777
4.4, -2.2787512933946854e-11, 0.00033506070244887807, -2.246528172412329
4.5, -1.5987499703603656e-11, 0.0002805673557219875, -2.2353543511507064
4.6, -1.1219499582510977e-11, 0.0002354842815541673, -2.222963543768433
4.7, -7.875297072900194e-12, 0.00019807529619462612, -2.2092240055056225
4.8, -5.529079014873539e-12, 0.00016694799842513212, -2.1939902786773433
4.9, -3.8826078941300745e-12, 0.0001409805516762575, -2.177102133785142
5.0, -2.7269189572303664e-12, 0.00011926522998685464, -2.1583836527578004
5.1, -1.9155456896290383e-12, 0.00010106461446287421, -2.137642599045698
5.2, -1.3457938216467742e-12, 8.577740297621457e-5, -2.1146702876464456
5.3, -9.456378870829586e-13, 7.291157365780192e-5, -2.0892422565628936
5.4, -6.645483120205337e-13, 6.206320931433527e-5, -2.0611201467606786
5.5, -4.670668883342943e-13, 5.289970569435548e-5, -2.0300553072976566
5.6, -3.2830554945829085e-13, 4.514639387813529e-5, -1.995794724489469
5.7, -2.30791650855885e-13, 3.857583583446369e-5, -1.958089869391732
5.8, -1.6225617672335305e-13, 3.299922360762334e-5, -1.9167088736890696
5.9, -1.1408235826533537e-13, 2.8259441872299708e-5, -1.8714519652040837
6.0, -8.021743662674904e-14, 2.4225451686862866e-5, -1.8221692315861509
6.1, -5.640914250769772e-14, 2.078772814760705e-5, -1.7687785737767754
6.2, -3.966961160463793e-14, 1.7854542118092447e-5, -1.7112804677024513
6.3, -2.7899219673657973e-14, 1.5348920561083883e-5, -1.6497655320714582
6.4, -1.9622286697020376e-14, 1.3206154406495404e-5, -1.584411755824608
6.5, -1.3801581738321628e-14, 1.1371749709450221e-5, -1.5154710895061598
6.6, -9.707953362043771e-15, 9.799738858254781e-6, -1.4432494007208094
6.7, -6.828818150157112e-15, 8.451285116870423e-6, -1.3680875890759376
6.8, -4.8037433389775736e-15, 7.2935268413705566e-6, -1.2903523476249075
6.9, -3.3793234415778197e-15, 6.298618065152012e-6, -1.2104411092415515
7.0, -2.377357445766083e-15, 5.442930393096725e-6, -1.1287982527957137
7.1, -1.672521138786629e-15, 4.70638773431331e-6, -1.045932551770364
7.2, -1.1766854930518104e-15, 4.07191068740338e-6, -0.9624238133584796
7.3, -8.278711493949535e-16, 3.524951643893002e-6, -0.878911861927881
7.4, -5.824741853073166e-16, 3.053105107094158e-6, -0.7960706500568494
7.5, -4.0982489084348546e-16, 2.6457805016973233e-6, -0.7145776807616754
7.6, -2.883574534109521e-16, 2.2939270047461758e-6, -0.63508887724799
7.7, -2.0289325634028088e-16, 1.9898017646490153e-6, -0.5582225545745628
7.8, -1.4276224004390294e-16, 1.7267743733934498e-6, -0.48454929170280026
7.9, -1.0045349627293586e-16, 1.499161683239718e-6, -0.4145823375894821
8.0, -7.068533568710258e-17, 1.3020880647740658e-6, -0.34876578261658875
8.1, -4.9740221059713504e-17, 1.131367029843869e-6, -0.2874617004761064
8.2, -3.5001217467152884e-17, 9.834008239109364e-7, -0.23093967540423344
8.3, -2.462901970573721e-17, 8.550951545745385e-7, -0.17937155607540348
8.4, -1.7331292239299588e-17, 7.437866880968813e-7, -0.1328318816801425
8.5, -1.2196653346515086e-17, 6.471813312350039e-7, -0.09130218096811767
8.6, -8.583609561860779e-18, 5.633016357719728e-7, -0.05467682715466072
8.7, -6.041111473354572e-18, 4.904419294125274e-7, -0.022769371721341646
8.8, -4.251399201757404e-18, 4.271299985990803e-7, 0.004680046586561915
8.9, -2.992120368163831e-18, 3.7209433401898946e-7, 0.02799486883708155
9.0, -2.1056554653614027e-18, 3.242361044270605e-7, 0.047549010467454716
9.1, -1.4818933730528694e-18, 2.8260515407730516e-7, 0.0637507787392919
9.2, -1.042871749831486e-18, 2.4637942780600924e-7, 0.07702510631932663
9.3, -7.338895138294802e-19, 2.1484731914234e-7, 0.08779583634787565
9.4, -5.164339135683727e-19, 1.8739251364217734e-7, 0.09646969351562362
9.5, -3.6353669066742525e-19, 1.6348096433932024e-7, 0.10342313385107459
9.6, -2.55738123145781e-19, 1.4264969077264364e-7, 0.10899268163555156
9.7, -1.800965898901387e-19, 1.2449713912383924e-7, 0.11346877106749761
9.8, -1.2673164264180635e-19, 1.0867487995775995e-7, 0.11709259815241188
9.9, -8.922238024624879e-20, 9.48804530362514e-8, 0.1200551050422986
10.0, -6.284817365760947e-20, 8.2851196626639e-8, 0.12249698679261316
10.1, -4.4188154510734445e-20, 7.235892244203256e-8, 0.12450853707474688
10.2, -3.112318467776302e-20, 6.320531749599168e-8, 0.12612826308703298
10.3, -2.193004881100889e-20, 5.5217971284777075e-8, 0.12733960605846173
10.4, -1.5439354113884833e-20, 4.824694129303856e-8, 0.1280660457861641
10.5, -1.0863791292019449e-20, 4.2161782244743255e-8, 0.1281667296644145
10.6, -7.656839820609703e-21, 3.6848975119885864e-8, 0.1274378460408451
10.7, -5.419737824608572e-21, 3.2209701006430227e-8, 0.1256287148280635
10.8, -3.831688536136097e-21, 2.8157912589685873e-8, 0.12248324742622006
10.9, -2.699764458412505e-21, 2.4618662695394593e-8, 0.11781140578750443
11.0, -1.898411596968076e-21, 2.15266549648919e-8, 0.11157679727918876
11.1, -1.3487376863470746e-21, 1.882498659196544e-8, 0.10396198611687003
11.2, -9.654074967148716e-22, 1.64640572109597e-8, 0.09536600489109852
11.3, -6.875323955996883e-22, 1.440062159563913e-8, 0.08631965209168047
11.4, -4.929574904482398e-22, 1.2596966894311677e-8, 0.0773563969973564
11.5, -3.4767912006897857e-22, 1.1020197761893239e-8, 0.06890223436053092
11.6, -2.5263753820662965e-22, 9.641615016050255e-9, 0.0612250639846711
11.7, -1.7728628406807754e-22, 8.436175395325897e-9, 0.054441870149867205
11.8, -1.276754583505783e-22, 7.382021677291856e-9, 0.04855723352163506
11.9, -9.153592827651465e-23, 6.4600738627656484e-9, 0.04350718678340843
12.0, -6.937972617762409e-23, 5.653673380883463e-9, 0.039194388771632074
12.1, -4.8307827840059926e-23, 4.948273347367206e-9, 0.0355112570231927
12.2, -3.915148496663698e-23, 4.3311688386997244e-9, 0.03235307160386017
12.3, -2.8432854185892304e-23, 3.791261948703585e-9, 0.02962440553712081
12.4, -1.920841494098509e-23, 3.31885708878665e-9, 0.027241724269166472
12.5, -1.475072169997655e-23, 2.905482593990541e-9, 0.025134025943363416
12.6, -1.0358505739241346e-23, 2.543735216924606e-9, 0.02324255581577797
12.7, -6.878388292713676e-24, 2.227144541784644e-9, 0.021520071731635948
12.8, -5.87396681332074e-24, 1.9500547405334963e-9, 0.019929840031617744
12.9, -4.1159018379817386e-24, 1.7075214311621636e-9, 0.01844442738118316
13.0, -3.708960541082971e-24, 1.4952216908379263e-9, 0.017044341537163072
13.1, -2.68653280961487e-24, 1.3093755307672518e-9, 0.015716595389490492
13.2, -2.3624202722618697e-24, 1.1466773600110903e-9, 0.014453283497645542
13.3, -1.8425306668916022e-24, 1.0042361568053126e-9, 0.013250255514089013
13.4, -2.3565273170372697e-24, 8.795232320695549e-10, 0.012105949343184094
13.5, -1.607303537509652e-24, 7.703266141011407e-10, 0.011020417882666257
13.6, -1.638732632040852e-24, 6.747112088553393e-10, 0.009994556886424501
13.7, -1.3435937912088017e-24, 5.90983999227319e-10, 0.009029523881125856
13.8, -1.2717324761088182e-24, 5.176636415459645e-10, 0.008126328118932628
13.9, -9.091520365952345e-25, 4.5345389994737846e-10, 0.007285565258952091
14.0, -5.964980232900674e-25, 3.972204310443423e-10, 0.0065072667625904025
14.1, -3.8598856721130047e-25, 3.4797049375585235e-10, 0.005790834409670023
14.2, -2.573257114742003e-25, 3.048352135302501e-10, 0.005135035047400467
14.3, -1.9986939803435025e-25, 2.670540775433012e-10, 0.004538037251415862
14.4, -2.7696889555620034e-25, 2.3396137869784363e-10, 0.003997477168323469
14.5, -2.4242963021201696e-25, 2.0497436218847118e-10, 0.0035105441506509275
14.6, -2.75577503350392e-25, 1.7958285971571453e-10, 0.003074078272610274
14.7, -2.8032460617020867e-25, 1.5734022373707692e-10, 0.0026846724808811573
14.8, -2.6297312689777533e-25, 1.378553979488434e-10, 0.002338772845090206
14.9, -2.5568877946736697e-25, 1.2078598095488136e-10, 0.0020327714849094885
15.0, -2.374369875911753e-25, 1.0583215818947737e-10, 0.001763088218889011
15.1, -1.8957718804138565e-25, 9.273139296253021e-11, 0.0015262385742360138
15.2, -1.3056578919504391e-25, 8.12537812845599e-11, 0.0013188872771569746
15.3, -1.0459995523665012e-25, 7.119798716401087e-11, 0.0011378875474381944
15.4, -9.590375395034803e-26, 6.238768557549096e-11, 0.000980307380118258
15.5, -8.186706199175219e-26, 5.4668449470769883e-11, 0.0008434445178355772
15.6, -6.954914864033134e-26, 4.790502521463597e-11, 0.0007248320513610083
15.7, -8.499769445482094e-26, 4.197894782401519e-11, 0.000622236603261804
15.8, -6.846468118580425e-26, 3.678645350007008e-11, 0.0005336509212188102
15.9, -5.987078814992924e-26, 3.223665228212768e-11, 0.0004572824940041478
16.0, -4.755287479850839e-26, 2.8249928317556663e-11, 0.0003915395514481269
