flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15, whM3R16, whM3R17, whM3R18, whM3R19, whM3R20
0.0, -1.8902049824127698, -1.677269725821877, -1.8271955184723279, -1.8277589110892167, -1.8107008292604783, -1.7665870479539703, -1.5472034639255767, -1.366924175064404, -1.3500097352402427, -1.8961527103374731, -1.430500691595225, -1.5353296514139514, -1.4747243831452617, -1.7958436107220548, -1.3026882540895626, -1.3522430109765962, -1.6979069279704178, -1.8587029893948988, -1.8977616529997916, -1.8326572485552113
0.1, -1.896303197772619, -1.715969995923171, -1.8452425492172153, -1.8459459044954787, -1.8324150131853079, -1.7954136453609115, -1.600627643884263, -1.427039096088833, -1.416143483117813, -1.9010279817487783, -1.4862842874626976, -1.591095054619971, -1.525595031346874, -1.8193302428628761, -1.3623305534331565, -1.4181361961152066, -1.7353795406718795, -1.8707061482071023, -1.9023041786963573, -1.8480731752136548
0.2, -1.900928192500785, -1.7429569452190787, -1.8573525093719372, -1.858496488889252, -1.8467420656893558, -1.8149528189794568, -1.636822876034235, -1.4680661739799943, -1.4578533110181562, -1.9048907132970874, -1.5250818546978602, -1.626591090782824, -1.5607606403401308, -1.8353213113903277, -1.4017469542552645, -1.4623652500709317, -1.7608780473376016, -1.8790684566267213, -1.9059605740951655, -1.8587094608144847
0.3, -1.9044328245464404, -1.7614010719781348, -1.8653365559949555, -1.867233719572351, -1.85600830849567, -1.8278887862892341, -1.660060867042543, -1.4926235216034538, -1.4813713842902116, -1.907931229042582, -1.5497165753960414, -1.6470742754169092, -1.5824087940202258, -1.8461876597813676, -1.4250297996929382, -1.4897579838471664, -1.7776681329122739, -1.8848248274711956, -1.908878068243231, -1.8659473594892313
0.4, -1.9070580301944797, -1.7735201319260772, -1.870326608912908, -1.873289829731305, -1.8616560360281322, -1.8359853562331174, -1.6734470267670856, -1.503769201650312, -1.4912808782374423, -1.9102952873415888, -1.5629461991687652, -1.6564253509783915, -1.5927180770942946, -1.8533877106456331, -1.4353894878939228, -1.5039424174463492, -1.7880234174527139, -1.8886315780421346, -1.9111767706322063, -1.870664880322393
0.5, -1.9089716832777543, -1.7808042001497637, -1.8730236375802387, -1.877378264138753, -1.8645667290486616, -1.8403707234651154, -1.6790991116803178, -1.504114369359835, -1.4907350731461444, -1.9120955506118953, -1.5669456240113462, -1.6572816228328475, -1.5934609775532371, -1.8578204966245275, -1.4352863423353273, -1.5075338472133035, -1.7934509870439161, -1.8909022776259787, -1.9129541108231678, -1.873416688848405
0.6, -1.9102923104625524, -1.7842268528776004, -1.8738520630577542, -1.8799550924812476, -1.8652657309569403, -1.8417470457940233, -1.678408800259306, -1.495669583186549, -1.4818599172283842, -1.913419786451336, -1.5632787970380677, -1.6513833319176627, -1.5859548014825995, -1.8600374781276567, -1.4265834730263576, -1.5024104052614753, -1.7949170611073921, -1.8918903280527528, -1.9142890189081438, -1.8745478334033816
0.7, -1.911103725187761, -1.7844043330432602, -1.8730535518919222, -1.8813142335380826, -1.8640471409251227, -1.840532704869015, -1.6722701626393193, -1.4799508352396753, -1.46611761899409, -1.914336749279624, -1.553035479919434, -1.639880561162696, -1.5711569726791021, -1.8603675297141036, -1.4106932894582316, -1.4899336912651329, -1.7930174237164438, -1.89173874280792, -1.9152455031227773, -1.8742638895768162
0.8, -1.911464117265938, -1.7817060015024355, -1.870743643710444, -1.88164388173109, -1.8610491706026475, -1.8369561027913273, -1.6612528808582907, -1.4581302471656992, -1.444574493399747, -1.9149004106555705, -1.5369904462894513, -1.6235517259591532, -1.5497929021436674, -1.8589912494228884, -1.38870593394167, -1.4711103799362748, -1.788094431261182, -1.8905098324473735, -1.915875567486633, -1.87267392850454
0.9, -1.9114116624147504, -1.7763286804931453, -1.8669461657869926, -1.8810602080251937, -1.856299972276702, -1.831117644809092, -1.6457275916911325, -1.4311585582058177, -1.4180760067877551, -1.9151530048427954, -1.5157372648872263, -1.602947173960731, -1.5224693317645492, -1.855986275754969, -1.361493640614014, -1.4467129227578739, -1.7803151621008806, -1.888202540621839, -1.9162215300999166, -1.8698169819842723
