flowtime, wM1R1, wM1R2, wM1R3, wM1R4, wM1R5, wM1R6, wM1R7, wM1R8, wM1R9, wM1R10, wM1R11, wM1R12, wM1R13, wM1R14, wM1R15
0.0, 0.0020976545388274722, 0.001708170056023705, 0.0019703059652173218, 0.0023535740837796397, 0.0017478141486490409, 0.0015806169258422102, 0.004714429888535335, 0.0030914528811048334, 0.0021595202645860482, 0.0017968008526245967, 0.002226049560916409, 0.001746519941894166, 0.0017038987638206646, 0.0016671208824842573, 0.0020542738426076418
0.1, 0.0007641662577011737, 0.000701781695761639, 0.0007607610271014205, 0.0007187756481771111, 0.0006881302983992915, 0.0006519906229339721, 0.0012360976603872564, 0.0010647838995444744, 0.0007835180360373017, 0.0006854263942762318, 0.0006869555606495015, 0.0007393434730016906, 0.0007117295526735388, 0.0006983223020486421, 0.0007887011635271923
0.2, 0.0004043746678465136, 0.00037254877656877673, 0.0004006355365279829, 0.0003530633663064826, 0.0003688955694208252, 0.0003510241230713745, 0.0005422048245145019, 0.0005287019108868715, 0.0004060148239506695, 0.0003791895365684332, 0.0003356517283671485, 0.00039625293525936045, 0.0003797003500650975, 0.0003727447594475131, 0.00041383805835785883
0.3, 0.00025472066185450523, 0.00023301312172704903, 0.00025080660602766063, 0.0002176917936837127, 0.00023614585065322578, 0.00022171179192247218, 0.0003182726042940647, 0.0003207965010256708, 0.0002518917914451027, 0.0002442267158963496, 0.00020449638601783955, 0.0002488181751791176, 0.00023785460068730127, 0.00023367744949269012, 0.00025835903285794054
0.4, 0.00017547237168984294, 0.0001597633813953234, 0.00017248638358343223, 0.00014975885952726124, 0.0001650087386029405, 0.00015281249904616358, 0.0002148751230644421, 0.00021757326114862083, 0.000172560897313545, 0.00017026925611603058, 0.0001395292084073225, 0.00017095885405937834, 0.0001630039277719519, 0.00016041253250613928, 0.00017743360921279128
0.5, 0.00012618305145637622, 0.00011457941086030792, 0.00012421009209611416, 0.00010834265092958449, 0.00011998713017501212, 0.00010987499873687502, 0.00015471782065805777, 0.00015591619408323153, 0.00012406355308548452, 0.0001233777594130947, 0.000100505939544511, 0.00012279550451656967, 0.00011674205915447817, 0.0001151592335995289, 0.00012763408665646852
0.6, 9.255079568501874e-5, 8.38893366377091e-5, 9.137404339178632e-5, 8.015626568011549e-5, 8.880796433263407e-5, 8.054864866548709e-5, 0.00011462984027979949, 0.00011460231008445812, 9.118590981176353e-5, 9.102581553978442e-5, 7.419817639089469e-5, 9.003068713266829e-5, 8.53257807399457e-5, 8.440361814200453e-5, 9.377915346250945e-5
0.7, 6.852098389510883e-5, 6.201436259695168e-5, 6.790182438533736e-5, 5.9918220032543344e-5, 6.62788393229664e-5, 5.958848014173495e-5, 8.603584815510779e-5, 8.523458140853224e-5, 6.771208418096655e-5, 6.774488036535595e-5, 5.539896762909121e-5, 6.664932980059656e-5, 6.295948705364845e-5, 6.246919582618559e-5, 6.95907310718772e-5
0.8, 5.097999724501524e-5, 4.6070630700429475e-5, 5.072861827947058e-5, 4.502924525537664e-5, 4.968466793334795e-5, 4.4290303506909246e-5, 6.499564416081026e-5, 6.377445643757296e-5, 5.0546538542938746e-5, 5.065672527571488e-5, 4.159972417617915e-5, 4.9588271489165974e-5, 4.668308221350571e-5, 4.647034941926425e-5, 5.190704286721887e-5
0.9, 3.804411191197054e-5, 3.4327412422943173e-5, 3.802429895052432e-5, 3.395099959608985e-5, 3.735012938976056e-5, 3.3013577274052423e-5, 4.9291161184441465e-5, 4.7888921043288295e-5, 3.7852580531829845e-5, 3.7993061821105764e-5, 3.134413678782815e-5, 3.7007069484845754e-5, 3.4715337713141884e-5, 3.4675936458556156e-5, 3.883828116794839e-5
