flowtime, whM1R1, whM1R2, whM1R3, whM1R4, whM1R5, whM1R6, whM1R7, whM1R8, whM1R9, whM1R10, whM1R11, whM1R12, whM1R13, whM1R14, whM1R15, whM1R16, whM1R17, whM1R18, whM1R19, whM1R20
0.0, 0.012126133503380824, 0.0007299875094226994, -0.006040552190951367, 0.00027411404984123763, 0.00257087649541008, 0.004787996033370728, 0.0005374527107446963, 0.0008466942664151555, -1.6050795111268143e-7, 0.0003832948448431014, 0.0006772288128844047, 0.006846131448267122, 0.0017807011596392918, 0.002088386048288054, -0.0059406120589208305, 0.0002770796865514734, 0.001325359971260977, 0.007860971221444813, -0.0007496801700006819, 0.004578807261291488
0.1, 0.009369372435701288, 0.0006377273371175493, -0.003365449785857765, 0.0002280375530617704, 0.0018685673591000318, 0.0034061954586378598, 0.00042229876695577107, 0.0006648981099429477, 0.0004735393623238065, 0.0006040484672887334, 0.001046742649837583, 0.0054329783088903575, 0.0013418197364638102, 0.001528207649219295, -0.0035482561215297295, 0.0002296969289013416, 0.0009553370266469709, 0.005563560477400939, 0.000458760627266848, 0.0029391783687757285
0.2, 0.007198881599684456, 0.0005474617282086089, -0.001704901351850236, 0.00019043716184985004, 0.0013809374708840115, 0.0024554771850384648, 0.0003343450471629288, 0.0005219231915003723, 0.0007362638456692378, 0.0006504503994902408, 0.0011356499397211963, 0.004304422357246683, 0.0010435185367637025, 0.0011103360451355116, -0.001976209432231175, 0.0001913759547994306, 0.0006977914039253028, 0.003978890558128274, 0.001164818979223425, 0.0019153833058269264
0.3, 0.005519803318860102, 0.0004639557903585279, -0.0007030298042580407, 0.00015966312496820293, 0.0010367887666141299, 0.0017973283836786725, 0.0002667166086642019, 0.00041076259387137537, 0.0008423852437015678, 0.0006124559760690727, 0.0010830305639270609, 0.003408981435533468, 0.0008287098191267108, 0.0008052881041860335, -0.0009829345719139264, 0.0001602045890726965, 0.0005170064443350327, 0.0028788376411906353, 0.0015068866428082455, 0.0012755232142056697
0.4, 0.004235566216787861, 0.00039000627544174437, -0.00012078159545298147, 0.00013439033688435843, 0.0007900609608051774, 0.0013371823617958055, 0.00021436227443177798, 0.00032486365306588115, 0.0008464517025930359, 0.0005395647072858634, 0.0009690792062491685, 0.0027006938417153893, 0.0006671764455033326, 0.0005856920095250241, -0.00038079696913731985, 0.00013471116755819936, 0.0003888074597828537, 0.0021085015188900564, 0.0016104184180202675, 0.0008718965944271176
0.5, 0.003259582455502881, 0.0003264728527863191, 0.00019954996173867707, 0.00011355895210593878, 0.0006104943726737548, 0.0010113504203076826, 0.00017355341359667065, 0.0002586207285569623, 0.0007918871235854132, 0.0004577308415188605, 0.0008372040572362124, 0.0021416068027169132, 0.0005421060721068182, 0.00042885526101253284, -3.350884297534691e-5, 0.00011375470534646728, 0.0002968476237899428, 0.001563589083716404, 0.0015709481460978608, 0.0006129915523764696
0.6, 0.0025196739861990114, 0.00027295476149599566, 0.00036028791365199216, 9.632258854128617e-5, 0.0004779127007315637, 0.0007772082232208986, 0.0001415235852770847, 0.00020747968876927496, 0.0007091044168305423, 0.00037958010448185835, 0.0007090843507118884, 0.0017011173894788275, 0.0004434635848576821, 0.0003171685001210978, 0.00015320465654170988, 9.644443040403384e-5, 0.00023005192748686723, 0.0011739922928714489, 0.001454296825978859, 0.00044307218478765813
0.7, 0.001958419107129894, 0.00022841156414452193, 0.00042665176301306213, 8.200517603493507e-5, 0.00037867151417015255, 0.0006062622153103807, 0.00011620947440506631, 0.0001678580305556398, 0.0006174400438878248, 0.00031044380447235834, 0.0005941903006222118, 0.0013546350799219006, 0.00036476719777162834, 0.00023753139653700243, 0.00024212120989634435, 8.208036309275482e-5, 0.00018088678332497393, 0.0008924144382508983, 0.0013027596576530008, 0.0003284833021254171
0.8, 0.001531509165717855, 0.00019157860598605347, 0.00043939410777801857, 7.006591717765708e-5, 0.0003034168209606943, 0.0004794096857455793, 9.606407471677696e-5, 0.00013699519898907495, 0.0005280693269254812, 0.0002518389005092655, 0.0004954962866392001, 0.0010823952978318058, 0.00030151678574164025, 0.00018046761241924405, 0.00027373651373207225, 7.010908056920944e-5, 0.0001441987290467293, 0.0006867193910131324, 0.001141948054184648, 0.00024892663948875005
0.9, 0.0012054087027961976, 0.00016120135714935865, 0.0004234114851359305, 6.0071255754843405e-5, 0.0002456496757453579, 0.00038376189390431427, 7.992137078897981e-5, 0.00011279164137091394, 0.000446687433030839, 0.00020342289217479596, 0.00041276594734786167, 0.0008685461312523166, 0.0002504110825086093, 0.0001392499319531248, 0.0002734334647320234, 6.009052076491019e-5, 0.00011643807237347388, 0.0005348697911613068, 0.0009863924795775016, 0.00019208878500649187
