flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15
0.0, -1.5565820525706549, -1.2872532239564798, -1.390753907470219, -1.2517318853643058, -1.585817862190858, -1.4392292000440536, -1.1380247729104978, -1.2687798738689549, -1.2412393354349749, -1.3967239314117943, -1.5506770196207695, -1.3487198757937993, -1.564076327962464, -1.305501891278447, -1.4348551347624263
0.1, -1.6817248996238139, -1.5428620864299998, -1.6196679895669825, -1.5375118942814903, -1.7000428817234485, -1.6271398866549613, -1.4653971949298004, -1.5435912058081882, -1.5459499589055854, -1.605289309282452, -1.6878963469013306, -1.5954899945356165, -1.6947597475906089, -1.5695381170807492, -1.6340777410624687
0.2, -1.7157465997750985, -1.6045895083435213, -1.6690735688952034, -1.6038380446840486, -1.7306235105888417, -1.669020998523412, -1.5441348964477595, -1.6116254555745557, -1.620994270246209, -1.657289643205726, -1.7216636359504556, -1.6452779807193498, -1.7281846409020507, -1.6258978542324767, -1.6787709020467354
0.3, -1.7248521087236286, -1.6195467103104586, -1.6799452821374545, -1.6193688942301567, -1.7388036960850308, -1.677897451569254, -1.5621810264818579, -1.6285572030622928, -1.6424641052315738, -1.6700627926505178, -1.7310616327609043, -1.6548596572823728, -1.7381055932518759, -1.6397246767803608, -1.690492563172577
0.4, -1.725139781011437, -1.6176594804441553, -1.6786094098988555, -1.6179229950282166, -1.7390306648551315, -1.6756621828392018, -1.5587775305892166, -1.6278761083106117, -1.645735007217472, -1.6690998812555033, -1.7320687795921128, -1.6514706512925559, -1.7398747031545785, -1.6398776140312272, -1.6913399086014396
0.5, -1.721390069316944, -1.607915881194483, -1.6720272969701888, -1.6088476020614575, -1.7355613326616215, -1.6685443390083243, -1.5456240329647237, -1.6193254803156114, -1.6409963205893388, -1.6619785599958652, -1.7292120691831059, -1.6423619750727352, -1.7379215954853122, -1.6339246262451603, -1.687430022591724
0.6, -1.715216829621604, -1.5936089519831935, -1.662507457616573, -1.5952793689979725, -1.7297971875263911, -1.6586796153446919, -1.526980872455588, -1.6062623197063897, -1.6317840144830953, -1.6514056295067092, -1.723989879310288, -1.6298883300995461, -1.733722909433791, -1.6243531665012085, -1.6808180212341537
0.7, -1.7071833429275367, -1.5760696790997586, -1.650898612691169, -1.5783619555451114, -1.7221914962199378, -1.6468454207225616, -1.5045926287862452, -1.5899367794305999, -1.6194294915350642, -1.6384407946633281, -1.7169108401873558, -1.6148564177092468, -1.7277789159803447, -1.6120584435560785, -1.6722517943931567
0.8, -1.6974603245714135, -1.5558415117572453, -1.6375062484302174, -1.5584914622218955, -1.7128455940180654, -1.6332893486434445, -1.4792290490086415, -1.5708036998139796, -1.6044148304651706, -1.6235026275329374, -1.70811592258437, -1.5974985056951074, -1.7202236413112573, -1.597335698038217, -1.6619943546484037
0.9, -1.686058052152064, -1.5331123950838619, -1.6224069400171184, -1.5357525142677615, -1.7017203802448821, -1.6180227638648217, -1.451244049723626, -1.548987622579179, -1.5868535831367807, -1.606732035839641, -1.6975970747356326, -1.577806586940851, -1.7110410663090658, -1.5802223856812638, -1.6501110538895036
