flowtime, whM1R1, whM1R2, whM1R3, whM1R4, whM1R5, whM1R6, whM1R7, whM1R8, whM1R9, whM1R10, whM1R11, whM1R12, whM1R13, whM1R14, whM1R15, whM1R16, whM1R17, whM1R18, whM1R19, whM1R20
0.0, 0.003122583645024575, 0.006242659759702009, 0.0017665666967858586, 0.0040563104140793, 0.00597910279186541, 0.0034038487230774453, 0.0029757164832702973, 0.002048934962117536, 0.0009244263028491739, 0.005906588531550888, 0.00338804191284492, 0.0058721104539157225, 0.001745772509102441, 0.0018402719301382371, 0.006257694359238722, 0.002945514668269896, 0.003810458156834131, 0.0030036373479705477, 0.006471807737657151, 0.005950579945438999
0.1, 0.0021975349354941918, 0.004368452238155738, 0.001264472904221486, 0.003102119730401982, 0.00427191356925781, 0.0024870521550167607, 0.0022030293761988442, 0.0018062481675963848, 0.0008199049754279887, 0.004377193551313568, 0.0024122932061759706, 0.004085127728559599, 0.0012396691285728925, 0.0013734336770880495, 0.004791415462677688, 0.002413816447476279, 0.003131785973205931, 0.0021885968021126655, 0.004639643497265657, 0.004475490376136385
0.2, 0.001539067338622243, 0.0030403068603647083, 0.0009022395751167035, 0.002339067122219411, 0.003031282222807034, 0.001801524318856954, 0.0016137025983598834, 0.0015051942580020824, 0.0006818125271153277, 0.0032304462165097148, 0.0017170128125367332, 0.0028325762466129517, 0.0008787679247429687, 0.001010394605784859, 0.003604422721510891, 0.0019041791151083814, 0.002490920879876628, 0.0015833952490913177, 0.0033063566619810124, 0.003301321604932701
0.3, 0.0010746370297144495, 0.0021069420834508856, 0.000642456669626284, 0.0017440043445303092, 0.002138126884018507, 0.001296512484871378, 0.0011729636545835436, 0.0012091952888726332, 0.0005446011436144933, 0.0023742568934633, 0.0012221443295172122, 0.0019602790041940345, 0.0006225169724707673, 0.0007354476739529169, 0.002671710344995611, 0.0014613826926813595, 0.0019346037114803733, 0.001139545622999724, 0.0023473611307225036, 0.002397895167513654
0.4, 0.0007492216316803594, 0.001455541777099224, 0.00045695919029878476, 0.0012890320480347188, 0.0015009383640081455, 0.000928727735981188, 0.0008480700495220238, 0.0009476284859646292, 0.0004236096255060554, 0.0017385482688260356, 0.0008703555741505624, 0.0013556669322145822, 0.0004410689569526344, 0.000531150945849704, 0.0019562175011237247, 0.0010993963980059378, 0.0014764974603458732, 0.0008171807021473051, 0.0016632510243528636, 0.0017205549467797891
0.5, 0.0005222268700653929, 0.0010034553541364768, 0.00032490419957781954, 0.000946544987160311, 0.00105001985132597, 0.0006631926506497868, 0.0006110883465472878, 0.0007301830135024031, 0.00032365942740831725, 0.0012693183427993193, 0.0006205297112194325, 0.0009379149475160486, 0.0003127750398241102, 0.00038144846419556366, 0.0014180800463741625, 0.0008153598606115754, 0.0011125983895523002, 0.0005847757741316185, 0.0011779528813242028, 0.0012228676257210805
0.6, 0.00036430961866233013, 0.0006910347392491445, 0.00023107203498627673, 0.0006918478049834036, 0.0007330540929343243, 0.0004726975339076889, 0.0004395289752595136, 0.0005562678521333797, 0.0002443367949825896, 0.0009248628656954093, 0.0004432077785137082, 0.0006497721378433202, 0.00022210230550044168, 0.0002728602478519545, 0.0010198729580000968, 0.0005987723131698596, 0.0008308433811107229, 0.0004181227224514216, 0.0008348765944846651, 0.0008629181935476691
0.7, 0.00025457945213199575, 0.00047578360553402415, 0.0001644626664643162, 0.00050419064185627, 0.0005113963410289911, 0.00033664857121500205, 0.0003159637059071888, 0.00042068703077603547, 0.00018300715147691877, 0.0006731636906582876, 0.00031733590426776274, 0.000451120933159144, 0.00015799301562074427, 0.00019467125048639345, 0.0007291212397047167, 0.00043690726648503445, 0.0006166903534199702, 0.0002990465604347506, 0.0005927586136916686, 0.0006057643992942308
0.8, 0.00017832923636757964, 0.0003277555279314192, 0.0001171870696742841, 0.00036687492619332234, 0.0003569412848301675, 0.00023977103780141768, 0.00022724403394765448, 0.0003167968879684172, 0.0001364080342750314, 0.0004898865553478104, 0.00022791466055215644, 0.0003140825509129881, 0.00011261802817797109, 0.00013866313180584076, 0.0005191007022435071, 0.00031761807185805654, 0.0004560679981954309, 0.0002141384704627097, 0.00042193887555946175, 0.00042375875037218934
0.9, 0.00012528789269816725, 0.00022603920222308686, 8.361932733626576e-5, 0.00026687757060751843, 0.0002495319454936683, 0.00017090381034485478, 0.00016364073390706674, 0.00023809665751348252, 0.00010141032600337396, 0.00035674587679617283, 0.00016429191833272668, 0.00021940170041148292, 8.045369812182124e-5, 9.868553160666305e-5, 0.00036866184882740105, 0.0002305271861317549, 0.0003367079762962156, 0.00015363829245040783, 0.00030131486001116776, 0.0002958230556407913
