flowtime, whM1R1, whM1R2, whM1R3, whM1R4, whM1R5, whM1R6, whM1R7, whM1R8, whM1R9, whM1R10, whM1R11, whM1R12, whM1R13, whM1R14, whM1R15
0.0, 0.0020499781775595066, 0.0021076003238344816, 0.003257725029641022, 0.002251485818013835, 0.002327444003339661, 0.00499849394505963, 0.0024450121185849213, 0.00418211512848752, 0.002430702513946402, 0.012114139097643438, 0.0029127002394674366, 0.0022463571599286667, 0.00485629383194771, 0.0020508403916071703, 0.010747882598722735
0.1, 0.001165804869445378, 0.0012442686848281306, 0.002016013126635967, 0.0013065527329823912, 0.0013331093763102667, 0.0032346842342748853, 0.0014283094876516226, 0.0026103958975651877, 0.001397179583519478, 0.008046665495734446, 0.0017997748615903217, 0.0013273123077019713, 0.003095380904403959, 0.0011692801672139263, 0.007209123378640455
0.2, 0.0006528781662775737, 0.0007249356810418131, 0.0012350418677154877, 0.0007484622673722925, 0.0007394100290676132, 0.002059421447785598, 0.0008214768277868309, 0.0016046656700823459, 0.0007884579436539619, 0.0052570589632683585, 0.0010957877462493915, 0.0007746763944560338, 0.001941416141386086, 0.0006586522008067186, 0.004761227738199022
0.3, 0.00036062423186551803, 0.0004177578398936788, 0.0007507243611757019, 0.0004240285259210074, 0.0003957856137454073, 0.001292483764035334, 0.00046604680051416295, 0.0009738634691671877, 0.0004375056034585987, 0.003381825400952824, 0.0006589140011580742, 0.00044789147987538017, 0.001201323447013981, 0.00036715562236359336, 0.003097188033543134
0.4, 0.00019665586753284226, 0.0002385639718670186, 0.0004536991581699612, 0.0002379185168719527, 0.0002030822356420018, 0.0008012504474376598, 0.000261227977085697, 0.0005848332312074668, 0.00023892954923971784, 0.002145191438899267, 0.000392157830148131, 0.0002571552174039962, 0.0007352806504667382, 0.00020275180382711033, 0.001985745227172526
0.5, 0.00010589783081166134, 0.00013520186275542886, 0.0002730823037749047, 0.00013234572182100297, 9.859165666867487e-5, 0.0004916760188359933, 0.0001448424503879521, 0.00034823483614277004, 0.00012843684683174324, 0.0013440840384259121, 0.0002314508383779332, 0.0001469130115211487, 0.0004462180117790189, 0.00011097319467462593, 0.0012562157707420838
0.6, 5.627627414988629e-5, 7.61255383320244e-5, 0.00016393864612168835, 7.302744046901303e-5, 4.405938037535867e-5, 0.00029924478429925255, 7.950556512774407e-5, 0.0002059664153570742, 6.789584132502863e-5, 0.0008333794525888586, 0.00013568889666559132, 8.364851035539131e-5, 0.0002690879385866106, 6.019688551914295e-5, 0.0007852952318614327
0.7, 2.946388066764958e-5, 4.261458936583026e-5, 9.82742373247161e-5, 3.997595651652274e-5, 1.6915895064363836e-5, 0.00018097215929932138, 4.321636689469506e-5, 0.00012119176023065802, 3.521421860703494e-5, 0.0005123315646239655, 7.912671049304271e-5, 4.752458928910162e-5, 0.0001615592054703522, 3.233838451235707e-5, 0.0004859521799686625
0.8, 1.5150141657525146e-5, 2.3725970696170315e-5, 5.8880923059951464e-5, 2.170051391484151e-5, 4.265673652093798e-6, 0.0001089295142151355, 2.3255432770121904e-5, 7.103388401044012e-5, 1.784012194268288e-5, 0.0003128736637684338, 4.595045442301295e-5, 2.6967002725289105e-5, 9.673284827233358e-5, 1.717938640020973e-5, 0.0002982431060507218
0.9, 7.609876876111598e-6, 1.3138276578679987e-5, 3.528618638371404e-5, 1.166994590129903e-5, -1.028078033814622e-6, 6.534913018417262e-5, 1.2376769844169493e-5, 4.151835079646342e-5, 8.759421412880849e-6, 0.00019013386991278554, 2.6597352861222375e-5, 1.5292559832509267e-5, 5.783816233014732e-5, 9.002619826372065e-6, 0.00018188137837526106
1.0, 3.6999231401090237e-6, 7.2337923964554336e-6, 2.116293217486836e-5, 6.206566345865888e-6, -2.7854475327826886e-6, 3.912076217704475e-5, 6.502810700304357e-6, 2.422012760495011e-5, 4.108994591368339e-6, 0.00011516102301847038, 1.5355878954403595e-5, 8.670603233310182e-6, 3.457274851053536e-5, 4.635613403130115e-6, 0.0001104134217415509
1.1, 1.7125342171364522e-6, 3.957448458510459e-6, 1.270791852340982e-5, 3.255730760636046e-6, -2.9759739183231935e-6, 2.3392059800015975e-5, 3.362679553064154e-6, 1.4111695792027912e-5, 1.7893424917594508e-6, 6.961389917311238e-5, 8.847667376629107e-6, 4.916509064058582e-6, 2.0678172220048583e-5, 2.330937449660586e-6, 6.682859511345863e-5
1.2, 7.29282152884304e-7, 2.1488898676270285e-6, 7.642567350630039e-6, 1.6774802973216949e-6, -2.569149055529452e-6, 1.3981750164525612e-5, 1.703092945405316e-6, 8.216547565667019e-6, 6.742462435492901e-7, 4.204570344198232e-5, 5.089406671249576e-6, 2.7884539641390078e-6, 1.2383460471858985e-5, 1.132831758341752e-6, 4.038304587363785e-5
1.3, 2.615373050385496e-7, 1.1562832121713026e-6, 4.604382291600693e-6, 8.434096730076543e-7, -2.0122827528392063e-6, 8.358998693779796e-6, 8.380701250418088e-7, 4.782938772277256e-6, 1.6784856405100614e-7, 2.5396788600180266e-5, 2.923497829587034e-6, 1.5819255424063538e-6, 7.429216133359753e-6, 5.222907425925316e-7, 2.439022358712834e-5
1.4, 5.2506765253463746e-8, 6.151172594576931e-7, 2.7793415020620598e-6, 4.0932514813532987e-7, -1.4908190713778375e-6, 5.000983305806103e-6, 3.95136305835955e-7, 2.7844531497837756e-6, -4.0184353536894316e-8, 1.535245184799177e-5, 1.6772733126203542e-6, 8.976493986731874e-7, 4.466568850241424e-6, 2.1969867968663144e-7, 1.4736544622499401e-5
1.5, -3.0763908990017344e-8, 3.2242775903877207e-7, 1.6811201447314984e-6, 1.8798652670677708e-7, -1.0656855949562844e-6, 2.9951972957510355e-6, 1.7371232906479674e-7, 1.6215627172530278e-6, -1.0838497843614182e-7, 9.292949190526763e-6, 9.611708459364214e-7, 5.094246984606753e-7, 2.6918142031170762e-6, 7.579528253263391e-8, 8.913170442190239e-6
1.6, -5.579740691471484e-8, 1.6569191472007317e-7, 1.0189938314246795e-6, 7.832011844112189e-8, -7.432053396979494e-7, 1.7963285262088235e-6, 6.67691636333931e-8, 9.448375200479632e-7, -1.1569908594375164e-7, 5.634792676455684e-6, 5.501619514846859e-7, 2.8909265651336915e-7, 1.626398305543753e-6, 1.1801566307650795e-8, 5.399360943744874e-6
1.7, -5.599254832070158e-8, 8.281868603412763e-8, 6.189788336674542e-7, 2.6265583488948155e-8, -5.091189886135762e-7, 1.079012864314636e-6, 1.780607449610855e-8, 5.508943976249932e-7, -1.0004170392584477e-7, 3.4235004842544703e-6, 3.1451557824081024e-7, 1.6401704563918804e-7, 9.852794923289608e-7, -1.3263117161511894e-8, 3.277026138102286e-6
1.8, -4.724360090581974e-8, 3.9727074466710164e-8, 3.768043596089038e-7, 3.2371582915170166e-9, -3.4411638302685396e-7, 6.492522802460698e-7, -2.6100263569148134e-9, 3.2144594815427824e-7, -7.862709399277234e-8, 2.08453154961802e-6, 1.795547822517228e-7, 9.300965375270277e-8, 5.984922946865659e-7, -2.0308163385447056e-8, 1.9931865044393357e-6
1.9, -3.666194461448158e-8, 1.782732734556898e-8, 2.2987289241857143e-7, -5.658951551808641e-9, -2.302035427562895e-7, 3.9137430480464116e-7, -9.54958765071856e-9, 1.877165326140353e-7, -5.853199071244104e-8, 1.2721450460869695e-6, 1.0234591021431441e-7, 5.270207346433856e-8, 3.6452029827934464e-7, -1.971737451992005e-8, 1.2150935648454591e-6
2.0, -2.7088269470311077e-8, 7.056674881425096e-9, 1.4053370075003902e-7, -8.030470206917237e-9, -1.527583516097325e-7, 2.3637073300943182e-7, -1.0549850767226643e-8, 1.0971544862112869e-7, -4.208342919739462e-8, 7.781685540443856e-7, 5.8230639153337926e-8, 2.982919425999662e-8, 2.2260370375748932e-7, -1.6444659934739996e-8, 7.425023176524114e-7
2.1, -1.9383665660337194e-8, 2.0198753766800907e-9, 8.609502480935527e-8, -7.656838008682114e-9, -1.007159108830797e-7, 1.430329845666709e-7, -9.254999160261124e-9, 6.418167307889586e-8, -2.953939439270069e-8, 4.771104269711759e-7, 3.3059804377402375e-8, 1.6857779451774568e-8, 1.3628990017648685e-7, -1.2704911345318668e-8, 4.548011169944751e-7
2.2, -1.3563194828918457e-8, -1.4052907179313987e-10, 5.285187874737035e-8, -6.339435968473504e-9, -6.605891318859237e-8, 8.672191642502695e-8, -7.336744345915753e-9, 3.757794985161823e-8, -2.0375858619558488e-8, 2.931953462119578e-7, 1.8721653392827622e-8, 9.508417996362196e-9, 8.365292774312042e-8, -9.375168917161757e-9, 2.792369316356676e-7
2.3, -9.335801306745009e-9, -9.136540624062396e-10, 3.2509064275983945e-8, -4.880799541607828e-9, -4.3144090213800666e-8, 5.2683340462973894e-8, -5.494748462321669e-9, 2.202063112624301e-8, -1.387130650614272e-8, 1.805769554872706e-7, 1.056993448196945e-8, 5.349783575526342e-9, 5.146892199316215e-8, -6.710617796655525e-9, 1.7184275138492563e-7
2.4, -6.3462732919405994e-9, -1.0586040092509575e-9, 2.0034785098630864e-8, -3.595506283784816e-9, -2.8079782586041315e-8, 3.206751022183384e-8, -3.969048688073255e-9, 1.2914961622547669e-8, -9.347327637646033e-9, 1.1145546086229284e-7, 5.9460165480183576e-9, 3.0006365784309188e-9, 3.174038478835765e-8, -4.700951726162855e-9, 1.0599052471936075e-7
2.5, -4.2722160880404874e-9, -9.5035674124518e-10, 1.237011828046191e-8, -2.5716485271380206e-9, -1.822247190226101e-8, 1.9556708517676336e-8, -2.7965453903616857e-9, 7.580752890243245e-9, -6.248028214231042e-9, 6.893436706826157e-8, 3.3303274145590757e-9, 1.6765433601024227e-9, 1.9617201800047213e-8, -3.240959227758197e-9, 6.551558385922089e-8
2.6, -2.853725830769431e-9, -7.654633495600443e-10, 7.651445003894522e-9, -1.801096332027612e-9, -1.1796940075365223e-8, 1.1949569815876057e-8, -1.935182011091969e-9, 4.453223090549081e-9, -4.149162996782661e-9, 4.271930068515907e-8, 1.8554834826735301e-9, 9.322736784768976e-10, 1.2149912684683776e-8, -2.20721587044655e-9, 4.058113734036945e-8
2.7, -1.8942288402470782e-9, -5.80572228738881e-10, 4.740936620890974e-9, -1.2418475107392588e-9, -7.621631569474961e-9, 7.315082839077131e-9, -1.3210398328306438e-9, 2.6179712481920427e-9, -2.740640676126323e-9, 2.6523030780668827e-8, 1.0271467467096731e-9, 5.153528343835323e-10, 7.540040292086479e-9, -1.4887862402108357e-9, 2.518626290255203e-8
2.8, -1.2508295672142566e-9, -4.2389085442879333e-10, 2.9424291777532395e-9, -8.460014115118893e-10, -4.915641054325012e-9, 4.486202343952689e-9, -8.923327133707573e-10, 1.5401669845849059e-9, -1.8022439252099537e-9, 1.649639246358592e-8, 5.641064877621517e-10, 2.827924756211699e-10, 4.688048781264971e-9, -9.964564263041172e-10, 1.56610148632511e-8
2.9, -8.224043195176578e-10, -3.015000763383969e-10, 1.8291061558010924e-9, -5.708807796129145e-10, -3.165765946395571e-9, 2.7562043969563697e-9, -5.977210921614554e-10, 9.067061475548937e-10, -1.1807452808332971e-9, 1.0277274568477167e-8, 3.0674550744114325e-10, 1.537471440321867e-10, 2.920000156483929e-9, -6.627307087761688e-10, 9.75549260537455e-9
3.0, -5.387548631355832e-10, -2.1040916136565077e-10, 1.1387611617304107e-9, -3.8228956048441696e-10, -2.0362788223364383e-9, 1.6962732350103902e-9, -3.976738027984574e-10, 5.341260031189225e-10, -7.711317930777559e-10, 6.412792731113559e-9, 1.6470297900934588e-10, 8.260495849982414e-11, 1.8218031377843601e-9, -4.384690880348111e-10, 6.087073408162433e-9
3.1, -3.518468526857811e-10, -1.4474338808040071e-10, 7.099981464350635e-10, -2.543974179882203e-10, -1.3083779840749918e-9, 1.0457063897783439e-9, -2.6311057127534044e-10, 3.1483378315656736e-10, -5.022637045930278e-10, 4.007329405588414e-9, 8.698631897680741e-11, 4.37016724318236e-11, 1.138425934972955e-9, -2.888226438552426e-10, 3.804133166275367e-9
3.2, -2.2917436518997583e-10, -9.846155792544043e-11, 4.4328490527268854e-10, -1.6840972785904518e-10, -8.39908190600864e-10, 6.45699053811165e-10, -1.7327633386457824e-10, 1.8567820798258767e-10, -3.2638504319713954e-10, 2.5076176792638656e-9, 4.492837558963932e-11, 2.264520038838739e-11, 7.124451440125335e-10, -1.8954205804770362e-10, 2.3809472473682505e-9
3.3, -1.4893162451660025e-10, -6.638208238248476e-11, 2.7712814508974725e-10, -1.1099841172475255e-10, -5.387505450527173e-10, 3.9933116384972313e-10, -1.1367105721812237e-10, 1.0956293490145884e-10, -2.1167026750077603e-10, 1.5711859839154498e-9, 2.248659025555409e-11, 1.1398022944466162e-11, 4.464796493614282e-10, -1.239929959724985e-10, 1.492283249311322e-9
3.4, -9.659348207957354e-11, -4.442993558617569e-11, 1.7346892559353623e-10, -7.288678795587225e-11, -3.4534021277178325e-10, 2.473401976288573e-10, -7.43234755138706e-11, 6.468002133259372e-11, -1.3703575561003514e-10, 9.856375630305439e-10, 1.0733032357179956e-11, 5.494290323538393e-12, 2.8016737713521576e-10, -8.089055642584773e-11, 9.365314468955135e-10
3.5, -6.254011323571502e-11, -2.9559018540895064e-11, 1.0871217710509569e-10, -4.77084619089719e-11, -2.2123268190995778e-10, 1.5342288538029133e-10, -4.84590289771097e-11, 3.8199757177024635e-11, -8.858242003345942e-11, 6.190069820127277e-10, 4.732809740684235e-12, 2.4682795609453195e-12, 1.760204068471627e-10, -5.264607101387563e-11, 5.884736086148641e-10
