flowtime, wM1R1, wM1R2, wM1R3, wM1R4, wM1R5, wM1R6, wM1R7, wM1R8, wM1R9, wM1R10, wM1R11, wM1R12, wM1R13, wM1R14, wM1R15
0.0, 0.005667004815067261, 0.0017638536878060997, 0.0024006357118848244, 0.002252092569713859, 0.0017238999162838707, 0.004764395737498393, 0.001707244452006514, 0.0018780787705146172, 0.00324167538903409, 0.004944857747711011, 0.003241110306793823, 0.001532492506869534, 0.0036723730562996824, 0.0017199389694998307, 0.0022268691058388657
0.1, 0.0032988350388024924, 0.0008244352494508649, 0.0011821936270297038, 0.0011498370147717135, 0.0007981679590494733, 0.0023158559418400173, 0.0007883290308320706, 0.0008764694813612982, 0.0016307757076017466, 0.0024752845377025686, 0.0015016517707807263, 0.0007316939163030958, 0.0018946532256038458, 0.0007886084079930948, 0.0010491105505038398
0.2, 0.0018143406086108761, 0.0003783918204899054, 0.00056008221492828, 0.0005496924671384685, 0.00036338886383220604, 0.0010840774269369013, 0.0003572745162846914, 0.00040035471010789963, 0.0007984316840553603, 0.0011950923181846985, 0.0006768126898363542, 0.00034138514267487526, 0.0009425209815475178, 0.0003560385161447021, 0.0004775239414871636
0.3, 0.000948978171743109, 0.00017155164142490043, 0.0002581102358954084, 0.00025111392989984616, 0.0001635466752374859, 0.0004940757865298594, 0.00015984815600418676, 0.0001802146472421036, 0.0003840434243537462, 0.0005623641277854802, 0.00029925919522159504, 0.00015689827968128672, 0.00045634172401603856, 0.0001590468983265203, 0.0002117741435060515
0.4, 0.00047558009976914685, 7.713999886021016e-5, 0.00011679985958167665, 0.00011120668383063381, 7.301835588695112e-5, 0.00022155124814021623, 7.08807853744968e-5, 8.031820759983884e-5, 0.0001827844473977829, 0.00026017075910867116, 0.00013069340707575709, 7.141591002589949e-5, 0.00021693579600630562, 7.051778834849703e-5, 9.208968238700627e-5
0.5, 0.00023042604366919588, 3.449376640509253e-5, 5.2282958161978726e-5, 4.821996197541674e-5, 3.2411524844467696e-5, 9.860155285464962e-5, 3.122649800948212e-5, 3.555028887431582e-5, 8.652550076135564e-5, 0.0001191436237384462, 5.666619624227032e-5, 3.230814708363208e-5, 0.00010198250229454355, 3.109034908172463e-5, 3.943223882587788e-5
0.6, 0.00010899100015995507, 1.536324898274098e-5, 2.3273758893306424e-5, 2.060524886478752e-5, 1.4321744622646509e-5, 4.383000612661839e-5, 1.3686039350388857e-5, 1.5655922136834704e-5, 4.087993634991735e-5, 5.427692450334816e-5, 2.4479153330040315e-5, 1.4560084817069107e-5, 4.7665639208480294e-5, 1.3643627978386893e-5, 1.6663244648528083e-5
0.7, 5.0786197342072626e-5, 6.821987111971929e-6, 1.0339997991153705e-5, 8.710191038462743e-6, 6.303601521043124e-6, 1.9539857514388853e-5, 5.97089130273668e-6, 6.8667175627723244e-6, 1.9320999849123805e-5, 2.46833242212686e-5, 1.0558572834836197e-5, 6.5462454614354255e-6, 2.223386052469679e-5, 5.961573672772001e-6, 6.951710103541781e-6
0.8, 2.3488700838249315e-5, 3.021499632463747e-6, 4.595345067064105e-6, 3.648522689613069e-6, 2.764013273452059e-6, 8.757317116834009e-6, 2.5930168416634805e-6, 3.0006796008249025e-6, 9.148181750421924e-6, 1.1232066262126715e-5, 4.552224406877961e-6, 2.939090841431993e-6, 1.037680898626961e-5, 2.593352334910419e-6, 2.859067185990653e-6
0.9, 1.0843431385046006e-5, 1.334975317448259e-6, 2.045814342041849e-6, 1.5145248142510285e-6, 1.207131674055828e-6, 3.95047467669488e-6, 1.1204063468530014e-6, 1.3063563267189466e-6, 4.343311378251178e-6, 5.122274739506382e-6, 1.962457959071801e-6, 1.3185552259263416e-6, 4.8537442144846726e-6, 1.1225429809198948e-6, 1.1552323088706462e-6
1.0, 5.0158305441666e-6, 5.883190456736812e-7, 9.131002270593074e-7, 6.221909973028303e-7, 5.248103821335745e-7, 1.794600710708809e-6, 4.812475471858014e-7, 5.663617771922079e-7, 2.068856910700007e-6, 2.3434830694751406e-6, 8.457967925186461e-7, 5.913304370719933e-7, 2.277792521997854e-6, 4.83051527087974e-7, 4.5579007307574124e-7
