flowtime, wM2R1, wM2R2, wM2R3, wM2R4, wM2R5, wM2R6, wM2R7, wM2R8, wM2R9, wM2R10, wM2R11, wM2R12, wM2R13, wM2R14, wM2R15
0.0, 0.4078839480783596, 0.38090296331332324, 0.4245688128389886, 0.4746792911778639, 0.34819093698480874, 0.3570597478619869, 0.3469952732482151, 0.4446073678119226, 0.36709065347334935, 0.4068453128586776, 0.3414793734295988, 0.39844676316067473, 0.41882429259264825, 0.43987432325609266, 0.4660620806285959
0.1, 0.2823932198933208, 0.26828496544961683, 0.2831055081723101, 0.35144928854961016, 0.2519144524070583, 0.20542986287042608, 0.23409270921741981, 0.2721096810574899, 0.19980636486228448, 0.24130978593953165, 0.23117081900363884, 0.24607329126459107, 0.26122659425074307, 0.241128494819533, 0.29273743557741
0.2, 0.09081594286955672, 0.060809665522795146, 0.07913853579440606, 0.11939687185106983, 0.0888215031536013, 0.0553052414464702, 0.061402541676265986, 0.08312903682872824, 0.03242685979348466, 0.06251625718282329, 0.046686746654580794, 0.06680518127180297, 0.07601163685610356, 0.054252162299445746, 0.07390517309989486
0.3, 0.017669815051800913, 0.007211251732055067, 0.011921065755385625, 0.027633188690348955, 0.024411960748011507, 0.00692606000535591, 0.009139015804466737, 0.013608551245267907, 0.003647439535985939, 0.008799748246869408, 0.006444956246769123, 0.00882586267666646, 0.01144070877656097, 0.0063537756885656835, 0.010305518553525527
0.4, 0.0017900876838408812, 0.00090401178088124, 0.0014515674276270837, 0.00310965252238398, 0.003059700327111202, 0.0008214826024553254, 0.00103281994826024, 0.0014135295227920425, 0.00041221846930981123, 0.0011083903129344784, 0.0010305133276447716, 0.0009850567827394754, 0.0012840537101576647, 0.0007025074079992672, 0.0010925412436363503
0.5, 0.00020069482962873026, 0.00013051801991098902, 0.00019729454618180783, 0.0003394484203275043, 0.000287674112827296, 0.00011824910219612945, 0.00013242583992206143, 0.00017028927744408966, 4.939683984534909e-5, 0.00015837534310366772, 0.00017505824520519278, 0.00012179631605531958, 0.00017324864872975717, 8.422581506024162e-5, 0.00012522846252517754
0.6, 2.5250222357871963e-5, 2.004060265717947e-5, 2.8016298821844236e-5, 4.5139347135951565e-5, 3.5483626690338545e-5, 1.7999848663204898e-5, 1.868841277089402e-5, 2.1730664986320194e-5, 5.747420479149433e-6, 2.3348895316393056e-5, 3.0116199989861166e-5, 1.559028528364648e-5, 2.478529855244476e-5, 1.0635948498194453e-5, 1.4784727011326238e-5
0.7, 3.261535684614892e-6, 3.1950963252382075e-6, 4.047325897540548e-6, 6.3175213321797505e-6, 4.934033370441901e-6, 2.8103436281870603e-6, 2.770021918741557e-6, 2.890597332616497e-6, 5.169767122302321e-7, 3.5047668951083658e-6, 5.234556189866761e-6, 2.1043164905102186e-6, 3.6307870596496423e-6, 1.47027819476892e-6, 1.8180872673872284e-6
0.8, 4.3414098781802554e-7, 5.273822229563184e-7, 5.967300057231689e-7, 9.033755245369308e-7, 7.282697871915564e-7, 4.4730243816076213e-7, 4.16764181631882e-7, 4.219695597194831e-7, -1.9228036496309833e-8, 5.447188328424608e-7, 9.241009831802196e-7, 3.1001590377644824e-7, 5.537350735638032e-7, 2.3179985812448016e-7, 2.4403674389541547e-7
0.9, 6.148179035325013e-8, 9.062707884469597e-8, 9.083558524724385e-8, 1.328852960402049e-7, 1.1443750394913862e-7, 7.25180008084426e-8, 6.131359988582624e-8, 7.052043222354114e-8, -3.417547790645995e-8, 8.981581101463245e-8, 1.6668756240501274e-7, 5.095731656530313e-8, 9.024069741295864e-8, 4.262531334451567e-8, 3.776311133896213e-8
