flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15, whM3R16, whM3R17, whM3R18, whM3R19, whM3R20
0.0, -1.5371226670432323, -1.3931739294753713, -1.8770725577284462, -1.459506044152246, -1.8946592779890916, -1.885721804810144, -1.8151681345902755, -1.8901288334271802, -1.8216487705878046, -1.5845195752837107, -1.895079077274709, -1.4146888487482032, -1.8898479688500442, -1.8388339589401246, -1.8071588131296987, -1.8713790189834303, -1.539449043734475, -1.72692001215355, -1.7352709669248987, -1.804835405811367
0.1, -1.9419430906194113, -1.9378873959473324, -1.9526708301690152, -1.9413007610607462, -1.9530996415715547, -1.9527016569491118, -1.950639384107432, -1.9531316642114422, -1.9518584067866733, -1.9445191833123168, -1.9531819167911366, -1.936096524261933, -1.9529294977503289, -1.9517053803983644, -1.9507069570548683, -1.9525488300495586, -1.9416844554005013, -1.9490660117832415, -1.9485953373444032, -1.9510515606202843
0.2, -1.9566872259354293, -1.9550618063070035, -1.9612865435453832, -1.9567641348248017, -1.9614576099383403, -1.9612850325900404, -1.9604230520135446, -1.9614888260950385, -1.9609093991143138, -1.9577321640838414, -1.9614912797626975, -1.954039759158104, -1.9613705208834598, -1.9608701500356736, -1.9604701535567803, -1.9612335064606952, -1.956781169378281, -1.959693532285128, -1.959547114007586, -1.9606265542747443
0.3, -1.9612069766446674, -1.9603129905374064, -1.9640830257435042, -1.9613416262575811, -1.9641827021005174, -1.9640800991178613, -1.963550638417485, -1.9642179738311745, -1.9638402316802488, -1.9618674294958467, -1.964203356779831, -1.9595793245308508, -1.9641207524558615, -1.963824505329294, -1.963585586067055, -1.964046725177351, -1.9613755113649627, -1.963086070910337, -1.9630202604732472, -1.9637184902436697
0.4, -1.9631686224713911, -1.9625870103409697, -1.965242913806915, -1.9632922484139923, -1.9653111748199115, -1.9652389494137814, -1.9648577355276833, -1.965349318262288, -1.965074427777795, -1.963664323228752, -1.965327178270951, -1.9620392055454008, -1.965261933785211, -1.9650613235458403, -1.964892107156696, -1.9652141895879673, -1.9633899887048758, -1.9645404169129068, -1.96449619332575, -1.9650181964616902
0.5, -1.9642212143118616, -1.963796740919496, -1.9658336284693616, -1.9643248159542248, -1.9658848933923985, -1.9658287619274568, -1.9655304468483108, -1.9659239392470582, -1.9657100842046216, -1.9646198582892584, -1.9658986949900408, -1.9633793508734094, -1.9658436617381534, -1.9656977560414806, -1.965567310034355, -1.9658091438426128, -1.9644741935747487, -1.9653050368725904, -1.9652693630509634, -1.9656865031188284
0.6, -1.964887144078132, -1.964548865526529, -1.9661996510970337, -1.964973248159807, -1.9662404950154477, -1.966194226533103, -1.9659491092226764, -1.966278995103704, -1.966104465045198, -1.965219019965539, -1.966252933009765, -1.9642272936419256, -1.9662049236109373, -1.9660937198725479, -1.9659879028676763, -1.9661778084166437, -1.9651543455249667, -1.9657839268366701, -1.9657532374497493, -1.9660995918177266
0.7, -1.965363969873761, -1.9650757406928108, -1.9664664107107668, -1.965437236007331, -1.9665002559250384, -1.9664607210774459, -1.9662530315062547, -1.9665373192158802, -1.9663898195377008, -1.965646675732454, -1.9665116541716552, -1.964826521119077, -1.9664689628440444, -1.9663812752018794, -1.9662923688723901, -1.9664463496833007, -1.9656336975978093, -1.9661286616358253, -1.9661015806612534, -1.966396635838803
0.8, -1.9657356562111694, -1.9654780309381377, -1.9666831001225509, -1.9658003441816017, -1.9667119075126738, -1.9666773436231995, -1.9664977124096135, -1.9667470420794304, -1.9666191844424472, -1.9659809289535124, -1.96672241255464, -1.9652843485597717, -1.9666839995586185, -1.9666130118313292, -1.9665363374519411, -1.9666643316768315, -1.9660007906621133, -1.9664017626873311, -1.966377508305545, -1.9666336325428975
0.9, -1.9660416391358353, -1.9658039025293523, -1.966870221397162, -1.96610101876699, -1.9668952066205292, -1.966864522996703, -1.9667068878562368, -1.9669281776657208, -1.966815295018922, -1.9662578056714206, -1.9669049022994045, -1.965653338702962, -1.9668700708818303, -1.966811368770637, -1.9667438945251459, -1.9668524606121722, -1.9662981283682004, -1.9666312032028035, -1.9666092010120042, -1.9668347705627822
