m, wheta0t2.0
-1.0, 2.1720595910460896e-6
-0.8, 3.920465439605032e-6
-0.6, 7.484781666138534e-6
-0.4, 1.5120775425411946e-5
-0.2, 3.1380973509145836e-5
-0.1, 4.381392667466883e-5
-0.01, 5.4345988322546126e-5
0.01, 0.006351573028543866
0.05, 0.00719704508048609
0.055, 0.007312836471153846
0.06, 0.007431060143737775
0.065, 0.007551776211641456
0.07, 0.007675046448676733
0.075, 0.007800934339795357
0.08, 0.007929505133564182
0.085, 0.00806082589644954
0.09, 0.00819496556898061
0.095, 0.00833199502386273
0.1, 0.008471987126116682
0.105, 0.008615016795318464
0.11, 0.008761161070021976
0.115, 0.008910499174445126
0.12, 0.009063112587505232
0.125, 0.009219085114293358
0.13, 0.00937850296007772
0.135, 0.009541454806927589
0.14, 0.009708031893062031
0.15, 0.010052440012725023
0.16, 0.010412511544049579
0.17, 0.010789077182513644
0.18, 0.011183017173987144
0.19, 0.011595264617575141
0.2, 0.012026809006903231
0.21, 0.012478700025957981
0.22, 0.01295205161609653
0.23, 0.01344804633123782
0.24, 0.013967939998463975
0.25, 0.014513066701299739
0.26, 0.01508484410267162
0.27, 0.015684779124016685
0.28, 0.016314473996061004
0.29, 0.016975632695371366
0.3, 0.017670067778837097
0.31, 0.018399707625611432
0.32, 0.019166604092668026
0.33, 0.019972940585865573
0.34, 0.020821040543129356
0.35, 0.02171337631992742
0.36, 0.02265257845946182
0.37, 0.023641445320827976
0.38, 0.024682953027573295
0.39, 0.025780265686552697
0.4, 0.026936745812551902
0.41, 0.028155964877755818
0.42, 0.029441713886672424
0.43, 0.03079801385659187
0.44, 0.032229126061107075
0.45, 0.0337395618697131
0.46, 0.03533409199037889
0.47, 0.037017754894444185
0.48, 0.03879586417486295
0.49, 0.04067401456028221
0.5, 0.04265808627950969
0.51, 0.04475424744474469
0.52, 0.046968954098539066
0.53, 0.049308947550459045
0.54, 0.051781248616210016
0.55, 0.05439314836638673
0.56, 0.05715219499577718
0.57, 0.06006617643899334
0.58, 0.06314309838585021
0.59, 0.06639115739179104
0.6, 0.06981870883577816
0.61, 0.07343422955104147
0.62, 0.07724627504283163
0.63, 0.08126343131091122
0.64, 0.08549426141122296
0.65, 0.08994724701831908
0.66, 0.09463072538404144
0.67, 0.09955282222410214
0.68, 0.10472138119741728
0.69, 0.11014389076774472
0.7, 0.11582740934721826
0.71, 0.12177848971167825
0.72, 0.1280031037425935
0.73, 0.13450656858669469
0.74, 0.1412934753288274
0.75, 0.1483676212457853
0.76, 0.1557319466493038
0.77, 0.16338847723818062
0.78, 0.1713382727668654
0.79, 0.17958138270662127
0.8, 0.18811680943258655
0.81, 0.1969424793227531
0.82, 0.20605522201064533
0.83, 0.2154507578983991
0.84, 0.22512369391722184
0.85, 0.23506752742099993
0.86, 0.24527465801904777
0.87, 0.25573640709582807
0.88, 0.2664430447273641
0.89, 0.2773838236836428
0.9, 0.2885470201991563
0.91, 0.29991998119519636
0.92, 0.311489177642612
0.93, 0.3232402637570857
0.94, 0.3351581417167395
0.95, 0.3472270315797732
0.96, 0.35943054605599273
0.97, 0.3717517697490111
0.98, 0.38417334243574874
0.99, 0.3966775458882073
1.0, 0.4092463936716605
1.01, 0.42186172327727656
1.02, 0.43450528986932646
1.03, 0.4471588608527182
1.04, 0.4598043104003668
1.05, 0.4724237130253409
1.06, 0.48499943524539485
1.07, 0.49751422436939446
1.08, 0.5099512934394667
1.09, 0.5222944013903444
1.1, 0.5345279275390518
1.11, 0.546636939592639
1.12, 0.5586072544570777
1.13, 0.5704254912448123
1.14, 0.5820791160061493
1.15, 0.5935564778493047
1.16, 0.6048468362581869
1.17, 0.6159403795627884
1.18, 0.6268282346595182
1.19, 0.6375024682130807
1.2, 0.6479560796943366
1.21, 0.6581829867164227
1.22, 0.6681780032221037
1.23, 0.677936811146617
1.24, 0.6874559262320377
1.25, 0.696732658700943
1.26, 0.7057650695091271
1.27, 0.7145519228919744
1.28, 0.7230926358963201
1.29, 0.7313872255546444
1.3, 0.7394362543102396
1.31, 0.747240774246299
1.32, 0.7548022706093214
1.33, 0.7621226050519665
1.34, 0.769203958953479
1.35, 0.7760487771106641
