m, wheta0t2.0
1.36, 0.7826597120302335
1.37, 0.7890395689948271
1.38, 0.7951912520226321
1.39, 0.8011177107929068
1.4, 0.8068218885661621
1.41, 0.8123066710891113
1.42, 0.8175748364346503
1.43, 0.822629005687316
1.44, 0.8274715943360256
1.45, 0.8321047641774447
1.46, 0.8365303754548977
1.47, 0.8407499388552644
1.48, 0.8447645668494896
1.49, 0.8485749236856418
1.5, 0.852181173116201
1.51, 0.8555829226610676
1.52, 0.8587791628674243
1.53, 0.8617681996307658
1.54, 0.86454757719307
1.55, 0.8671139889535016
1.56, 0.8694631727408809
1.57, 0.8715897867555202
1.58, 0.8734872620588905
1.59, 0.8751476273738305
1.6, 0.8765613021919123
1.61, 0.8777168549526337
1.62, 0.8786007245955083
1.63, 0.87919690638957
1.64, 0.8794866069649304
1.65, 0.8794478793007018
1.66, 0.8790552564446378
1.67, 0.8782794132396322
1.68, 0.8770868983347755
1.69, 0.8754399937903528
1.7, 0.8732967753244867
1.71, 0.8706114601401488
1.72, 0.867335137168778
1.73, 0.8634169706708484
1.74, 0.8588059455095778
1.75, 0.8534531745297719
1.76, 0.8473147119506919
1.77, 0.8403547149924917
1.78, 0.8325486828671691
1.79, 0.8238864028784658
1.8, 0.8143741803305075
1.81, 0.804035952747106
1.82, 0.7929130045013563
1.83, 0.7810621934659066
1.84, 0.7685528359863715
1.85, 0.7554626118389914
1.86, 0.7418729913010316
1.87, 0.7278647201147168
1.88, 0.7135138269624959
1.89, 0.6988884735398507
1.9, 0.6840467950173951
1.91, 0.6690357210201403
1.92, 0.653890651672146
1.93, 0.6386357991232301
1.94, 0.6232849872355773
1.95, 0.6078427178945958
1.96, 0.5923053471882714
1.97, 0.5766622562291946
1.98, 0.5608969413257421
1.99, 0.5449879820213529
2.0, 0.5355290093124487
2.01, 0.4463921539052332
2.02, 0.4301913687665545
2.03, 0.4135322011904288
2.04, 0.3964132913820413
2.05, 0.37883269044404183
2.06, 0.36078765105673205
2.07, 0.34227441683346116
2.08, 0.3232880152244984
2.09, 0.3038220587310241
2.1, 0.2838685589257057
2.11, 0.26341775740253276
2.12, 0.24245797734693342
2.13, 0.22097549898711724
2.14, 0.19895446181500875
2.15, 0.17637679620487598
2.16, 0.1532221869543508
2.17, 0.1294680713616578
2.18, 0.10508967475752355
2.19, 0.08006008693932212
2.2, 0.05435038370309824
2.21, 0.0279297986135117
2.22, 0.0007659512523509061
2.23, -0.02717486061896917
2.24, -0.05592729634412875
2.25, -0.08552652536721275
2.26, -0.11600768735593919
2.27, -0.14740524845809702
2.28, -0.17975224293890596
2.29, -0.21307939060180553
2.3, -0.2474140827503907
2.31, -0.28277923331154664
2.32, -0.3191919974051922
2.33, -0.35666236736593243
2.34, -0.3951916661407675
2.35, -0.43477097007929866
2.36, -0.47537950710937943
2.37, -0.5169830915200526
2.38, -0.5595326719988404
2.39, -0.6029630836769032
2.4, -0.6471921057717536
2.41, -0.6921199317199931
2.42, -0.737629156119461
2.43, -0.7835853702941866
2.44, -0.8298384345291138
2.45, -0.8762244598767575
2.46, -0.9225684873994011
2.47, -0.968687801057142
2.48, -1.0143957571272375
2.49, -1.0595059641404374
2.5, -1.1038366092253509
2.51, -1.1472147050511716
2.52, -1.1894800299612314
2.53, -1.230488553441266
2.54, -1.2701151778109232
2.55, -1.3082556803173508
2.56, -1.3448278010903325
2.57, -1.379771484419299
2.58, -1.4130483367430833
2.59, -1.4446404093303178
2.6, -1.4745484437087706
2.61, -1.5027897325844406
2.62, -1.5293957493696473
2.63, -1.5544096880636604
2.64, -1.5778840354347765
2.65, -1.599878272757028
2.66, -1.6204567779586556
2.67, -1.639686973542473
2.68, -1.6576377428821243
2.69, -1.6743781185948463
2.7, -1.6899762321001435
2.71, -1.7044985031555417
2.72, -1.7180090417276572
2.73, -1.7305692314133254
2.74, -1.7422374630880768
2.75, -1.7530689888400763
2.76, -1.7631158689175586
2.77, -1.7724269878385177
2.78, -1.7810481195467898
2.79, -1.7890220252289846
2.8, -1.7963885708965024
2.81, -1.8031848549526213
2.82, -1.8094453386244203
2.83, -1.8152019743288772
2.84, -1.8204843287728627
2.85, -1.8253196989026184
2.86, -1.8297332197719225
2.87, -1.8337479640517653
2.88, -1.8373850333165564
2.89, -1.8406636414716804
2.9, -1.843601190781619
2.91, -1.8462133409608974
2.92, -1.8485140717362112
2.93, -1.8505157392025038
2.94, -1.8522291262007744
2.95, -1.853663486852561
2.96, -1.8548265853068058
2.97, -1.8557247286924687
2.98, -1.856362794228602
2.99, -1.8567442504208032
3.0, -1.856871172268926
