m, seta1, seta2, seta3, seta4
-1.05, 0.010790744284141984, 0.010575276079094554, 0.008628673851709862, 0.007060398575389529
-0.95, 0.011561263936214306, 0.01132393299667459, 0.009195532153541273, 0.0075124195872470325
-0.85, 0.012428170111605638, 0.012164705760765268, 0.009823485894457345, 0.008015763559227349
-0.75, 0.013410049987975745, 0.013114811497423934, 0.010521705832594019, 0.008581835150838574
-0.65, 0.014530539455261395, 0.014195866840795912, 0.01130108105623581, 0.009228005017299415
-0.55, 0.01582006040512828, 0.01543520880230038, 0.012174728780749966, 0.009983405135070848
-0.45, 0.017318107795176625, 0.016867441849686027, 0.013159093916934976, 0.010902221479021798
-0.35, 0.019075720906156994, 0.01853562451480242, 0.01427700106795181, 0.012095360287820014
-0.25, 0.021155460822939176, 0.02048943997814031, 0.015567451796801027, 0.013805864100273069
-0.15, 0.023615293242719135, 0.022769771990016816, 0.01712035386606383, 0.016572380111312752
-0.05, 0.026422960784657164, 0.025347430710311005, 0.019188888471367606, 0.021388088967902296
0.05, 0.02935282415869876, 0.028122976943386068, 0.021176552174125837, 0.02396112264825754
0.15, 0.03192292639979965, 0.03074469080868933, 0.022673992961154715, 0.021351764320086723
0.25, 0.034290527578105544, 0.033201023981073295, 0.024781280384228044, 0.020862068375513635
0.35, 0.03663621552389229, 0.035611114501664876, 0.027125899126156674, 0.021851219835659325
0.45, 0.03903721024436451, 0.038047249921774794, 0.029536079428669464, 0.02354933208610575
0.55, 0.04152368350357612, 0.040545987521082856, 0.03196077357108789, 0.02554237030284475
0.65, 0.04411205767429555, 0.04312927287529497, 0.034396098003843315, 0.02765323789336384
0.75, 0.04681548301166053, 0.04581359512851049, 0.03685240864873847, 0.02981429917212984
0.85, 0.04964708572120836, 0.04861369920911253, 0.039342237197487265, 0.03200241720284021
0.95, 0.05262124176152604, 0.05154429512824314, 0.04187641225627254, 0.03421140840406347
1.05, 0.055754312072572317, 0.05462098696165129, 0.04446278787887322, 0.03644104702598471
1.15, 0.05906525902970251, 0.05786085155411302, 0.04710548060659813, 0.03869320749247712
1.25, 0.06257627637916134, 0.06128278523687484, 0.04980382202818313, 0.04097203739070801
1.35, 0.06631343524740117, 0.06490753046327975, 0.0525507332250405, 0.04328893708311989
1.45, 0.0703071554143572, 0.06875698034559947, 0.05533073950210377, 0.04567815292061638
1.55, 0.0745917071638032, 0.07285158276772818, 0.058119476012142596, 0.04824034599326522
1.65, 0.0792006844605394, 0.07720237180283754, 0.06089230522138297, 0.05126052954095739
1.75, 0.08414611571253935, 0.08178672952425682, 0.06366807189841246, 0.05550433110341988
1.85, 0.08933124992714066, 0.08647391429656862, 0.06666631259193291, 0.06279644652568112
1.95, 0.09426370961956422, 0.09084581898435636, 0.07067910878355503, 0.07598911885785739
2.05, 0.0979785790641214, 0.09440290721056406, 0.07337498884676208, 0.07912670715892803
2.15, 0.09992216542755833, 0.09672510301561676, 0.0743109430661153, 0.06927217251639699
2.25, 0.10089092712435514, 0.0981017775070429, 0.07625133394399555, 0.06538462239935479
2.35, 0.10147989873472818, 0.09899310716875502, 0.07822049879170953, 0.06489390365586534
2.45, 0.10189812463835077, 0.09961961180848272, 0.0798766393977, 0.06566485951036974
2.55, 0.10221336354837524, 0.10007745431228068, 0.08116901880095034, 0.0667163230161994
2.65, 0.10245118330129514, 0.1004126704020443, 0.08213190692251782, 0.06767726255745374
2.75, 0.10262316823014614, 0.10064950930134743, 0.08281133332977317, 0.06842481793346858
2.85, 0.10273527112878335, 0.10080143032903581, 0.0832442947848384, 0.06892583642848872
2.95, 0.10279063127904882, 0.10087576090545106, 0.08345492614759208, 0.06917567135001249
3.05, 0.10279063127904978, 0.10087576090545038, 0.08345492614759081, 0.0691756713500133
3.15, 0.10273527112878311, 0.10080143032903405, 0.08324429478484076, 0.06892583642849151
3.25, 0.1026231682301461, 0.10064950930134575, 0.08281133332977217, 0.06842481793346886
3.35, 0.10245118330129553, 0.10041267040204466, 0.0821319069225194, 0.06767726255745286
3.45, 0.10221336354837612, 0.10007745431228024, 0.08116901880095277, 0.06671632301620126
3.55, 0.10189812463835095, 0.09961961180848138, 0.07987663939769846, 0.06566485951037114
3.65, 0.10147989873472564, 0.09899310716875405, 0.07822049879171249, 0.06489390365586624
3.75, 0.1008909271243554, 0.09810177750704303, 0.0762513339439925, 0.06538462239935554
3.85, 0.09992216542755962, 0.09672510301561685, 0.07431094306611452, 0.06927217251639659
3.95, 0.09797857906412034, 0.09440290721056295, 0.07337498884676366, 0.07912670715892699
4.05, 0.09426370961956382, 0.09084581898435555, 0.07067910878355432, 0.07598911885785511
4.15, 0.08933124992714207, 0.08647391429656628, 0.0666663125919316, 0.06279644652568389
4.25, 0.08414611571254044, 0.08178672952425785, 0.06366807189841131, 0.05550433110342003
4.35, 0.07920068446053817, 0.07720237180283844, 0.060892305221383475, 0.0512605295409573
4.45, 0.07459170716380271, 0.07285158276772462, 0.05811947601214196, 0.04824034599326587
4.55, 0.07030715541435792, 0.06875698034559696, 0.055330739502103723, 0.045678152920617325
4.65, 0.06631343524740167, 0.06490753046328127, 0.0525507332250401, 0.04328893708311947
4.75, 0.06257627637916019, 0.061282785236874436, 0.04980382202818398, 0.04097203739070541
4.85, 0.05906525902970234, 0.057860851554113385, 0.047105480606598915, 0.03869320749247762
4.95, 0.05575431207257257, 0.05462098696165097, 0.044462787878873325, 0.036441047025984746
5.05, 0.05262124176152616, 0.05154429512824298, 0.04187641225627195, 0.03421140840406471
5.15, 0.04964708572120984, 0.04861369920911306, 0.03934223719748688, 0.03200241720284002
5.25, 0.04681548301166042, 0.04581359512850916, 0.03685240864873764, 0.029814299172130555
5.35, 0.04411205767429485, 0.04312927287529476, 0.034396098003842426, 0.02765323789336403
5.45, 0.041523683503577914, 0.04054598752108196, 0.0319607735710865, 0.025542370302844793
5.55, 0.0390372102443649, 0.038047249921774724, 0.02953607942866981, 0.023549332086106486
5.65, 0.03663621552389225, 0.03561111450166513, 0.027125899126156622, 0.021851219835659096
5.75, 0.03429052757810467, 0.03320102398107331, 0.024781280384227528, 0.020862068375513635
5.85, 0.0319229263997995, 0.03074469080868981, 0.022673992961154934, 0.02135176432008708
5.95, 0.02935282415869869, 0.028122976943385707, 0.021176552174125715, 0.0239611226482575
6.05, 0.026422960784657536, 0.025347430710311102, 0.019188888471367536, 0.021388088967901824
6.15, 0.023615293242718445, 0.02276977199001696, 0.017120353866063965, 0.01657238011131228
6.25, 0.021155460822938902, 0.02048943997814036, 0.015567451796800798, 0.013805864100273211
6.35, 0.019075720906157122, 0.018535624514801407, 0.01427700106795182, 0.012095360287819816
6.45, 0.017318107795177545, 0.016867441849685635, 0.013159093916934915, 0.01090222147902174
6.55, 0.01582006040512805, 0.015435208802300121, 0.012174728780749731, 0.009983405135070825
6.65, 0.014530539455261483, 0.014195866840796144, 0.01130108105623569, 0.009228005017299425
6.75, 0.013410049987975682, 0.01311481149742378, 0.010521705832593695, 0.00858183515083854
6.85, 0.01242817011160563, 0.012164705760765409, 0.009823485894457534, 0.008015763559227358
6.95, 0.011561263936214228, 0.01132393299667425, 0.009195532153541436, 0.007512419587247083
7.05, 0.01079074428414186, 0.010575276079094672, 0.008628673851709675, 0.007060398575389569
