m, seta1, seta2, seta3, seta4
-1.05, 0.09419514096190934, 0.08122702356680485, 0.01816451948228107, 0.0762268697005221
-0.95, 0.1006744063588927, 0.08665914499380892, 0.02010984757781714, 0.08738476149789266
-0.85, 0.10790131391947402, 0.09269481457347747, 0.022408234286017733, 0.10080967794856445
-0.75, 0.11599795274041447, 0.09942830223978592, 0.025148487236247952, 0.11708083587406214
-0.65, 0.12510968150907237, 0.10697101074427577, 0.028446875592971103, 0.1369455995264978
-0.55, 0.13540783958550673, 0.11545339646064973, 0.03245665518282725, 0.16136480476090434
-0.45, 0.14708991340441366, 0.12502524203426052, 0.037380754174407595, 0.19155849511761475
-0.35, 0.16037329122596908, 0.13585192549413555, 0.04348746972641013, 0.22903065314159227
-0.25, 0.1754755776763852, 0.14810259857529706, 0.051124819766763877, 0.27551433587157487
-0.15, 0.19257151698917496, 0.16192483258960694, 0.06071351623566554, 0.33269406832125664
-0.05, 0.21172031662343815, 0.17740287511742525, 0.0726564021324701, 0.40141527837511704
0.05, 0.23824776062067934, 0.19859437469729904, 0.09176568940297693, 0.5116736839986202
0.15, 0.2613802277056065, 0.21826437779430077, 0.09080712099271167, 0.5155339411210962
0.25, 0.2851688606008673, 0.23894750048648689, 0.0882835047003195, 0.5040733368371447
0.35, 0.30915030415303285, 0.2602130278942357, 0.08558738643550548, 0.48322923793899886
0.45, 0.33315600791323, 0.28180000175648884, 0.08365130397884434, 0.45897781309160607
0.55, 0.35725327656019434, 0.3036304098666135, 0.08285158714290744, 0.43561793571395135
0.65, 0.38162390141206876, 0.32574196651393267, 0.0832771755409267, 0.4160024900376298
0.75, 0.40648098837211993, 0.34822358154486255, 0.0848977253725805, 0.40202316392812476
0.85, 0.43203057097405123, 0.37117803454244, 0.0876157180410301, 0.3948953066572641
0.95, 0.4584573157510877, 0.394703016358111, 0.09131112370840432, 0.3954666879315918
1.05, 0.48592117580349714, 0.4188810160512357, 0.0959037868581117, 0.40460722735498483
1.15, 0.5145565037090227, 0.44377212470883287, 0.10141899774166657, 0.42359434901950194
1.25, 0.5444654000534566, 0.46940460926012256, 0.10804760224455065, 0.4544195059885796
1.35, 0.5756959877416886, 0.49575785037298475, 0.11619568788197569, 0.4999411821110814
1.45, 0.6081949017941752, 0.5227328711712503, 0.12650659842963421, 0.5637240229382188
1.55, 0.6417287886015935, 0.5501119858963464, 0.1398096110386941, 0.6492629674444441
1.65, 0.6757970209910155, 0.5775272092781729, 0.15690422728695846, 0.7582360364543091
1.75, 0.7096065319319227, 0.6044774571064787, 0.17809874469350448, 0.8879237338103626
1.85, 0.742183887282575, 0.6304140050547969, 0.20271531774890625, 1.029562330391864
