m, seta1, seta2, seta3, seta4
1.95, 0.7725754493954812, 0.6548348370158183, 0.2291978391706132, 1.1704137976007536
2.05, 0.8062218702783605, 0.6824858663796642, 0.24788579596301924, 1.2728493047650917
2.15, 0.831908268583253, 0.7057758518240422, 0.23146796601539282, 1.1880987743583602
2.25, 0.852763843083271, 0.7258905033871961, 0.2128168749796536, 1.0736700984870295
2.35, 0.8687252331510626, 0.7424601682145824, 0.19529454963825352, 0.9490108052227606
2.45, 0.8803955483018717, 0.7555646402009956, 0.18103441329784214, 0.8315566484048473
2.55, 0.8886771769349394, 0.7655928875335253, 0.17056323595424724, 0.7315576615292071
2.65, 0.8944177507857173, 0.7730167133335308, 0.16347706122305766, 0.652975086224147
2.75, 0.8982558058545727, 0.7782449557815454, 0.15905743725538882, 0.5960898863731341
2.85, 0.9006129375849282, 0.7815755418037789, 0.15658416283013596, 0.5595611090162326
2.95, 0.9017355518724778, 0.7831960680110411, 0.15549837164151029, 0.5417954793535705
3.05, 0.9017355518724842, 0.7831960680110425, 0.15549837164151062, 0.5417954793535699
3.15, 0.9006129375849266, 0.7815755418037802, 0.15658416283013576, 0.5595611090162343
3.25, 0.8982558058545705, 0.7782449557815437, 0.15905743725538832, 0.5960898863731339
3.35, 0.8944177507857135, 0.7730167133335318, 0.1634770612230579, 0.6529750862241492
3.45, 0.8886771769349425, 0.7655928875335253, 0.17056323595424674, 0.7315576615292054
3.55, 0.8803955483018663, 0.7555646402009938, 0.1810344132978418, 0.8315566484048418
3.65, 0.8687252331510597, 0.7424601682145822, 0.19529454963825305, 0.9490108052227597
3.75, 0.8527638430832732, 0.7258905033871986, 0.21281687497965437, 1.073670098487034
3.85, 0.8319082685832505, 0.7057758518240445, 0.23146796601539285, 1.1880987743583604
3.95, 0.8062218702783598, 0.682485866379664, 0.2478857959630176, 1.2728493047650928
4.05, 0.7725754493954814, 0.6548348370158167, 0.22919783917061257, 1.1704137976007531
4.15, 0.7421838872825731, 0.6304140050547983, 0.2027153177489059, 1.0295623303918673
4.25, 0.7096065319319225, 0.6044774571064788, 0.1780987446935041, 0.8879237338103656
4.35, 0.6757970209910145, 0.5775272092781722, 0.1569042272869587, 0.7582360364543083
4.45, 0.6417287886015944, 0.5501119858963434, 0.13980961103869405, 0.6492629674444433
4.55, 0.6081949017941751, 0.5227328711712511, 0.12650659842963416, 0.5637240229382181
4.65, 0.5756959877416902, 0.49575785037298103, 0.11619568788197464, 0.4999411821110784
4.75, 0.5444654000534572, 0.4694046092601195, 0.10804760224455043, 0.45441950598858377
4.85, 0.5145565037090226, 0.4437721247088285, 0.10141899774166675, 0.4235943490195012
4.95, 0.48592117580349603, 0.41888101605123407, 0.09590378685811198, 0.40460722735498766
5.05, 0.45845731575109244, 0.3947030163581122, 0.09131112370840425, 0.39546668793159007
5.15, 0.43203057097404896, 0.37117803454244014, 0.0876157180410301, 0.39489530665726336
5.25, 0.4064809883721189, 0.3482235815448621, 0.0848977253725807, 0.40202316392812315
5.35, 0.3816239014120684, 0.32574196651393267, 0.08327717554092662, 0.4160024900376317
5.45, 0.3572532765601934, 0.303630409866614, 0.08285158714290748, 0.43561793571395263
5.55, 0.33315600791323063, 0.28180000175648867, 0.08365130397884422, 0.4589778130916057
5.65, 0.3091503041530325, 0.260213027894236, 0.08558738643550504, 0.4832292379390026
5.75, 0.2851688606008681, 0.2389475004864874, 0.08828350470031951, 0.5040733368371426
5.85, 0.2613802277056077, 0.21826437779429916, 0.09080712099271174, 0.5155339411210964
5.95, 0.2382477606206802, 0.1985943746972992, 0.09176568940297664, 0.5116736839986205
6.05, 0.2117203166234382, 0.17740287511742542, 0.0726564021324701, 0.40141527837511926
6.15, 0.1925715169891751, 0.16192483258960685, 0.06071351623566543, 0.33269406832125586
6.25, 0.17547557767638516, 0.1481025985752974, 0.05112481976676405, 0.2755143358715748
6.35, 0.16037329122596888, 0.1358519254941354, 0.04348746972641024, 0.22903065314159252
6.45, 0.14708991340441444, 0.1250252420342605, 0.03738075417440768, 0.19155849511761422
6.55, 0.13540783958550698, 0.11545339646064992, 0.03245665518282712, 0.16136480476090373
6.65, 0.12510968150907195, 0.10697101074427666, 0.028446875592971, 0.13694559952649843
6.75, 0.11599795274041388, 0.09942830223978606, 0.0251484872362481, 0.11708083587406261
6.85, 0.10790131391947394, 0.09269481457347738, 0.02240823428601773, 0.1008096779485654
6.95, 0.10067440635889267, 0.08665914499380899, 0.020109847577817228, 0.08738476149789291
7.05, 0.09419514096190952, 0.08122702356680465, 0.018164519482281098, 0.07622686970052236
