m, wheta-20t2.0
-1.0, 5.83423803395346e-5
-0.8, 8.965408785978472e-5
-0.6, 0.00014039173437170648
-0.4, 0.0002235679425829917
-0.2, 0.0003599085760135093
-0.1, 0.00045678084923839044
-0.01, 0.0005646706307540407
0.01, 0.000878333486713963
0.05, 0.001045906125580326
0.055, 0.001073747251305013
0.06, 0.0011038163992906557
0.065, 0.0011364418915452631
0.07, 0.0011720262214119787
0.075, 0.0012110697870222607
0.08, 0.0012542048473459235
0.085, 0.0013022454387109051
0.09, 0.0013562631063501899
0.095, 0.0014177061595811514
0.1, 0.001488596032032565
0.105, 0.0015718687124851004
0.11, 0.0016720103490844344
0.115, 0.0017963495484649308
0.12, 0.00195801682756721
0.125, 0.0021839870260096914
0.13, 0.002543819516677382
0.135, 0.0033279492261748525
0.14, 0.9759757498137721
0.15, 0.9818062531332098
0.16, 0.9824262594534784
0.17, 0.9827305885466641
0.18, 0.9829261996402056
0.19, 0.9830684410894936
0.2, 0.9831794725197388
0.21, 0.983270205274972
0.22, 0.9833467524179571
0.23, 0.9834128577843039
0.24, 0.983470969251643
0.25, 0.9835227697601687
0.26, 0.9835694633132834
0.27, 0.9836119395649559
0.28, 0.9836508737191835
0.29, 0.9836867898837978
0.3, 0.9837201027515162
0.31, 0.9837511458935887
0.32, 0.9837801914903334
0.33, 0.9838074644171151
0.34, 0.9838331525106422
0.35, 0.9838574141894142
0.36, 0.9838803842036051
0.37, 0.9839021780379682
0.38, 0.9839228953281187
0.39, 0.9839426225441344
0.4, 0.9839614351214331
0.41, 0.9839793991703686
0.42, 0.9839965728607066
0.43, 0.9840130075524433
0.44, 0.98402874872695
0.45, 0.9840438367594972
0.46, 0.9840583075645915
0.47, 0.9840721931386345
0.48, 0.9840855220191416
0.49, 0.9840983196756
0.5, 0.9841106088437612
0.51, 0.98412240981338
0.52, 0.9841337406767986
0.53, 0.9841446175450369
0.54, 0.9841550547360526
0.55, 0.9841650649398769
0.56, 0.9841746593637979
0.57, 0.9841838478605341
0.58, 0.984192639041916
0.59, 0.9842010403799474
0.6, 0.9842090582970008
0.61, 0.9842166982465711
0.62, 0.9842239647858996
0.63, 0.9842308616412166
0.64, 0.9842373917668158
0.65, 0.9842435573985137
0.66, 0.9842493601021748
0.67, 0.9842548008179612
0.68, 0.9842598799006071
0.69, 0.9842645971563396
0.7, 0.9842689518766777
0.71, 0.9842729428694318
0.72, 0.9842765684873998
0.73, 0.9842798266545827
0.74, 0.9842827148906874
0.75, 0.9842852303335008
0.76, 0.9842873697599229
0.77, 0.9842891296053584
0.78, 0.9842905059817176
0.79, 0.9842914946943405
0.8, 0.9842920912577628
0.81, 0.9842922909103381
0.82, 0.9842920886281616
0.83, 0.98429147913792
0.84, 0.9842904569291803
0.85, 0.9842890162658934
0.86, 0.9842871511971613
0.87, 0.9842848555676061
0.88, 0.9842821230271322
0.89, 0.9842789470401258
0.9, 0.9842753208943387
0.91, 0.9842712377093356
0.92, 0.9842666904445551
0.93, 0.9842616719070431
0.94, 0.984256174758929
0.95, 0.9842501915246642
0.96, 0.9842437145978752
0.97, 0.9842367362482302
0.98, 0.9842292486279239
0.99, 0.9842212437781123
1.0, 0.9842127136351606
1.01, 0.9842036500367763
1.02, 0.9841940447280993
1.03, 0.9841838893675048
1.04, 0.9841731755326273
1.05, 0.9841618947261436
1.06, 0.9841500383814424
1.07, 0.9841375978685009
1.08, 0.9841245644995272
1.09, 0.9841109295346748
1.1, 0.9840966841878368
1.11, 0.9840818196322138
1.12, 0.9840663270061839
1.13, 0.9840501974189813
1.14, 0.9840334219564734
1.15, 0.9840159916870062
1.16, 0.9839978976672152
1.17, 0.9839791309478247
1.18, 0.9839596825796517
1.19, 0.983939543619496
1.2, 0.9839187051360255
1.21, 0.9838971582158176
1.22, 0.9838748939693668
1.23, 0.9838519035370938
1.24, 0.9838281780953175
1.25, 0.9838037088623326
1.26, 0.9837784871043865
1.27, 0.9837525041417876
1.28, 0.9837257513547034
1.29, 0.9836982201892556
1.3, 0.983669902163269
1.31, 0.9836407888722534
1.32, 0.9836108719950053
1.33, 0.983580143299357
1.34, 0.9835485946475853
1.35, 0.9835162180020222
1.36, 0.983483005430168
1.37, 0.9834489491098803
1.38, 0.9834140413343052
1.39, 0.9833782745165891
1.4, 0.9833416411944171
1.41, 0.9833041340343406
1.42, 0.9832657458356122
1.43, 0.9832264695340924
1.44, 0.9831862982055056
1.45, 0.9831452250685594
1.46, 0.983103243487568
1.47, 0.9830603469746274
1.48, 0.9830165291915272
1.49, 0.982971783950878
1.5, 0.9829261052169209
1.51, 0.9828794871056231
1.52, 0.9828319238840866
1.53, 0.9827834099692809
1.54, 0.982733939925947
1.55, 0.9826835084636311
1.56, 0.9826321104325959
1.57, 0.9825797408187915
1.58, 0.9825263947375412
1.59, 0.9824720674258316
1.6, 0.9824167542331044
1.61, 0.9823604506103998
1.62, 0.9823031520975101
1.63, 0.9822448543081685
1.64, 0.9821855529128052
1.65, 0.9821252436186313
1.66, 0.9820639221468912
1.67, 0.9820015842068112
1.68, 0.9819382254658447
1.69, 0.9818738415156961
1.7, 0.981808427834172
1.71, 0.9817419797412997
1.72, 0.981674492350175
1.73, 0.981605960511135
1.74, 0.9815363787486967
1.75, 0.9814657411905323
1.76, 0.9813940414871735
1.77, 0.9813212727215445
1.78, 0.9812474273071112
1.79, 0.9811724968728611
1.8, 0.981096472133861
1.81, 0.9810193427452487
1.82, 0.9809410971375935
1.83, 0.9808617223311142
1.84, 0.9807812037259527
1.85, 0.9806995248651091
1.86, 0.9806166671664657
1.87, 0.9805326096189343
1.88, 0.9804473284383841
1.89, 0.9803607966765964
1.9, 0.9802729837766337
1.91, 0.9801838550663596
1.92, 0.9800933711803208
1.93, 0.9800014873987563
1.94, 0.9799081528905792
1.95, 0.9798133098441022
1.96, 0.9797168924677274
1.97, 0.9796188258381866
1.98, 0.979519024571061
1.99, 0.9794173912834105
2.0, 0.9778932444879785
2.01, -1.9596683062740425
2.02, -1.9599882490903988
2.03, -1.9602726620062494
2.04, -1.960530064547939
2.05, -1.9607662868817357
2.06, -1.9609854808562728
2.07, -1.9611906995206745
2.08, -1.9613842479440229
2.09, -1.9615679052809833
2.1, -1.961743070663866
2.11, -1.9619108621191235
2.12, -1.9620721854730234
2.13, -1.9622277834940351
2.14, -1.9623782716710594
2.15, -1.962524164741768
2.16, -1.9626658966861845
2.17, -1.9628038360172573
2.18, -1.962938297630591
2.19, -1.9630695520989425
2.2, -1.9631978330429798
2.21, -1.96332334303592
2.22, -1.9634462583776016
2.23, -1.963566732988285
2.24, -1.96368490160951
2.25, -1.963800882455143
2.26, -1.9639147794226093
2.27, -1.9640266839488894
2.28, -1.9641366765782509
2.29, -1.9642448282938378
2.3, -1.964351201655236
2.31, -1.9644558517748756
2.32, -1.964558827160438
2.33, -1.9646601704451163
2.34, -1.964759919023203
2.35, -1.9648581056059098
2.36, -1.9649547587091956
2.37, -1.9650499030838713
2.38, -1.965143560095975
2.39, -1.9652357480645934
2.4, -1.9653264825629233
2.41, -1.965415776687396
2.42, -1.9655036412994003
2.43, -1.9655900852425514
2.44, -1.9656751155391903
2.45, -1.9657587375682355
2.46, -1.9658409552267886
2.47, -1.9659217710774142
2.48, -1.9660011864826423
2.49, -1.9660792017280648
2.5, -1.9661558161354962
2.51, -1.9662310281668232
2.52, -1.9663048355198607
2.53, -1.9663772352167561
2.54, -1.9664482236855665
2.55, -1.966517796835853
2.56, -1.9665859501285095
2.57, -1.9666526786405134
2.58, -1.9667179771246714
2.59, -1.9667818400651695
2.6, -1.9668442617286033
2.61, -1.9669052362113888
2.62, -1.9669647574831675
2.63, -1.9670228194270516
2.64, -1.9670794158763412
2.65, -1.967134540648152
2.66, -1.9671881875740973
2.67, -1.9672403505281757
2.68, -1.9672910234518808
2.69, -1.967340200376916
2.7, -1.9673878754453842
2.71, -1.967434042927613
2.72, -1.967478697238082
2.73, -1.9675218329490274
2.74, -1.9675634448023356
2.75, -1.967603527719434
2.76, -1.9676420768098406
2.77, -1.9676790873776826
2.78, -1.9677145549272972
2.79, -1.9677484751671455
2.8, -1.9677808440125983
2.81, -1.9678116575878677
2.82, -1.9678409122266618
2.83, -1.967868604472144
2.84, -1.9678947310762367
2.85, -1.9679192889980281
2.86, -1.9679422754019262
2.87, -1.9679636876552324
2.88, -1.9679835233253455
2.89, -1.9680017801769905
2.9, -1.9680184561688359
2.91, -1.96803354945049
2.92, -1.9680470583593117
2.93, -1.9680589814171752
2.94, -1.9680693173277184
2.95, -1.9680780649734113
2.96, -1.9680852234132014
2.97, -1.9680907918802288
2.98, -1.968094769779972
2.99, -1.9680971566889671
3.0, -1.9680979523534616
