m, seta1, seta2, seta3, seta4
-1.05, 0.024228461533930032, 0.02319376459439358, 0.014832585160869997, 0.010081932930695115
-0.95, 0.025952181524048528, 0.024817596117521462, 0.015764981704203915, 0.010881893930806793
-0.85, 0.027889322971057142, 0.026636909278733717, 0.016795707352541045, 0.011832569057335048
-0.75, 0.030079911017599124, 0.028686686691220882, 0.017941389207063136, 0.012990538594943719
-0.65, 0.03257404842849978, 0.031010043913561172, 0.019223737770521214, 0.014444229820841101
-0.55, 0.035434657869731136, 0.03366008840768239, 0.02067252939102472, 0.01633612601770015
-0.45, 0.03874022332728122, 0.03670147185109024, 0.02233130554726542, 0.018901772803581775
-0.35, 0.04258547087543415, 0.040209916960456324, 0.02426902788818029, 0.022536593502290595
-0.25, 0.04707293374093311, 0.044264629425798646, 0.02660592720475491, 0.02790057212971533
-0.15, 0.05227473698495062, 0.04892072324743192, 0.02957198062386511, 0.036025773912343496
-0.05, 0.058125872748881334, 0.05414309292004698, 0.03357394946866203, 0.048020542084486424
0.05, 0.06465743262661039, 0.06009212883157723, 0.03733896271276301, 0.05622192719668592
0.15, 0.07070273811748613, 0.06597596842470793, 0.03877996768906398, 0.048077960030009165
0.25, 0.07639822314468891, 0.07169047873264595, 0.041360897386009156, 0.04148197562808741
0.35, 0.08192079489411344, 0.07727817338836065, 0.044874332791180166, 0.037965718485523166
0.45, 0.08745590101381975, 0.08285307584734095, 0.048949137048486295, 0.037089403460425954
0.55, 0.09311884106380047, 0.08850722030229723, 0.053329920255509276, 0.03804154306005924
0.65, 0.09897640415049358, 0.09430407172372518, 0.0578666683990007, 0.040130939516017296
0.75, 0.10507291263626659, 0.10028972889484924, 0.0624813224213981, 0.0428973358401713
0.85, 0.11144465900653633, 0.10650173927975988, 0.06713692002926289, 0.046070969901047934
0.95, 0.11812666528553123, 0.11297407183813712, 0.07181602220877262, 0.04950867229679803
1.05, 0.12515596505986168, 0.1197397293220105, 0.0765078997404491, 0.05314975706242296
1.15, 0.13257339861865303, 0.12683194639125175, 0.08120159509695425, 0.05699700922030215
1.25, 0.1404245660588747, 0.13428420862997154, 0.0858830319395665, 0.06112257815574159
1.35, 0.14875973080656446, 0.1421286712809733, 0.09053654904908531, 0.06570528686087947
1.45, 0.15763132064276594, 0.15039157476922646, 0.09515460829679111, 0.07111853684793583
1.55, 0.16708494303585464, 0.15908219049240463, 0.09976518010922703, 0.07810365163754379
1.65, 0.17713222532344303, 0.1681670168901112, 0.10449570054727969, 0.08806214418711167
1.75, 0.18767436700410975, 0.1775113440524213, 0.10970462873107496, 0.1033952119470079
1.85, 0.19832175051642909, 0.1867695941830717, 0.11618295613590086, 0.12729618224574393
1.95, 0.2081650864815097, 0.1953018444200709, 0.12497555320836164, 0.16066040636520712
2.05, 0.21646921618017803, 0.2029957061572709, 0.13001116228875975, 0.16930035725770604
2.15, 0.22191507143929784, 0.20892046055948044, 0.12916897770587274, 0.14068045111508304
2.25, 0.22517067110353986, 0.21302309077679474, 0.13063717340115052, 0.11932377582887291
2.35, 0.22714293245287298, 0.21583115030867248, 0.13347511187484282, 0.10704958800134207
2.45, 0.22843285726906554, 0.2178055338015182, 0.13664688726485638, 0.10115112825336371
2.55, 0.22933328066813277, 0.21922549089632362, 0.13957577824278122, 0.09888640207018369
2.65, 0.22997738424411568, 0.22024710023086858, 0.14200014147631054, 0.09840023977254211
2.75, 0.2304277617134822, 0.22095846353881968, 0.1438266552262106, 0.09862425315729507
2.85, 0.23071546991443437, 0.22141001557795376, 0.14503719650201696, 0.0989947852240767
2.95, 0.2308560410452805, 0.2216295742468866, 0.14563851597762156, 0.0992358390077695
3.05, 0.2308560410452799, 0.22162957424688587, 0.1456385159776206, 0.09923583900776903
3.15, 0.23071546991443437, 0.22141001557795165, 0.1450371965020189, 0.09899478522407537
3.25, 0.2304277617134822, 0.22095846353881402, 0.14382665522621207, 0.09862425315729553
3.35, 0.22997738424412087, 0.22024710023087027, 0.1420001414763098, 0.09840023977254223
3.45, 0.2293332806681284, 0.21922549089632565, 0.13957577824277753, 0.0988864020701829
3.55, 0.22843285726906573, 0.2178055338015194, 0.13664688726485621, 0.10115112825336366
3.65, 0.2271429324528734, 0.21583115030867178, 0.13347511187484157, 0.1070495880013431
3.75, 0.22517067110354555, 0.21302309077678908, 0.1306371734011496, 0.11932377582887069
3.85, 0.22191507143929812, 0.2089204605594799, 0.12916897770587418, 0.14068045111508248
3.95, 0.21646921618017936, 0.2029957061572684, 0.13001116228875922, 0.16930035725770512
4.05, 0.2081650864815101, 0.19530184442006954, 0.12497555320836011, 0.1606604063652055
4.15, 0.1983217505164292, 0.18676959418307174, 0.11618295613590024, 0.12729618224574224
4.25, 0.18767436700411078, 0.1775113440524207, 0.10970462873107271, 0.10339521194700627
4.35, 0.17713222532344405, 0.16816701689011024, 0.10449570054728087, 0.08806214418711202
4.45, 0.167084943035855, 0.15908219049240352, 0.09976518010922669, 0.07810365163754376
4.55, 0.15763132064276683, 0.15039157476922604, 0.09515460829679125, 0.07111853684793447
4.65, 0.1487597308065626, 0.14212867128097278, 0.09053654904908501, 0.06570528686087934
4.75, 0.1404245660588745, 0.1342842086299739, 0.08588303193956609, 0.061122578155742194
4.85, 0.13257339861865217, 0.12683194639125273, 0.08120159509695417, 0.0569970092203038
4.95, 0.12515596505986354, 0.11973972932201059, 0.07650789974044996, 0.05314975706242208
5.05, 0.11812666528553037, 0.11297407183813706, 0.07181602220877364, 0.049508672296797014
5.15, 0.11144465900653619, 0.10650173927975962, 0.0671369200292634, 0.04607096990104772
5.25, 0.1050729126362682, 0.10028972889485065, 0.06248132242139849, 0.04289733584017129
