m, seta-10t2.0
2.69, 0.09646640313526705
2.7, 0.09640925633412449
2.71, 0.09635196810909746
2.72, 0.09629468678332993
2.73, 0.09623756364011957
2.74, 0.09618075229240192
2.75, 0.09612440805349165
2.76, 0.09606868730892587
2.77, 0.09601374688942171
2.78, 0.09595974344521296
2.79, 0.0959068328222298
2.8, 0.095855169440828
2.81, 0.09580490567806257
2.82, 0.09575619125473088
2.83, 0.09570917262868596
2.84, 0.09566399239617857
2.85, 0.09562078870324425
2.86, 0.09557969466935594
2.87, 0.09554083782579866
2.88, 0.09550433957139977
2.89, 0.09547031464836778
2.9, 0.0954388706411456
2.91, 0.09541010750120855
2.92, 0.09538411710078332
2.93, 0.09536098281841517
2.94, 0.09534077915925271
2.95, 0.09532357141275877
2.96, 0.09530941535040938
2.97, 0.09529835696567569
2.98, 0.09529043225835211
2.99, 0.09528566706494691
3.0, 0.09528407693651202
