m, seta-10t2.0
-1.0, 0.008059773321385607
-0.8, 0.009053979179608627
-0.6, 0.010251334415259647
-0.4, 0.011710474562496664
-0.2, 0.013505530913606336
-0.1, 0.014554026871185741
-0.01, 0.015593721999901765
0.01, 0.03762812625026421
0.05, 0.061834683087926584
0.055, 0.06159371509927472
0.06, 0.06127433708116219
0.065, 0.0609348384922175
0.07, 0.06059818251501665
0.075, 0.06027308493734385
0.08, 0.05996237629746439
0.085, 0.05966642984380952
0.09, 0.059384618263178736
0.095, 0.059115949333636536
0.1, 0.05885934563810264
0.105, 0.05861376494024498
0.11, 0.05837824775219559
0.115, 0.05815193148657975
0.12, 0.057934049586850334
0.125, 0.05772392435478791
0.13, 0.05752095761352606
0.135, 0.057324621132759324
0.14, 0.057134447663174756
0.15, 0.056770978447165284
0.16, 0.0564277507423282
0.17, 0.05610252473206383
0.18, 0.055793485340192434
0.19, 0.0554991433219803
0.2, 0.055218262190273405
0.21, 0.05494980369827761
0.22, 0.054692886709227534
0.23, 0.054446755809188896
0.24, 0.05421075708757785
0.25, 0.05398431925111537
0.26, 0.0537669387519572
0.27, 0.053558167970977434
0.28, 0.05335760575145272
0.29, 0.053164889759771856
0.3, 0.05297969028043838
0.31, 0.05280170514783621
0.32, 0.05263065558720896
0.33, 0.05246628278931371
0.34, 0.05230834508214086
0.35, 0.05215661559254886
0.36, 0.052010880313026996
0.37, 0.05187093650597484
0.38, 0.05173659139109751
0.39, 0.05160766107173668
0.4, 0.05148396966391795
0.41, 0.051365348598087036
0.42, 0.051251636068367315
0.43, 0.05114267660797998
0.44, 0.05103832077246808
0.45, 0.05093842491476076
0.46, 0.050842851038010464
0.47, 0.05075146671369555
0.48, 0.05066414505374776
0.49, 0.05058076472654456
0.5, 0.05050121000754793
0.51, 0.05042537085618676
0.52, 0.050353143011370116
0.53, 0.05028442809871829
0.54, 0.05021913374331858
0.55, 0.050157173682462045
0.56, 0.050098467873508724
0.57, 0.05004294259266295
0.58, 0.04999053052109172
0.59, 0.049941170815425234
0.6, 0.04989480916028518
0.61, 0.049851397801050086
0.62, 0.04981089555557569
0.63, 0.049773267804101864
0.64, 0.04973848645697886
0.65, 0.049706529900255474
0.66, 0.04967738291948169
0.67, 0.049651036602356396
0.68, 0.049627488221067814
0.69, 0.049606741095334944
0.7, 0.04958880443726683
0.71, 0.04957369317922432
0.72, 0.04956142778588751
0.73, 0.04955203405171487
0.74, 0.04954554288492875
0.75, 0.04954199007908438
0.76, 0.049541416073190334
0.77, 0.04954386570122081
0.78, 0.04954938793174675
0.79, 0.04955803559827467
0.8, 0.04956986512075964
0.81, 0.04958493621862462
0.82, 0.04960331161549882
0.83, 0.049625056735770695
0.84, 0.04965023939297427
0.85, 0.0496789294699127
0.86, 0.04971119859038475
0.87, 0.04974711978232044
0.88, 0.049786767132114045
0.89, 0.0498302154299324
0.9, 0.04987753980580135
0.91, 0.04992881535632322
0.92, 0.04998411676192722
0.93, 0.05004351789466734
0.94, 0.050107091416688544
0.95, 0.050174908369615454
0.96, 0.05024703775529532
0.97, 0.050323546108496334
0.98, 0.05040449706237744
0.99, 0.05048995090775993
1.0, 0.05057996414748092
1.01, 0.05067458904734848
1.02, 0.05077387318549192
1.03, 0.05087785900216418
1.04, 0.050986583352324664
1.05, 0.05110007706359728
1.06, 0.051218364502469485
1.07, 0.05134146315182338
1.08, 0.05146938320314132
1.09, 0.051602127166900866
1.1, 0.05173968950487364
1.11, 0.05188205628813526
1.12, 0.05202920488469432
1.13, 0.052181103680681816
1.14, 0.05233771183899357
1.15, 0.0524989790991948
1.16, 0.052664845622345496
1.17, 0.052835241884154414
1.18, 0.05301008861958518
1.19, 0.053189296821653145
1.2, 0.05337276779671091
1.21, 0.05356039327801482
1.22, 0.05375205559878614
1.23, 0.0539476279253607
1.24, 0.05414697455035568
1.25, 0.05434995124507656
1.26, 0.05455640566966993
1.27, 0.05476617783880422
1.28, 0.05497910063993598
1.29, 0.05519500040054137
1.3, 0.055413697500021925
1.31, 0.05563500702140975
1.32, 0.05585873943747815
1.33, 0.05608470132539413
1.34, 0.0563126961037287
1.35, 0.05654252478537525
1.36, 0.05677398673980464
1.37, 0.05700688045803861
1.38, 0.057241004313846586
1.39, 0.05747615731484875
1.4, 0.05771213983751987
1.41, 0.0579487543405171
1.42, 0.058185806051224746
1.43, 0.05842310362100872
1.44, 0.058660459745293096
1.45, 0.05889769174526363
1.46, 0.05913462210872693
1.47, 0.059371078988371614
1.48, 0.05960689665642341
1.49, 0.05984191591540807
1.5, 0.06007598446541578
1.51, 0.0603089572289291
1.52, 0.06054069663486042
1.53, 0.06077107286401533
1.54, 0.0609999640586446
1.55, 0.06122725649918803
1.56, 0.06145284475164073
1.57, 0.06167663178924114
1.58, 0.06189852909237672
1.59, 0.06211845673075401
1.6, 0.06233634343192421
1.61, 0.06255212664029446
1.62, 0.06276575257070352
1.63, 0.06297717626057064
1.64, 0.06318636162451194
1.65, 0.06339328151517334
1.66, 0.06359791779387268
1.67, 0.06380026141447674
1.68, 0.06400031252375406
1.69, 0.06419808058128759
1.7, 0.0643935845018686
1.71, 0.0645868528231703
1.72, 0.06477792390138441
1.73, 0.06496684613745961
1.74, 0.06515367823654493
1.75, 0.06533848950331966
1.76, 0.06552136017595825
1.77, 0.06570238180172656
1.78, 0.06588165765744997
1.79, 0.06605930321851053
1.8, 0.06623544668056094
1.81, 0.0664102295387785
1.82, 0.06658380723035048
1.83, 0.06675634984687494
1.84, 0.0669280429246383
1.85, 0.06709908832222465
1.86, 0.06726970519672469
1.87, 0.06744013109200332
1.88, 0.0676106231550513
1.89, 0.06778145949956538
1.9, 0.0679529407395502
1.91, 0.06812539172013969
1.92, 0.06829916347803651
1.93, 0.06847463547020774
1.94, 0.0686522181168905
1.95, 0.06883235571387289
1.96, 0.06901552977964572
1.97, 0.06920226291584934
1.98, 0.06939312327478149
1.99, 0.06958872974629296
2.0, 0.0827918391242544
2.01, 0.10549375482697888
2.02, 0.10475982451176105
2.03, 0.10409648660879475
2.04, 0.10349545468910179
2.05, 0.10294980089355253
2.06, 0.10245366682771366
2.07, 0.10200204609857985
2.08, 0.10159061855035414
2.09, 0.10121562238399229
2.1, 0.10087375442631946
2.11, 0.10056209158320903
2.12, 0.10027802842140839
2.13, 0.10001922716180062
2.14, 0.0997835773177711
2.15, 0.09956916289683158
2.16, 0.09937423558245345
2.17, 0.09919719268052102
2.18, 0.09903655888850897
2.19, 0.09889097115123587
2.2, 0.09875916602322721
2.21, 0.09863996907728916
2.22, 0.09853228599120646
2.23, 0.09843509501627525
2.24, 0.09834744058775641
2.25, 0.09826842788175134
2.26, 0.09819721815843349
2.27, 0.09813302475987291
2.28, 0.09807510965354885
2.29, 0.09802278043115212
2.3, 0.09797538768742356
2.31, 0.09793232271616156
2.32, 0.09789301547079725
2.33, 0.09785693274541751
2.34, 0.0978235765392255
2.35, 0.0977924825733244
2.36, 0.09776321893376033
2.37, 0.09773538481890492
2.38, 0.09770860937287675
2.39, 0.09768255058970597
2.4, 0.09765689427551728
2.41, 0.09763135305821467
2.42, 0.09760566543601086
2.43, 0.09757959485774637
2.44, 0.09755292882927734
2.45, 0.09752547804140745
2.46, 0.09749707551575836
2.47, 0.09746757576583394
2.48, 0.09743685397120039
2.49, 0.0974048051632567
2.5, 0.09737134342155826
2.51, 0.0973364010799838
2.52, 0.09729992794234363
2.53, 0.09726189050723166
2.54, 0.09722227120206192
2.55, 0.0971810676263216
2.56, 0.09713829180413924
2.57, 0.0970939694462254
2.58, 0.0970481392212582
2.59, 0.097000852036706
2.6, 0.09695217032900401
2.61, 0.09690216736292916
2.62, 0.09685092653989201
2.63, 0.09679854071480071
2.64, 0.09674511152102287
2.65, 0.096690748702897
2.66, 0.09663556945517945
2.67, 0.09657969776871562
2.68, 0.09652326378163137
