m, seta0t2.0
1.09, 0.20860570877641657
1.1, 0.21147660718643418
1.11, 0.21435653945215802
1.12, 0.21724474261883744
1.13, 0.22014049029435162
1.14, 0.22304309490412733
1.15, 0.22595190966841824
1.16, 0.2288663302904063
1.17, 0.23178579634904703
1.18, 0.23470979239597847
1.19, 0.2376378487614762
1.2, 0.2405695420796561
1.21, 0.2435044955482089
1.22, 0.24644237894240933
1.23, 0.2493829084070723
1.24, 0.2523258460533826
1.25, 0.25527099938994463
1.26, 0.258218220619133
1.27, 0.2611674058306402
1.28, 0.2641184941242674
1.29, 0.26707146669337
1.3, 0.2700263458989789
1.31, 0.2729831943627498
1.32, 0.275942114104518
1.33, 0.2789032457472047
1.34, 0.28186676780889697
1.35, 0.28483289609833523
1.36, 0.28780188322664246
1.37, 0.290774018244494
1.38, 0.29374962641036223
1.39, 0.2967290690919372
1.4, 0.2997127437991817
1.41, 0.30270108434407555
1.42, 0.305694561118158
1.43, 0.30869368147517845
1.44, 0.31169899020137415
1.45, 0.31471107005040816
1.46, 0.31773054231297204
1.47, 0.32075806738181123
1.48, 0.3237943452608666
1.49, 0.3268401159508527
1.5, 0.32989615962200264
1.51, 0.33296329645581724
1.52, 0.33604238600019354
1.53, 0.33913432583335384
1.54, 0.34224004927003854
1.55, 0.3453605217656545
1.56, 0.3484967355784131
1.57, 0.35164970213507235
1.58, 0.35482044141198565
1.59, 0.35800996749316233
1.6, 0.36121926930676895
1.61, 0.364449285384903
1.62, 0.3677008713606667
1.63, 0.37097475884860615
1.64, 0.3742715044050787
1.65, 0.3775914275134075
1.66, 0.3809345370925575
1.67, 0.38430044702163035
1.68, 0.3876882827553378
1.69, 0.3910965834149805
1.7, 0.3945232068419691
1.71, 0.39796524890516616
1.72, 0.40141899248521734
1.73, 0.40487990523595896
1.74, 0.40834270717574284
1.75, 0.4118015277155258
1.76, 0.4152501651544146
1.77, 0.41868244886867534
1.78, 0.42209268584837617
1.79, 0.4254761517232444
1.8, 0.42882956725070054
1.81, 0.43215149101135425
1.82, 0.4354425632838329
1.83, 0.43870555641214515
1.84, 0.4419452196055655
1.85, 0.4451679424697918
1.86, 0.4483812915299177
1.87, 0.4515934898802639
1.88, 0.454812909395373
1.89, 0.45804763059030507
1.9, 0.46130510351762427
1.91, 0.4645919207831811
1.92, 0.467913695802422
1.93, 0.4712750280659824
1.94, 0.4746795323450261
1.95, 0.4781299089399669
1.96, 0.4816280353108521
1.97, 0.4851750639843156
1.98, 0.48877151627804466
1.99, 0.4924173654175023
2.0, 0.482788914664562
2.01, 0.49738356897729297
2.02, 0.5012455358579114
2.03, 0.5051214182061489
2.04, 0.5090095719010471
2.05, 0.5129083045030668
2.06, 0.516815893485664
2.07, 0.5207306053922732
2.08, 0.5246507155315898
2.09, 0.5285745278094269
2.1, 0.532500394292018
2.11, 0.5364267341024623
2.12, 0.5403520512660038
2.13, 0.5442749511403183
2.14, 0.5481941550916338
2.15, 0.5521085131053994
2.16, 0.5560170140514042
2.17, 0.5599187933560772
2.18, 0.5638131378700837
2.19, 0.5676994877551845
2.2, 0.5715774352505129
2.21, 0.575446720212503
2.22, 0.5793072223530864
2.23, 0.5831589501251752
2.24, 0.5870020262213945
2.25, 0.5908366696603143
2.26, 0.5946631744352329
2.27, 0.5984818846961699
2.28, 0.6022931664307754
2.29, 0.606097375612501
2.3, 0.6098948228037112
2.31, 0.6136857342502046
2.32, 0.617470209594659
2.33, 0.6212481764835366
2.34, 0.6250193425562235
2.35, 0.6287831455937333
2.36, 0.6325387029665551
2.37, 0.6362847619465377
2.38, 0.6400196529103067
2.39, 0.6437412479215816
2.4, 0.6474469275790289
2.41, 0.6511335592842548
2.42, 0.6547974901432949
2.43, 0.6584345574896591
2.44, 0.6620401194504112
2.45, 0.6656091070458051
2.46, 0.6691360980426008
2.47, 0.6726154112525555
2.48, 0.6760412183199485
2.49, 0.679407668457156
2.5, 0.6827090202658783
2.51, 0.6859397739100582
2.52, 0.689094796621664
2.53, 0.6921694348812546
2.54, 0.6951596075902526
2.55, 0.6980618760218704
2.56, 0.7008734881197783
2.57, 0.7035923965928581
2.58, 0.7062172520221923
2.59, 0.7087473736815293
2.6, 0.7111827018620792
2.61, 0.7135237361385477
2.62, 0.7157714642273629
2.63, 0.7179272859265241
2.64, 0.7199929361741544
2.65, 0.721970410614748
2.66, 0.7238618963101903
2.67, 0.7256697094571286
2.68, 0.7273962412361418
2.69, 0.7290439122656988
2.7, 0.7306151355926436
2.71, 0.7321122877325006
2.72, 0.7335376869777022
2.73, 0.7348935780105222
2.74, 0.7361821217750345
2.75, 0.7374053895608714
2.76, 0.7385653603105067
2.77, 0.739663920263206
2.78, 0.7407028641747707
2.79, 0.7416838974889469
2.8, 0.742608638971808
2.81, 0.7434786234468806
2.82, 0.7442953043803944
2.83, 0.7450600561597848
2.84, 0.7457741759839978
2.85, 0.7464388853410473
2.86, 0.7470553310890247
2.87, 0.7476245861830897
2.88, 0.7481476501054648
2.89, 0.748625449061193
2.9, 0.7490588360009062
2.91, 0.7494485905262713
2.92, 0.7497954187253322
2.93, 0.7500999529751132
2.94, 0.7503627517393242
2.95, 0.7505842993798334
2.96, 0.7507650059930426
2.97, 0.7509052072760847
2.98, 0.7510051644234468
2.99, 0.7510650640519247
3.0, 0.7510850181505029
