m, wheta-20t10.0
-1.0, 4.50397245857767e-6
-0.8, 6.119643668081028e-6
-0.6, 8.265056467322659e-6
-0.4, 1.1015183994655765e-5
-0.2, 1.4329141580891587e-5
-0.1, 1.6117605274245385e-5
-0.01, 1.7728128450317908e-5
0.01, -4.518925645054478e-5
0.05, -4.73378857666622e-5
0.055, -4.7622857208532414e-5
0.06, -4.7912565467603756e-5
0.065, -4.820749928367357e-5
0.07, -4.85082424835937e-5
0.075, -4.8815501273301547e-5
0.08, -4.913014234835824e-5
0.085, -4.945324747537736e-5
0.09, -4.978619402170304e-5
0.095, -5.0130777964515545e-5
0.1, -5.048940977600257e-5
0.105, -5.086544259546098e-5
0.11, -5.126375796658681e-5
0.115, -5.169190015526542e-5
0.12, -5.216252742267055e-5
0.125, -5.2699608509542754e-5
0.13, -5.335850148332377e-5
0.135, -5.433191618490071e-5
0.14, 0.9844383058447556
0.15, 0.9844471538368084
0.16, 0.984449488836565
0.17, 0.9844510174261233
0.18, 0.9844522128074543
0.19, 0.9844532246449887
0.2, 0.9844541195383397
0.21, 0.9844549329392963
0.22, 0.9844556859779334
0.23, 0.984456392277765
0.24, 0.9844570611479195
0.25, 0.9844576992412206
0.26, 0.9844583114852136
0.27, 0.9844589016379747
0.28, 0.9844594726362474
0.29, 0.9844600268229586
0.3, 0.9844605661005912
0.31, 0.9844610920379141
0.32, 0.9844616059460151
0.33, 0.9844621089335526
0.34, 0.984462601947858
0.35, 0.9844630858057956
0.36, 0.9844635612176413
0.37, 0.9844640288053624
0.38, 0.9844644891170891
0.39, 0.984464942638673
0.4, 0.9844653898029113
0.41, 0.9844658309969307
0.42, 0.9844662665683528
0.43, 0.9844666968304078
0.44, 0.9844671220658788
0.45, 0.9844675425308987
0.46, 0.9844679584575997
0.47, 0.9844683700567856
0.48, 0.9844687775199832
0.49, 0.9844691810211775
0.5, 0.9844695807185678
0.51, 0.9844699767557794
0.52, 0.9844703692629161
0.53, 0.9844707583578683
0.54, 0.9844711441470397
0.55, 0.9844715267261637
0.56, 0.9844719061810191
0.57, 0.984472282588034
0.58, 0.9844726560149134
0.59, 0.9844730265210454
0.6, 0.9844733941580008
0.61, 0.9844737589699555
0.62, 0.9844741209940167
0.63, 0.9844744802605937
0.64, 0.9844748367936966
0.65, 0.9844751906112152
0.66, 0.984475541725135
0.67, 0.9844758901418552
0.68, 0.9844762358623987
0.69, 0.9844765788825108
0.7, 0.9844769191929753
0.71, 0.9844772567796591
0.72, 0.9844775916238968
0.73, 0.9844779237023832
0.74, 0.9844782529875186
0.75, 0.9844785794474222
0.76, 0.9844789030461326
0.77, 0.9844792237437181
0.78, 0.9844795414964013
0.79, 0.984479856256607
0.8, 0.9844801679731443
0.81, 0.9844804765913304
