m, wheta-20t10.0
0.82, 0.9844807820529603
0.83, 0.9844810842965727
0.84, 0.9844813832573941
0.85, 0.9844816788675336
0.86, 0.9844819710560287
0.87, 0.9844822597488682
0.88, 0.9844825448692214
0.89, 0.9844828263373755
0.9, 0.9844831040709459
0.91, 0.9844833779848192
0.92, 0.9844836479913576
0.93, 0.9844839140003739
0.94, 0.9844841759192756
0.95, 0.9844844336531553
0.96, 0.9844846871047991
0.97, 0.9844849361748248
0.98, 0.9844851807617474
0.99, 0.984485420762003
1.0, 0.984485656070094
1.01, 0.9844858865787275
1.02, 0.9844861121787134
1.03, 0.9844863327591741
1.04, 0.9844865482077239
1.05, 0.9844867584102454
1.06, 0.9844869632513245
1.07, 0.9844871626141177
1.08, 0.9844873563805385
1.09, 0.984487544431277
1.1, 0.9844877266459792
1.11, 0.9844879029033172
1.12, 0.9844880730809875
1.13, 0.9844882370559803
1.14, 0.9844883947045843
1.15, 0.9844885459024417
1.16, 0.9844886905248263
1.17, 0.9844888284465543
1.18, 0.9844889595422353
1.19, 0.9844890836863266
1.2, 0.9844892007532728
1.21, 0.9844893106175887
1.22, 0.9844894131540486
1.23, 0.9844895082377702
1.24, 0.9844895957443174
1.25, 0.9844896755498408
1.26, 0.9844897475312128
1.27, 0.9844898115661994
1.28, 0.9844898675335373
1.29, 0.9844899153130763
1.3, 0.9844899547859258
1.31, 0.9844899858345227
1.32, 0.9844900083429594
1.33, 0.9844900221968645
1.34, 0.9844900272837322
1.35, 0.9844900234929077
1.36, 0.9844900107159098
1.37, 0.9844899888463208
1.38, 0.9844899577801584
1.39, 0.9844899174157989
1.4, 0.9844898676542477
1.41, 0.984489808399223
1.42, 0.984489739557216
1.43, 0.9844896610377032
1.44, 0.9844895727531948
1.45, 0.9844894746193313
1.46, 0.9844893665550836
1.47, 0.9844892484827369
1.48, 0.9844891203280753
1.49, 0.9844889820203566
1.5, 0.9844888334926228
1.51, 0.984488674681455
1.52, 0.9844885055273019
1.53, 0.9844883259744208
1.54, 0.9844881359709993
1.55, 0.9844879354691162
1.56, 0.9844877244248877
1.57, 0.9844875027983803
1.58, 0.9844872705537119
1.59, 0.9844870276590801
1.6, 0.9844867740866535
1.61, 0.9844865098126734
1.62, 0.9844862348173892
1.63, 0.9844859490850023
1.64, 0.9844856526036937
1.65, 0.984485345365476
1.66, 0.9844850273661865
1.67, 0.9844846986053629
1.68, 0.9844843590861706
1.69, 0.9844840088152926
1.7, 0.9844836478027215
1.71, 0.9844832760616905
1.72, 0.9844828936085135
1.73, 0.9844825004622184
1.74, 0.9844820966446114
1.75, 0.9844816821797592
1.76, 0.9844812570938635
1.77, 0.9844808214148997
1.78, 0.9844803751724053
1.79, 0.9844799183968845
1.8, 0.9844794511196413
1.81, 0.9844789733721364
1.82, 0.9844784851856293
1.83, 0.9844779865904969
1.84, 0.9844774776157563
1.85, 0.9844769582882604
1.86, 0.9844764286319883
1.87, 0.9844758886672544
1.88, 0.9844753384097095
1.89, 0.9844747778693528
1.9, 0.9844742070492715
1.91, 0.9844736259444353
1.92, 0.9844730345401891
1.93, 0.9844724328105485
1.94, 0.9844718207163843
1.95, 0.9844711982031622
1.96, 0.984470565198733
1.97, 0.9844699216102925
1.98, 0.984469267321392
1.99, 0.98446860218815
2.0, 0.9844472698760423
2.01, -1.968973973894505
2.02, -1.9689744220247334
2.03, -1.9689748221415246
2.04, -1.9689751856504722
2.05, -1.968975520417864
2.06, -1.968975832080985
2.07, -1.9689761248062787
2.08, -1.9689764017524296
2.09, -1.9689766653653524
2.1, -1.9689769175733536
2.11, -1.968977159920074
2.12, -1.9689773936576755
2.13, -1.9689776198133864
2.14, -1.968977839238473
2.15, -1.9689780526443412
2.16, -1.9689782606299004
2.17, -1.968978463702826
2.18, -1.9689786622956822
2.19, -1.968978856778905
2.2, -1.9689790474710123
2.21, -1.968979234646675
2.22, -1.9689794185436016
2.23, -1.9689795993677388
2.24, -1.9689797772978344
2.25, -1.9689799524892384
2.26, -1.9689801250767869
2.27, -1.9689802951776514
2.28, -1.9689804628933927
2.29, -1.9689806283118503
2.3, -1.9689807915088513
2.31, -1.9689809525494588
2.32, -1.9689811114892681
2.33, -1.968981268375318
2.34, -1.9689814232471003
2.35, -1.9689815761373919
2.36, -1.968981727072875
2.37, -1.9689818760746
2.38, -1.9689820231589321
2.39, -1.968982168337594
2.4, -1.9689823116183864
2.41, -1.968982453005467
2.42, -1.9689825924997226
2.43, -1.9689827300990763
2.44, -1.968982865798766
2.45, -1.968982999591629
2.46, -1.9689831314683401
2.47, -1.9689832614176082
2.48, -1.968983389426335
2.49, -1.9689835154799222
2.5, -1.9689836395623412
2.51, -1.968983761656316
2.52, -1.9689838817434797
2.53, -1.96898399980452
2.54, -1.9689841158192245
2.55, -1.9689842297667774
2.56, -1.9689843416256891
2.57, -1.9689844513740455
2.58, -1.9689845589894646
2.59, -1.9689846644493263
2.6, -1.96898476773082
2.61, -1.968984868810916
2.62, -1.9689849676666489
2.63, -1.9689850642750029
2.64, -1.9689851586130898
2.65, -1.968985250658143
2.66, -1.9689853403876634
2.67, -1.9689854277793972
2.68, -1.9689855128113987
2.69, -1.9689855954621156
2.7, -1.968985675710401
2.71, -1.9689857535355513
2.72, -1.9689858289174074
2.73, -1.9689859018362703
2.74, -1.9689859722729686
2.75, -1.9689860402090371
2.76, -1.9689861056264846
2.77, -1.9689861685080372
2.78, -1.9689862288369857
2.79, -1.9689862865973713
2.8, -1.9689863417738227
2.81, -1.9689863943517114
2.82, -1.9689864443171015
2.83, -1.9689864916567157
2.84, -1.9689865363580326
2.85, -1.9689865784092677
2.86, -1.9689866177992756
2.87, -1.9689866545176544
2.88, -1.968986688554826
2.89, -1.9689867199017625
2.9, -1.9689867485502979
2.91, -1.9689867744929521
2.92, -1.968986797722925
2.93, -1.9689868182341446
2.94, -1.9689868360213147
2.95, -1.96898685107985
2.96, -1.9689868634057643
2.97, -1.968986872995888
2.98, -1.9689868798477443
2.99, -1.9689868839595608
3.0, -1.9689868853303327
