m, wheta-10t10.0
0.72, 0.9503054072619915
0.73, 0.9503216055849824
0.74, 0.9503371772453567
0.75, 0.9503521468440603
0.76, 0.9503665378709792
0.77, 0.9503803727901491
0.78, 0.950393673121993
0.79, 0.9504064595220969
0.8, 0.9504187518569833
0.81, 0.9504305692773868
0.82, 0.9504419302883026
0.83, 0.9504528528165472
0.84, 0.9504633542758041
0.85, 0.9504734516286141
0.86, 0.9504831614460101
0.87, 0.9504924999641883
0.88, 0.9505014831386205
0.89, 0.9505101266947389
0.9, 0.950518446176177
0.91, 0.9505264569892654
0.92, 0.9505341744443242
0.93, 0.9505416137931821
0.94, 0.9505487902629363
0.95, 0.9505557190850958
0.96, 0.9505624155205455
0.97, 0.9505688948792058
0.98, 0.9505751725346019
0.99, 0.9505812639321193
1.0, 0.95058718459152
1.01, 0.9505929501019337
1.02, 0.9505985761097571
1.03, 0.9506040782982764
1.04, 0.9506094723585694
1.05, 0.9506147739509663
1.06, 0.9506199986562839
1.07, 0.9506251619161644
1.08, 0.9506302789618392
1.09, 0.9506353647303867
1.1, 0.9506404337679337
1.11, 0.9506455001190348
1.12, 0.9506505772012078
1.13, 0.9506556776647761
1.14, 0.9506608132366499
1.15, 0.9506659945479098
1.16, 0.9506712309450155
1.17, 0.9506765302841523
1.18, 0.9506818987088772
1.19, 0.9506873404110512
1.2, 0.9506928573756751
1.21, 0.9506984491100097
1.22, 0.9507041123581053
1.23, 0.9507098408019966
1.24, 0.9507156247509437
1.25, 0.9507214508209736
1.26, 0.9507273016066439
1.27, 0.9507331553483583
1.28, 0.9507389855978053
1.29, 0.9507447608854968
1.3, 0.9507504443942218
1.31, 0.9507559936429811
1.32, 0.9507613601859941
1.33, 0.9507664893319723
1.34, 0.9507713198895846
1.35, 0.9507757839436942
1.36, 0.9507798066698006
1.37, 0.9507833061911207
1.38, 0.9507861934856733
1.39, 0.9507883723481292
1.4, 0.9507897394131077
1.41, 0.9507901842447206
1.42, 0.950789589497403
1.43, 0.9507878311528762
1.44, 0.9507847788362963
1.45, 0.950780296215058
1.46, 0.9507742414820862
1.47, 0.9507664679244208
1.48, 0.9507568245774585
1.49, 0.9507451569631958
1.5, 0.950731307910311
1.51, 0.9507151184521148
1.52, 0.9506964287980473
1.53, 0.950675079371946
1.54, 0.9506509119103138
1.55, 0.9506237706122785
1.56, 0.9505935033316207
1.57, 0.9505599628011728
1.58, 0.950523007878314
1.59, 0.9504825048003842
1.6, 0.9504383284379982
1.61, 0.9503903635341491
1.62, 0.9503385059165489
1.63, 0.9502826636719769
1.64, 0.9502227582690268
1.65, 0.9501587256194903
1.66, 0.9500905170660056
1.67, 0.9500181002860568
1.68, 0.949941460102803
1.69, 0.9498605991937714
1.7, 0.9497755386898733
1.71, 0.9496863186579274
1.72, 0.9495929984612184
1.73, 0.9494956569937919
1.74, 0.9493943927854842
1.75, 0.9492893239755238
1.76, 0.9491805881548471
1.77, 0.9490683420772773
1.78, 0.9489527612421873
1.79, 0.9488340393519167
1.8, 0.9487123876489333
1.81, 0.9485880341383165
1.82, 0.9484612227035846
1.83, 0.9483322121235241
1.84, 0.9482012750002801
1.85, 0.9480686966089668
1.86, 0.9479347736803869
1.87, 0.9477998131296581
1.88, 0.9476641307433408
1.89, 0.9475280498393804
1.9, 0.9473918999139873
1.91, 0.9472560152899873
1.92, 0.9471207337818421
1.93, 0.9469863953920743
1.94, 0.9468533410543429
1.95, 0.9467219114379254
1.96, 0.946592445828265
1.97, 0.9464652810979127
1.98, 0.9463407507819592
1.99, 0.9462191842709936
2.0, 0.940925273339328
2.01, -1.9126791276684636
2.02, -1.91279385950014
2.03, -1.912900695885438
2.04, -1.9130006404631834
2.05, -1.9130945283463885
2.06, -1.913183061756835
2.07, -1.9132668367806345
2.08, -1.9133463637420052
2.09, -1.9134220829145403
2.1, -1.9134943767761048
2.11, -1.913563579666118
2.12, -1.913629985467467
2.13, -1.9136938537692765
2.14, -1.9137554148487357
2.15, -1.9138148737270388
2.16, -1.9138724134927534
2.17, -1.9139281980408565
2.18, -1.913982374342881
2.19, -1.9140350743374954
2.2, -1.914086416512747
2.21, -1.9141365072362977
2.22, -1.9141854418787865
2.23, -1.9142333057660994
2.24, -1.9142801749913765
2.25, -1.914326117109754
2.26, -1.9143711917365307
2.27, -1.9144154510648108
2.28, -1.9144589403171777
2.29, -1.9145016981424925
2.3, -1.914543756967814
2.31, -1.9145851433137204
2.32, -1.9146258780810537
2.33, -1.914665976814107
2.34, -1.9147054499469414
2.35, -1.9147443030364406
2.36, -1.9147825369875275
2.37, -1.9148201482734122
2.38, -1.9148571291541554
2.39, -1.9148934678973926
2.4, -1.914929149002771
2.41, -1.9149641534331645
2.42, -1.914998458854575
2.43, -1.915032039886704
2.44, -1.9150648683653788
2.45, -1.9150969136190759
2.46, -1.915128142759678
2.47, -1.9151585209895197
2.48, -1.915188011924157
2.49, -1.9152165779327428
2.5, -1.915244180494657
2.51, -1.9152707805732694
2.52, -1.915296339005992
2.53, -1.9153208169095668
2.54, -1.9153441760996448
2.55, -1.915366379523118
2.56, -1.9153873917006639
2.57, -1.9154071791774523
2.58, -1.9154257109790527
2.59, -1.9154429590688455
2.6, -1.915458898803795
2.61, -1.9154735093833162
2.62, -1.9154867742875625
2.63, -1.9154986816997397
2.64, -1.91550922490683
2.65, -1.9155184026736458
2.66, -1.9155262195841682
2.67, -1.9155326863441877
2.68, -1.9155378200398032
2.69, -1.9155416443456712
2.7, -1.9155441896774708
2.71, -1.9155454932837783
2.72, -1.9155455992724932
2.73, -1.915544558567536
2.74, -1.915542428793041
2.75, -1.9155392740816521
2.76, -1.9155351648067054
2.77, -1.915530177236413
2.78, -1.9155243931116017
2.79, -1.9155178991487836
2.8, -1.91551078647063
2.81, -1.9155031499692918
2.82, -1.915495087607042
2.83, -1.9154866996608941
2.84, -1.9154780879188995
2.85, -1.9154693548363644
2.86, -1.9154606026613274
2.87, -1.9154519325391393
2.88, -1.9154434436069236
2.89, -1.9154352320883201
2.9, -1.9154273903996692
2.91, -1.915420006278951
2.92, -1.915413161947698
2.93, -1.915406933317108
2.94, -1.9154013892476163
2.95, -1.91539659087212
2.96, -1.9153925909907228
2.97, -1.9153894335448736
2.98, -1.9153871531780537
2.99, -1.91538577488784
3.0, -1.9153853137742958
