m, seta1t2.0
-1.0, 0.01811729306629838
-0.8, 0.020520145711223584
-0.6, 0.023494664945870773
-0.4, 0.027269333385187947
-0.2, 0.032223683649585194
-0.1, 0.0353377691299508
-0.01, 0.03863997863159625
0.01, 0.03968974636566011
0.05, 0.04141606284043266
0.055, 0.04164139456606135
0.06, 0.04186894597210392
0.065, 0.0420987480535796
0.07, 0.042330832264771245
0.075, 0.04256523052320889
0.08, 0.04280197521354933
0.085, 0.043041099191339735
0.09, 0.04328263578666954
0.095, 0.0435266188076974
0.1, 0.043773082544055465
0.105, 0.044022061770119233
0.11, 0.04427359174814457
0.115, 0.04452770823126545
0.12, 0.04478444746634522
0.125, 0.04504384619668331
0.13, 0.04530594166456723
0.135, 0.04557077161367309
0.14, 0.04583837429130586
0.15, 0.04638205335182279
0.16, 0.04693729497203076
0.17, 0.047504423451763304
0.18, 0.04808377130719998
0.19, 0.048675679302296854
0.2, 0.049280496469179556
0.21, 0.04989858011755103
0.22, 0.05053029583326776
0.23, 0.05117601746635098
0.24, 0.051836127108802324
0.25, 0.05251101506269248
0.26, 0.053201079799103795
0.27, 0.05390672790859132
0.28, 0.054628374043926675
0.29, 0.05536644085595621
0.3, 0.05612135892349674
0.31, 0.05689356667822819
0.32, 0.05768351032562131
0.33, 0.05849164376295104
0.34, 0.059318428495496976
0.35, 0.06016433355204355
0.36, 0.06102983540081004
0.37, 0.06191541786693722
0.38, 0.06282157205267008
0.39, 0.06374879626136992
0.4, 0.06469759592647874
0.41, 0.06566848354656793
0.42, 0.06666197862759199
0.43, 0.06767860763346874
0.44, 0.06871890394610568
0.45, 0.06978340783598844
0.46, 0.07087266644444064
0.47, 0.07198723377862767
0.48, 0.07312767072035951
0.49, 0.07429454504965803
0.5, 0.07548843148395755
0.51, 0.07670991173364175
0.52, 0.07795957457441087
0.53, 0.07923801593664541
0.54, 0.08054583901154956
0.55, 0.08188365437333843
0.56, 0.08325208011607824
0.57, 0.08465174200299982
0.58, 0.08608327362515278
0.59, 0.08754731656510474
0.6, 0.08904452056007837
0.61, 0.09057554365734517
0.62, 0.09214105235293835
0.63, 0.09374172170271462
0.64, 0.09537823539252809
0.65, 0.0970512857517634
0.66, 0.09876157369162458
0.67, 0.1005098085465064
0.68, 0.10229670779334386
0.69, 0.10412299662014612
0.7, 0.10598940731090721
0.71, 0.1078966784097933
0.72, 0.10984555362297863
0.73, 0.1118367804117542
0.74, 0.11387110822572981
0.75, 0.11594928632015444
0.76, 0.11807206109682562
0.77, 0.12024017290403997
0.78, 0.12245435222780111
0.79, 0.12471531520458479
0.8, 0.12702375838582453
0.81, 0.12938035268656126
0.82, 0.1317857364561057
0.83, 0.13424050761791004
0.84, 0.13674521483985835
0.85, 0.1393003477157884
0.86, 0.14190632596485636
