m, seta1t2.0
0.87, 0.14456348768801044
0.88, 0.14727207676048965
0.89, 0.15003222948593928
0.9, 0.15284396069061876
0.91, 0.15570714949404657
0.92, 0.15862152505321397
0.93, 0.16158665263824065
0.94, 0.16460192045447763
0.95, 0.16766652767505094
0.96, 0.17077947418396258
0.97, 0.1739395525479329
0.98, 0.17714534273044713
0.99, 0.18039521002996822
1.0, 0.18368730666325844
1.01, 0.18701957732351113
1.02, 0.19038976892299161
1.03, 0.1937954445852726
1.04, 0.1972340017895604
1.05, 0.20070269439800503
1.06, 0.20419865812689778
1.07, 0.20771893886559223
1.08, 0.21126052311410445
1.09, 0.21482036971130355
1.1, 0.21839544196786728
1.11, 0.2219827393059631
1.12, 0.22557932754157042
1.13, 0.22918236702247435
1.14, 0.23278913794896305
1.15, 0.23639706234637167
1.16, 0.24000372231833875
1.17, 0.24360687437592315
1.18, 0.24720445980016895
1.19, 0.2507946111449236
1.2, 0.2543756551154397
1.21, 0.2579461121617113
1.22, 0.2615046932008549
1.23, 0.26505029392994356
1.24, 0.26858198721098797
1.25, 0.27209901400651076
1.26, 0.27560077332094773
1.27, 0.2790868115648821
1.28, 0.2825568117101341
1.29, 0.28601058254834094
1.3, 0.2894480483078533
1.31, 0.29286923882651766
1.32, 0.29627428042374987
1.33, 0.2996633875662528
1.34, 0.3030368553784297
1.35, 0.30639505301219133
1.36, 0.3097384178610302
1.37, 0.31306745057998975
1.38, 0.31638271085601866
1.39, 0.319684813861137
1.4, 0.32297442731366344
1.41, 0.3262522690690622
1.42, 0.3295191051614955
1.43, 0.33277574821888684
1.44, 0.3360230561778159
1.45, 0.33926193122933945
1.46, 0.3424933189323483
1.47, 0.3457182074375571
1.48, 0.3489376267720522
1.49, 0.3521526481419923
1.5, 0.3553643832197697
1.51, 0.3585739833916982
1.52, 0.3617826389540337
1.53, 0.3649915782592708
1.54, 0.36820206683154383
1.55, 0.3714154064908535
1.56, 0.3746329345509038
1.57, 0.3778560231852353
1.58, 0.3810860790914659
1.59, 0.3843245436236492
1.6, 0.3875728936074978
1.61, 0.39083264310150256
1.62, 0.39410534641651496
1.63, 0.3973926027547994
1.64, 0.4006960628726528
1.65, 0.40401743820417035
1.66, 0.4073585129016109
1.67, 0.4107211592444507
1.68, 0.41410735683736377
1.69, 0.41751921595016833
1.7, 0.4209590052415926
1.71, 0.42442918394239043
1.72, 0.4279324383335943
1.73, 0.43147172201142786
1.74, 0.43505029892328423
1.75, 0.43867178738505064
1.76, 0.4423402020646654
1.77, 0.44605998892467846
1.78, 0.4498360448363818
1.79, 0.45367370817520003
1.8, 0.4575786979096915
1.81, 0.46155696469172347
1.82, 0.46561439598346427
1.83, 0.4697562863131061
1.84, 0.4739864438908487
1.85, 0.4783057649481911
1.86, 0.4827100965531706
1.87, 0.48718729615745554
1.88, 0.4917137061626679
1.89, 0.4962509431284248
1.9, 0.5007449542774187
1.91, 0.505130192042082
1.92, 0.5093411552657835
1.93, 0.5133300417967273
1.94, 0.5170838018923195
1.95, 0.5206312259434567
1.96, 0.5240352691590023
1.97, 0.5273749080441964
1.98, 0.5307262134259917
1.99, 0.5341501084557374
2.0, 0.5313544529317294
2.01, 0.5393977181843261
2.02, 0.5443616592984964
2.03, 0.5494009186518665
2.04, 0.5545105027091722
2.05, 0.5596842183376991
2.06, 0.5649148141510507
2.07, 0.570194210785548
2.08, 0.5755138087466217
2.09, 0.5808648498819254
2.1, 0.586238798725153
2.11, 0.5916277055144579
2.12, 0.5970245149972047
2.13, 0.6024232937888353
2.14, 0.607819361979021
2.15, 0.6132093288216273
2.16, 0.6185910446751314
2.17, 0.6239634897292954
2.18, 0.6293266236214343
2.19, 0.6346812192039506
2.2, 0.6400286996800372
2.21, 0.6453709925685055
2.22, 0.650710407836409
2.23, 0.6560495419985674
2.24, 0.6613912055218951
2.25, 0.6667383675955036
2.26, 0.6720941100818982
2.27, 0.6774615809710551
2.28, 0.6828439366333562
2.29, 0.6882442614152339
2.3, 0.6936654526166348
2.31, 0.699110058843597
2.32, 0.7045800606394548
2.33, 0.7100765849663547
2.34, 0.7155995505718332
2.35, 0.7211472505945524
2.36, 0.7267158925942437
2.37, 0.7322991341298148
2.38, 0.7378876718293357
2.39, 0.7434689590183727
2.4, 0.7490271347219521
2.41, 0.7545432380303796
2.42, 0.7599957516729622
2.43, 0.7653614683693957
2.44, 0.7706166123711202
2.45, 0.7757380925724764
2.46, 0.7807047301653757
2.47, 0.7854983047346557
2.48, 0.7901042983790353
2.49, 0.7945122766774284
2.5, 0.7987159102279725
2.51, 0.8027126939872107
2.52, 0.8065034533342675
2.53, 0.8100917338844049
2.54, 0.8134831615123912
2.55, 0.8166848378182134
2.56, 0.819704812065403
2.57, 0.8225516488888891
2.58, 0.8252340945565957
2.59, 0.8277608338534225
2.6, 0.8301403239909505
2.61, 0.8323806900327391
2.62, 0.8344896668341489
2.63, 0.8364745743289806
2.64, 0.8383423153686204
2.65, 0.8400993877353464
2.66, 0.8417519041376395
2.67, 0.843305615830872
2.68, 0.8447659369665834
2.69, 0.8461379678826615
2.7, 0.8474265163541886
2.71, 0.8486361163874445
2.72, 0.8497710445103852
2.73, 0.8508353337399059
2.74, 0.8518327855292767
2.75, 0.8527669800492734
2.76, 0.8536412851587295
2.77, 0.8544588643928311
2.78, 0.8552226842534212
2.79, 0.8559355210346865
2.8, 0.8565999673653119
2.81, 0.857218438599591
2.82, 0.8577931791455685
2.83, 0.8583262687810689
2.84, 0.8588196289774204
2.85, 0.8592750292258899
2.86, 0.8596940933433204
2.87, 0.860078305719904
2.88, 0.8604290174632753
2.89, 0.8607474523876418
2.9, 0.861034712794975
2.91, 0.8612917849954812
2.92, 0.861519544516714
2.93, 0.8617187609542233
2.94, 0.8618901024211169
2.95, 0.8620341395584588
2.96, 0.8621513490737638
2.97, 0.8622421167797636
2.98, 0.8623067401104577
2.99, 0.8623454300963066
3.0, 0.8623583127847678
