m, seta-10t10.0
1.22, 0.049732074692286805
1.23, 0.04972776719767728
1.24, 0.04972236097759726
1.25, 0.049715827939301856
1.26, 0.04970814030393574
1.27, 0.0496992706583983
1.28, 0.049689192008642025
1.29, 0.0496778778344561
1.3, 0.04966530214582045
1.31, 0.04965143954092152
1.32, 0.049636265265935946
1.33, 0.04961975527670275
1.34, 0.04960188630242324
1.35, 0.04958263591152175
1.36, 0.04956198257981895
1.37, 0.04953990576114947
1.38, 0.04951638596057515
1.39, 0.04949140481029253
1.4, 0.04946494514834758
1.41, 0.04943699110020529
1.42, 0.04940752816319785
1.43, 0.049376543293810436
1.44, 0.049344024997697036
1.45, 0.04930996342223977
1.46, 0.049274350451377756
1.47, 0.049237179802313735
1.48, 0.04919844712361595
1.49, 0.04915815009408033
1.5, 0.04911628852161454
1.51, 0.04907286444123587
1.52, 0.0490278822111781
1.53, 0.04898134860591161
1.54, 0.04893327290479068
1.55, 0.048883666974894845
1.56, 0.04883254534651398
1.57, 0.048779925279657105
1.58, 0.048725826819855655
1.59, 0.04867027284152959
1.6, 0.048613289077137696
1.61, 0.048554904130372604
1.62, 0.04849514947172885
1.63, 0.04843405941486492
1.64, 0.04837167107232779
1.65, 0.04830802428942134
1.66, 0.048243161555205416
1.67, 0.048177127889924794
1.68, 0.04810997070844696
1.69, 0.048041739659685716
1.7, 0.04797248644233162
1.71, 0.04790226459763478
1.72, 0.0478311292804088
1.73, 0.04775913700984237
1.74, 0.047686345402142775
1.75, 0.047612812887437135
1.76, 0.04753859841376649
1.77, 0.047463761141348926
1.78, 0.04738836013063289
1.79, 0.04731245402791289
1.8, 0.04723610075251657
1.81, 0.04715935718971474
1.82, 0.04708227889361036
1.83, 0.04700491980426862
1.84, 0.04692733198333312
1.85, 0.046849565372236966
1.86, 0.04677166757696374
1.87, 0.04669368368308284
1.88, 0.04661565610451406
1.89, 0.0465376244691598
1.9, 0.04645962554422676
1.91, 0.04638169320370089
1.92, 0.04630385844010659
1.93, 0.04622614942237798
1.94, 0.04614859160136551
1.95, 0.046071207864297525
1.96, 0.04599401873934682
1.97, 0.04591704265138687
1.98, 0.045840296230055665
1.99, 0.045763794671387116
2.0, 0.04534200561787719
2.01, 0.07897949306182331
2.02, 0.07883648828566148
2.03, 0.07869224320536436
2.04, 0.07854666745235647
2.05, 0.07839968239378488
2.06, 0.07825121861652046
2.07, 0.07810121406000971
2.08, 0.07794961261393411
2.09, 0.07779636305457958
2.1, 0.07764141823194429
2.11, 0.07748473444527457
2.12, 0.07732627096224251
2.13, 0.07716598964916374
2.14, 0.07700385468826888
2.15, 0.07683983236417037
2.16, 0.07667389090613679
2.17, 0.07650600037606431
2.18, 0.0763361325944322
2.19, 0.07616426109837016
2.2, 0.07599036112731598
2.21, 0.07581440963280751
2.22, 0.0756363853097507
2.23, 0.07545626864711456
2.24, 0.07527404199651085
2.25, 0.07508968965748063
2.26, 0.07490319797859737
2.27, 0.07471455547373233
2.28, 0.0745237529530048
2.29, 0.07433078366805715
2.3, 0.07413564347140034
2.31, 0.0739383309896326
2.32, 0.07373884781037987
2.33, 0.07353719868280167
2.34, 0.073333391731519
2.35, 0.07312743868377955
2.36, 0.07291935510962945
2.37, 0.072709160674811
2.38, 0.07249687940600465
2.39, 0.0722825399679513
2.4, 0.07206617595188476
2.41, 0.07184782617455804
2.42, 0.0716275349870178
2.43, 0.07140535259212245
2.44, 0.0711813353696281
2.45, 0.07095554620747492
2.46, 0.07072805483770407
2.47, 0.07049893817524
2.48, 0.07026828065752624
2.49, 0.07003617458277726
2.5, 0.06980272044435973
2.51, 0.06956802725857822
2.52, 0.06933221288284741
2.53, 0.06909540432103153
2.54, 0.06885773801241146
2.55, 0.06861936010055623
2.56, 0.06838042667807719
2.57, 0.06814110400308193
2.58, 0.06790156868291143
2.59, 0.06766200782060264
2.6, 0.06742261911940277
2.61, 0.06718361094055365
2.62, 0.06694520230959995
2.63, 0.06670762286647189
2.64, 0.06647111275472749
2.65, 0.0662359224455457
2.66, 0.0660023124923157
2.67, 0.06577055321205239
2.68, 0.06554092429032359
2.69, 0.06531371430692144
2.7, 0.06508922018015782
2.71, 0.0648677465284006
2.72, 0.06464960494828079
2.73, 0.06443511320988304
2.74, 0.06422459437019427
2.75, 0.0640183758070761
2.76, 0.06381678817706293
2.77, 0.06362016430132054
2.78, 0.06342883798515243
2.79, 0.06324314277743076
2.8, 0.06306341067729752
2.81, 0.06288997079637171
2.82, 0.06272314798549321
2.83, 0.0625632614357202
2.84, 0.06241062326388952
2.85, 0.06226553709346399
2.86, 0.062128296641689985
2.87, 0.061999184324259625
2.88, 0.061878469888648195
2.89, 0.06176640908716936
2.9, 0.06166324240052309
2.91, 0.06156919382218443
2.92, 0.061484469713507114
2.93, 0.06140925773874069
2.94, 0.06134372588851225
2.95, 0.061288021599527176
2.96, 0.0612422709774095
2.97, 0.06120657812874991
2.98, 0.06118102460752175
2.99, 0.06116566898010279
3.0, 0.06116054651220725
