m, seta-10t10.0
-1.0, 0.004596447069932843
-0.8, 0.005283937673119943
-0.6, 0.006151400967842017
-0.4, 0.007264274465943791
-0.2, 0.008704234536489303
-0.1, 0.009570162901553159
-0.01, 0.010436309367691366
0.01, 0.008824208122041188
0.05, 0.04951080487725429
0.055, 0.048897526573954894
0.06, 0.048695360402018495
0.065, 0.04858910860429189
0.07, 0.048522600098471445
0.075, 0.048476948190661326
0.08, 0.048443813370306205
0.085, 0.048418878268999196
0.09, 0.048399658253060376
0.095, 0.04838461056308203
0.1, 0.048372720710174164
0.105, 0.048363290928090566
0.11, 0.04835582360836613
0.115, 0.04834995315443957
0.12, 0.04834540417102623
0.125, 0.0483419647591905
0.13, 0.048339468869553315
0.135, 0.04833778429609805
0.14, 0.0483368042983537
0.15, 0.048336624162624346
0.16, 0.04833839361267054
0.17, 0.04834173446944302
0.18, 0.048346370730944103
0.19, 0.048352095581853605
0.2, 0.04835875055088508
0.21, 0.04836621186132841
0.22, 0.04837438121378048
0.23, 0.04838317939450142
0.24, 0.04839254173918901
0.25, 0.0484024148470341
0.26, 0.04841275415672196
0.27, 0.048423522128885475
0.28, 0.04843468686305928
0.29, 0.0484462210310905
0.3, 0.0484581010444642
0.31, 0.048470306396873455
0.32, 0.0484828191397097
0.33, 0.04849562345949258
0.34, 0.04850870533430891
0.35, 0.04852205225204757
0.36, 0.04853565297741219
0.37, 0.04854949735773164
0.38, 0.04856357615986467
0.39, 0.04857788093220387
0.4, 0.04859240388705237
0.41, 0.04860713779965784
0.42, 0.04862207592091428
0.43, 0.04863721190136233
0.44, 0.048652539724554404
0.45, 0.04866805364822792
0.46, 0.04868374815201021
0.47, 0.04869961789061315
0.48, 0.048715657651659285
0.49, 0.04873186231742457
0.5, 0.04874822682991519
0.51, 0.04876474615877547
0.52, 0.04878141527163447
0.53, 0.04879822910652588
0.54, 0.048815182546112286
0.55, 0.04883227039345309
0.56, 0.048849487349125115
0.57, 0.04886682798950936
0.58, 0.04888428674610276
0.59, 0.04890185788572863
0.6, 0.04891953549153773
0.61, 0.04893731344471312
0.62, 0.04895518540679221
0.63, 0.04897314480255666
0.64, 0.04899118480342193
0.65, 0.04900929831128427
0.66, 0.049027477942792885
0.67, 0.04904571601400919
0.68, 0.04906400452543703
0.69, 0.0490823351473953
0.7, 0.04910069920572865
0.71, 0.0491190876678529
0.72, 0.04913749112911118
0.73, 0.04915589979947615
0.74, 0.049174303490570954
0.75, 0.04919269160304363
0.76, 0.04921105311429971
0.77, 0.049229376566611915
0.78, 0.049247650055637526
0.79, 0.049265861219360815
0.8, 0.04928399722749431
0.81, 0.04930204477138473
0.82, 0.04931999005444087
0.83, 0.04933781878314427
0.84, 0.049355516158678
0.85, 0.04937306686922344
0.86, 0.049390455082979894
0.87, 0.049407664441949356
0.88, 0.04942467805656411
0.89, 0.04944147850118905
0.9, 0.049458047810582474
0.91, 0.04947436747736028
0.92, 0.049490418450535985
0.93, 0.04950618113519154
0.94, 0.049521635393354246
0.95, 0.04953676054612442
0.96, 0.049551535377132194
0.97, 0.04956593813737225
0.98, 0.04957994655148039
0.99, 0.049593537825500064
1.0, 0.049606688656195407
1.01, 0.04961937524195767
1.02, 0.049631573295340355
1.03, 0.049643258057268665
1.04, 0.04965440431295296
1.05, 0.049664986409522265
1.06, 0.04967497827541239
1.07, 0.04968435344150578
1.08, 0.0496930850640386
1.09, 0.04970114594926352
1.1, 0.04970850857987293
1.11, 0.049715145143154574
1.12, 0.049721027560860775
1.13, 0.049726127520772025
1.14, 0.04973041650991675
1.15, 0.049733865849405264
1.16, 0.04973644673085726
1.17, 0.04973813025435881
1.18, 0.04973888746792971
1.19, 0.04973868940844598
1.2, 0.04973750714398783
1.21, 0.049735311817578134
