m, wheta1t2.0
-1.0, 5.005589451220198e-7
-0.8, 8.561290222143968e-7
-0.6, 1.5414467105150975e-6
-0.4, 2.955917667540751e-6
-0.2, 6.122607724739395e-6
-0.1, 9.108539829847036e-6
-0.01, 1.3281705732795452e-5
0.01, 0.0023658042625654837
0.05, 0.0026381336212490205
0.055, 0.0026752831359381306
0.06, 0.002713181756558233
0.065, 0.0027518483818335855
0.07, 0.002791302453433451
0.075, 0.002831563972695293
0.08, 0.0028726535178857414
0.085, 0.0029145922620169846
0.09, 0.0029574019912408434
0.095, 0.0030011051238384035
0.1, 0.003045724729827152
0.105, 0.003091284551206222
0.11, 0.003137809022865129
0.115, 0.0031853232941763767
0.12, 0.0032338532512987904
0.125, 0.0032834255402180226
0.13, 0.0033340675905475605
0.135, 0.0033858076401227896
0.14, 0.003438674760414232
0.15, 0.003547910825671081
0.16, 0.0036620260511612576
0.17, 0.0037812858155996075
0.18, 0.003905971588640092
0.19, 0.00403638197620108
0.2, 0.004172833839498068
0.21, 0.004315663493749965
0.22, 0.004465227993079685
0.23, 0.004621906508736802
0.24, 0.004786101808446675
0.25, 0.004958241845408064
0.26, 0.005138781466250797
0.27, 0.005328204248124025
0.28, 0.005527024475997056
0.29, 0.005735789272252754
0.3, 0.005955080891706799
0.31, 0.006185519196317478
0.32, 0.006427764325052851
0.33, 0.006682519575642748
0.34, 0.006950534516279791
0.35, 0.007232608346718283
0.36, 0.007529593529675226
0.37, 0.007842399714907649
0.38, 0.008171997979885659
0.39, 0.00851942541251356
0.4, 0.00888579006290471
0.41, 0.009272276292766229
0.42, 0.009680150552450112
0.43, 0.010110767617185573
0.44, 0.010565577315370004
0.45, 0.011046131783050002
0.46, 0.011554093279808006
0.47, 0.0120912426021588
0.48, 0.012659488131202424
0.49, 0.01326087555159481
0.5, 0.013897598278833127
0.51, 0.014572008631340484
0.52, 0.015286629782717356
0.53, 0.016044168527790413
0.54, 0.01684752889346872
0.55, 0.017699826621876136
0.56, 0.01860440454847434
0.57, 0.019564848891746724
0.58, 0.0205850064631522
0.59, 0.021669002796237336
0.6, 0.022821261181512276
0.61, 0.024046522578581704
0.62, 0.025349866358555954
0.63, 0.02673673180728122
0.64, 0.02821294029280323
0.65, 0.029784717967979487
0.66, 0.03145871884036479
0.67, 0.03324204799562369
0.68, 0.035142284706810724
0.69, 0.037167505098967914
0.7, 0.0393263039657565
0.71, 0.041627815251490924
0.72, 0.04408173061738363
0.73, 0.046698315404773934
0.74, 0.049488421190775275
0.75, 0.05246349400390142
0.76, 0.05563557713045501
0.77, 0.05901730729938061
0.78, 0.06262190288794428
0.79, 0.06646314264852486
0.8, 0.07055533332531339
0.81, 0.07491326441861333
0.82, 0.07955214827513678
0.83, 0.0844875436497816
0.84, 0.08973526091392695
0.85, 0.09531124719579488
0.86, 0.10123144994914657
0.87, 0.1075116577773116
0.88, 0.11416731780803796
0.89, 0.1212133295358606
0.9, 0.1286638158308732
0.91, 0.13653187275592882
0.92, 0.1448293009264875
0.93, 0.1535663223615156
0.94, 0.16275128806708658
0.95, 0.17239038290454603
0.96, 0.18248733554367133
0.97, 0.19304314239409778
0.98, 0.204055815241514
0.99, 0.2155201627833763
1.0, 0.22742761626374344
1.01, 0.23976610887036942
1.02, 0.25252001743155983
1.03, 0.26567017323041814
1.04, 0.2791939464833707
1.05, 0.2930654063050064
1.06, 0.30725555494621953
1.07, 0.32173263193402507
1.08, 0.3364624806679662
1.09, 0.3514089672554696
1.1, 0.3665344390954766
1.11, 0.38180020910870616
1.12, 0.39716705067233893
1.13, 0.41259568829095766
1.14, 0.4280472698011312
1.15, 0.4434838073778303
1.16, 0.4588685766493148
1.17, 0.47416646566073106
1.18, 0.4893442680671467
1.19, 0.5043709175981793
1.2, 0.519217663353299
1.21, 0.5338581877225439
1.22, 0.5482686705882993
1.23, 0.5624278048919424
1.24, 0.5763167696303302
1.25, 0.5899191668975843
1.26, 0.6032209297502032
1.27, 0.6162102075089384
1.28, 0.6288772346890377
1.29, 0.6412141891430466
1.3, 0.6532150442754107
1.31, 0.6648754194073078
1.32, 0.6761924315833573
1.33, 0.6871645513590302
1.34, 0.6977914644169977
1.35, 0.7080739402516868
1.36, 0.7180137086421017
1.37, 0.7276133442070679
1.38, 0.7368761590022466
1.39, 0.7458061028655979
1.4, 0.7544076710409678
1.41, 0.7626858184960409
1.42, 0.7706458802908703
1.43, 0.7782934973365666
1.44, 0.7856345469010263
1.45, 0.7926750772612852
1.46, 0.7994212459636854
1.47, 0.805879261228533
1.48, 0.8120553261199761
1.49, 0.8179555851930566
1.5, 0.8235860734248647
1.51, 0.828952667335936
1.52, 0.8340610383090644
1.53, 0.8389166082167908
1.54, 0.8435245075737227
1.55, 0.8478895365349435
1.56, 0.8520161291635467
1.57, 0.855908321484391
1.58, 0.8595697239185568
1.59, 0.86300349874411
1.6, 0.8662123432347578
1.61, 0.8691984790701138
1.62, 0.8719636484587524
1.63, 0.8745091171348464
1.64, 0.8768356839383141
1.65, 0.8789436960172057
1.66, 0.8808330677459104
1.67, 0.8825033001700081
1.68, 0.8839534961064627
1.69, 0.8851823638717398
1.7, 0.886188199904889
1.71, 0.8869688372048301
1.72, 0.8875215423934943
1.73, 0.887842839192104
1.74, 0.8879282299341417
1.75, 0.8877717791360596
1.76, 0.887365513724262
1.77, 0.8866985828709858
1.78, 0.8857561062728356
1.79, 0.8845176234612734
1.8, 0.8829550402538731
1.81, 0.8810299570890086
1.82, 0.8786902701382859
1.83, 0.875865985508022
1.84, 0.8724643283501756
1.85, 0.8683645459765663
1.86, 0.8634134201887466
1.87, 0.8574235498018136
1.88, 0.8501779456799208
1.89, 0.8414459550925633
1.9, 0.8310156123891811
1.91, 0.8187437013741496
1.92, 0.8046150105528896
1.93, 0.7887889382559509
1.94, 0.771605261576774
1.95, 0.7535338463091894
1.96, 0.7350828286780398
1.97, 0.7167035720697362
1.98, 0.698728089148155
1.99, 0.6813510597955806
2.0, 0.6915505438719147
2.01, 0.6288364661735744
2.02, 0.6153329547117283
2.03, 0.6010102193164075
